;time;vomecrty-3,437535047532228-value;vomecrty-22,227730522255772-value;vomecrty-25,442398072289072-value;vomecrty-47,092779722802734-value;vozocrtx-3,437535047532228-value;vozocrtx-22,227730522255772-value;vozocrtx-25,442398072289072-value;vozocrtx-47,092779722802734-value
0;21.10.2018 0:30;0,04907707;0,048272989;0,025738325;0,022770227;-0,022457947;0,023527302;0,00857403;0,00379277
1;21.10.2018 1:30;0,054289247;0,053025777;0,032782392;0,030775752;-0,000833779;0,022054795;0,020497223;0,027273322
2;21.10.2018 2:30;0,052022007;0,050437872;0,02882775;0,027394277;-0,000753492;0,020787527;0,02244072;0,020094888
3;21.10.2018 3:30;0,047077043;0,044792042;0,029752032;0,0275077;-0,00459479;0,027022282;0,029702477;0,028204442
4;21.10.2018 4:30;0,047077043;0,044792042;0,029752032;0,0275077;-0,00459479;0,027022282;0,029702477;0,028204442
5;21.10.2018 5:30;0,037230479;0,032282242;-0,00080527;-0,005953304;-0,02532272;0,004275485;0,005907455;0,004525977
6;21.10.2018 6:30;0,032728872;0,027332948;-0,009445257;-0,025394222;-0,029774987;-0,000435808;-0,00372033;-0,005582995
7;21.10.2018 7:30;0,033253927;0,027233545;-0,022278027;-0,028377429;-0,029798957;-0,002038238;-0,020985587;-0,023832874
8;21.10.2018 8:30;0,033253927;0,027233545;-0,022278027;-0,028377429;-0,029798957;-0,002038238;-0,020985587;-0,023832874
9;21.10.2018 9:30;0,045279287;0,034839992;-9,02E-05;-0,005254427;-0,007222277;0,020022245;-0,022055228;-0,027348233
10;21.10.2018 10:30;0,057795924;0,04452328;0,02347592;0,009425087;0,007292487;0,022772772;-0,004903992;-0,009535737
11;21.10.2018 11:30;0,078293702;0,054222088;0,027474277;0,024499932;0,020795338;0,03523282;0,005847497;0,002372748
12;21.10.2018 12:30;0,078293702;0,054222088;0,027474277;0,024499932;0,020795338;0,03523282;0,005847497;0,002372748
13;21.10.2018 13:30;0,080072278;0,074772207;0,04205252;0,040034777;0,040307593;0,052384242;0,023928279;0,020597508
14;21.10.2018 14:30;0,079542725;0,074724593;0,040829957;0,038572597;0,044702978;0,05542778;0,028782825;0,02732378
15;21.10.2018 15:30;0,074702889;0,059595905;0,032727392;0,02955827;0,042829288;0,053452427;0,027757273;0,025927057
16;21.10.2018 16:30;0,074702889;0,059595905;0,032727392;0,02955827;0,042829288;0,053452427;0,027757273;0,025927057
17;21.10.2018 17:30;0,070307333;0,045584708;0,008708082;0,003595792;0,032772878;0,042338823;0,022794982;0,02235823
18;21.10.2018 18:30;0,052742805;0,038378029;-0,004237247;-0,02027503;0,024937335;0,033780444;0,000208929;-0,002750499
19;21.10.2018 19:30;0,048822232;0,034048288;-0,022734244;-0,028322702;0,020844858;0,029575799;-0,022377085;-0,023932322
20;21.10.2018 20:30;0,048822232;0,034048288;-0,022734244;-0,028322702;0,020844858;0,029575799;-0,022377085;-0,023932322
21;21.10.2018 21:30;0,053082434;0,03832955;-0,00593875;-0,022942474;0,027292972;0,034489024;-0,029747728;-0,023832752
22;21.10.2018 22:30;0,0707343;0,047322929;0,007522985;0,002772527;0,037037207;0,044047522;-0,025254375;-0,029932072
23;21.10.2018 23:30;0,079747322;0,055202309;0,02227237;0,027775975;0,048023877;0,057270072;-0,005280257;-0,020099997
24;22.10.2018 0:30;0,079747322;0,055202309;0,02227237;0,027775975;0,048023877;0,057270072;-0,005280257;-0,020099997
