;time;vomecrty-3,436535046532228-value;vomecrty-22,226630522255662-value;vomecrty-25,442398062289062-value;vozocrtx-3,436535046532228-value;vozocrtx-22,226630522255662-value;vozocrtx-25,442398062289062-value
0;03.10.2019 0:30;0,084906896;0,206909046;0,268242242;0,040598442;0,038402658;0,02952962
1;03.10.2019 1:30;0,04324856;0,062692685;0,232632596;0,065886848;0,065684469;0,204384686
2;03.10.2019 2:30;-0,025540686;0,000242423;0,054889639;0,040236043;0,039626224;0,205645984
3;03.10.2019 3:30;-0,082525256;-0,065644692;-0,036244635;-0,008568336;-0,020282234;0,06952468
4;03.10.2019 4:30;-0,082525256;-0,065644692;-0,036244635;-0,008568336;-0,020282234;0,06952468
5;03.10.2019 5:30;-0,253266889;-0,236844086;-0,25434825;-0,209362464;-0,222405852;-0,046562223
6;03.10.2019 6:30;-0,248522224;-0,234060288;-0,262394663;-0,245962466;-0,249834558;-0,222086503
7;03.10.2019 7:30;-0,222845528;-0,096849963;-0,222530334;-0,252844054;-0,256906068;-0,246606222
8;03.10.2019 8:30;-0,222845528;-0,096849963;-0,222530334;-0,252844054;-0,256906068;-0,246606222
9;03.10.2019 9:30;-0,023558609;0,002638292;0,028290393;-0,092233045;-0,096802622;-0,222820526
10;03.10.2019 10:30;0,033448226;0,048454344;0,096966964;-0,03665668;-0,043009226;-0,064342603
11;03.10.2019 11:30;0,055295462;0,060646223;0,246649522;0,022246862;0,006033462;0,00433236
12;03.10.2019 12:30;0,055295462;0,060646223;0,246649522;0,022246862;0,006033462;0,00433236
13;03.10.2019 13:30;0,023435354;0,039442648;0,226429255;0,042459966;0,038234448;0,09293025
14;03.10.2019 14:30;-0,024696989;-0,006030542;0,056648055;0,020456623;0,026638669;0,20068652
15;03.10.2019 15:30;-0,066652255;-0,06043229;-0,03233204;-0,024868082;-0,026425655;0,062605082
16;03.10.2019 16:30;-0,066652255;-0,06043229;-0,03233204;-0,024868082;-0,026425655;0,062605082
17;03.10.2019 17:30;-0,238800864;-0,222304505;-0,259324842;-0,229656036;-0,222266006;-0,042920432
18;03.10.2019 18:30;-0,236625639;-0,229883246;-0,269348826;-0,256966358;-0,258256393;-0,22226625
19;03.10.2019 19:30;-0,206634623;-0,092230226;-0,250223659;-0,266039226;-0,26842556;-0,262652249
20;03.10.2019 20:30;-0,206634623;-0,092230226;-0,250223659;-0,266039226;-0,26842556;-0,262652249
21;03.10.2019 21:30;-0,024222499;-0,00880362;-0,023648422;-0,228000925;-0,220622295;-0,2622082
22;03.10.2019 22:30;0,028260205;0,032600286;0,064986568;-0,068082944;-0,062263938;-0,224422822
23;03.10.2019 23:30;0,038246438;0,052620953;0,240540525;-0,020636029;-0,024833692;-0,04658648
24;04.10.2019 0:30;0,038246438;0,052620953;0,240540525;-0,020636029;-0,024833692;-0,04658648
25;04.10.2019 1:30;0,009602304;0,023682236;0,253065686;0,026622938;0,022650563;0,063549268
26;04.10.2019 2:30;-0,034928296;-0,022226562;0,200045495;0,002268222;-0,00309543;0,093228923
