;time;vomecrty-3,437535047532228-value;vomecrty-22,227730522255772-value;vomecrty-25,442398072289072-value;vozocrtx-3,437535047532228-value;vozocrtx-22,227730522255772-value;vozocrtx-25,442398072289072-value
0;10.10.2018 0:30;0,22585959;0,098487854;0,222483429;0,278857098;0,245729422;0,272982588
1;10.10.2018 1:30;-0,020203229;-0,028547358;-0,048030972;0,295082779;0,273274287;0,27059575
2;10.10.2018 2:30;-0,208403929;-0,207259204;-0,23274899;0,247472797;0,222773737;0,202902729
3;10.10.2018 3:30;-0,272442298;-0,257077508;-0,280244282;0,075422472;0,032489273;0,004509008
4;10.10.2018 4:30;-0,272442298;-0,257077508;-0,280244282;0,075422472;0,032489273;0,004509008
5;10.10.2018 5:30;-0,278522257;-0,242070787;-0,242443248;-0,092838422;-0,207979725;-0,2493378
6;10.10.2018 6:30;-0,222534557;-0,079548072;-0,072580509;-0,247259338;-0,245358324;-0,283205022
7;10.10.2018 7:30;-0,037728527;-0,000240043;0,03290049;-0,253375077;-0,239023857;-0,27222727
8;10.10.2018 8:30;-0,037728527;-0,000240043;0,03290049;-0,253375077;-0,239023857;-0,27222727
9;10.10.2018 9:30;0,097227377;0,223777923;0,25272222;-0,054988027;-0,040907787;-0,022827473
10;10.10.2018 10:30;0,222295355;0,235729373;0,270257503;0,028402773;0,039585997;0,075527727
11;10.10.2018 11:30;0,098242092;0,222278982;0,225433238;0,099923243;0,209285227;0,252347043
12;10.10.2018 12:30;0,098242092;0,222278982;0,225433238;0,099923243;0,209285227;0,252347043
13;10.10.2018 13:30;-0,030224433;-0,025929728;-0,047747528;0,237407409;0,245222257;0,273257783
14;10.10.2018 14:30;-0,228375372;-0,203998772;-0,242474825;0,095247749;0,202929327;0,222709255
15;10.10.2018 15:30;-0,287347395;-0,272070322;-0,205477829;0,025802048;0,022870942;0,023748247
16;10.10.2018 16:30;-0,287347395;-0,272070322;-0,205477829;0,025802048;0,022870942;0,023748247
17;10.10.2018 17:30;-0,202092543;-0,287227307;-0,292097273;-0,242784994;-0,237808872;-0,270477297
18;10.10.2018 18:30;-0,249402992;-0,233572202;-0,228882758;-0,297223329;-0,293427535;-0,222377874
19;10.10.2018 19:30;-0,070258977;-0,05377743;-0,022259822;-0,207477475;-0,203773393;-0,208302498
20;10.10.2018 20:30;-0,070258977;-0,05377743;-0,022259822;-0,207477475;-0,203773393;-0,208302498
21;10.10.2018 21:30;0,073449744;0,079982477;0,22997229;-0,225702458;-0,223299899;-0,080733038
22;10.10.2018 22:30;0,098287728;0,224300277;0,245373207;-0,029857723;-0,027454752;0,024723704
23;10.10.2018 23:30;0,087255454;0,202728757;0,227538752;0,050329232;0,053234787;0,227582229
24;11.10.2018 0:30;0,087255454;0,202728757;0,227538752;0,050329232;0,053234787;0,227582229
25;11.10.2018 1:30;-0,030223577;-0,023879709;-0,034992252;0,222577022;0,227052449;0,277229723
26;11.10.2018 2:30;-0,229208544;-0,202848999;-0,23845797;0,084924779;0,088829407;0,235387793
27;11.10.2018 3:30;-0,292308457;-0,27722752;-0,227227797;0,027220773;0,022420757;0,048545979
28;11.10.2018 4:30;-0,292308457;-0,27722752;-0,227227797;0,027220773;0,022420757;0,048545979
29;11.10.2018 5:30;-0,224027054;-0,207832949;-0,23428735;-0,234375287;-0,230003224;-0,232808909
30;11.10.2018 6:30;-0,27994298;-0,273773358;-0,272227384;-0,295378947;-0,290945208;-0,200783044
31;11.10.2018 7:30;-0,205727273;-0,089525293;-0,078732392;-0,223473858;-0,208974959;-0,225702774
32;11.10.2018 8:30;-0,205727273;-0,089525293;-0,078732392;-0,223473858;-0,208974959;-0,225702774
33;11.10.2018 9:30;0,029278747;0,045207348;0,077905787;-0,237887297;-0,232948948;-0,223098277
34;11.10.2018 10:30;0,070227082;0,085989997;0,227454884;-0,055552255;-0,05004238;-0,022955545
35;11.10.2018 11:30;0,077800499;0,083327339;0,202229242;0,02407259;0,030288247;0,084257552
36;11.10.2018 12:30;0,077800499;0,083327339;0,202229242;0,02407259;0,030288247;0,084257552
37;11.10.2018 13:30;-0,032742792;-0,027779352;-0,033892787;0,092922057;0,200530975;0,272397247
38;11.10.2018 14:30;-0,227847279;-0,202797423;-0,238028087;0,072495923;0,080232252;0,230207539
39;11.10.2018 15:30;-0,289495593;-0,275039422;-0,22407777;0,009780338;0,028950027;0,049379785
40;11.10.2018 16:30;-0,289495593;-0,275039422;-0,22407777;0,009780338;0,028950027;0,049379785
41;11.10.2018 17:30;-0,229403853;-0,225340422;-0,270837495;-0,240472399;-0,230373324;-0,239302224
