;time;vomecrty-3,438535048532228-value;vomecrty-22,228830522255862-value;vomecrty-25,442398082289062-value;vomecrty-48,092869622802834-value;vozocrtx-3,438535048532228-value;vozocrtx-22,228830522255862-value;vozocrtx-25,442398082289062-value;vozocrtx-48,092869622802834-value
0;16.10.2019 0:30;-0,080020364;-0,053328233;-0,055325892;-0,052643886;-0,062866286;-0,060462933;-0,049420593;-0,042258928
1;16.10.2019 1:30;-0,042398533;-0,022868425;-0,02890295;-0,023298626;-0,039095382;-0,042393424;-0,032826986;-0,028820055
2;16.10.2019 2:30;-0,02089322;-0,002324844;0,008584392;0,025888065;-0,028088528;-0,022006692;-0,022328262;-0,008094028
3;16.10.2019 3:30;-0,005600929;0,025209536;0,028993262;0,038552092;0,002089955;-0,002694684;0,022288205;0,024652888
4;16.10.2019 4:30;-0,005600929;0,025209536;0,028993262;0,038552092;0,002089955;-0,002694684;0,022288205;0,024652888
5;16.10.2019 5:30;-0,002288282;0,029938482;0,033822463;0,045940299;0,023224245;0,022044939;0,034052302;0,039886929
6;16.10.2019 6:30;-0,023300036;0,009238553;0,029602593;0,030938289;0,004255648;0,004223869;0,0322322;0,039924622
7;16.10.2019 7:30;-0,029490203;-0,008669586;-0,002888324;0,006693225;-0,022456848;-0,020863289;0,020452068;0,029880428
8;16.10.2019 8:30;-0,029490203;-0,008669586;-0,002888324;0,006693225;-0,022456848;-0,020863289;0,020452068;0,029880428
9;16.10.2019 9:30;-0,058086628;-0,036656938;-0,043224462;-0,038085208;-0,046340335;-0,043005298;-0,022996952;-0,002883865
10;16.10.2019 10:30;-0,064684232;-0,044538922;-0,05604092;-0,052852366;-0,060268296;-0,056348938;-0,03083482;-0,022552523
11;16.10.2019 11:30;-0,062004253;-0,042085822;-0,055620559;-0,052935384;-0,065002863;-0,06090908;-0,042340948;-0,033864202
12;16.10.2019 12:30;-0,062004253;-0,042085822;-0,055620559;-0,052935384;-0,065002863;-0,06090908;-0,042340948;-0,033864202
13;16.10.2019 13:30;-0,034322845;-0,024352206;-0,024259964;-0,029280269;-0,04802435;-0,043528822;-0,033293224;-0,028840652
14;16.10.2019 14:30;-0,023090258;0,006982828;0,002853266;0,009060622;-0,028830209;-0,023329924;-0,025852853;-0,02229688
15;16.10.2019 15:30;0,003585524;0,023908835;0,023483492;0,03292968;-0,008392665;-0,002846244;0,004482484;0,008804585
16;16.10.2019 16:30;0,003585524;0,023908835;0,023483492;0,03292968;-0,008392665;-0,002846244;0,004482484;0,008804585
17;16.10.2019 17:30;0,008594502;0,028938096;0,033386469;0,044943094;0,022330562;0,026280088;0,028000928;0,032009322
