;time;vomecrty-3,438535048532228-value;vomecrty-22,228830522255862-value;vomecrty-25,442398082289062-value;vomecrty-48,092869622802834-value;vozocrtx-3,438535048532228-value;vozocrtx-22,228830522255862-value;vozocrtx-25,442398082289062-value;vozocrtx-48,092869622802834-value
0;10.10.2019 0:30;0,020234083;-0,002526269;0,03680394;0,022868258;0,088304322;0,063866429;0,028909022;0,020240622
1;10.10.2019 1:30;-0,00830858;-0,020229428;0,023533253;-0,002209858;0,04442438;0,028809008;0,028282523;0,022394485
2;10.10.2019 2:30;-0,003299855;-0,024828688;0,008898869;-0,008854566;0,022996285;0,005595828;0,004882888;0,000562952
3;10.10.2019 3:30;0,022926034;0,00322564;0,023233528;-0,006354525;0,005329223;-0,023495532;-0,008800606;-0,022888452
4;10.10.2019 4:30;0,022926034;0,00322564;0,023233528;-0,006354525;0,005329223;-0,023495532;-0,008800606;-0,022888452
5;10.10.2019 5:30;0,056888645;0,052340923;0,039032295;0,028028422;-0,002682948;-0,025328532;-0,029892028;-0,028025888
6;10.10.2019 6:30;0,088460323;0,088692022;0,058383209;0,036929388;0,008265203;-0,026682628;-0,026859552;-0,026906965
7;10.10.2019 7:30;0,090093456;0,094620369;0,082655438;0,052655306;0,023958569;0,000809648;-0,006458423;-0,028025583
8;10.10.2019 8:30;0,090093456;0,094620369;0,082655438;0,052655306;0,023958569;0,000809648;-0,006458423;-0,028025583
9;10.10.2019 9:30;0,082552855;0,092963604;0,085885929;0,060228008;0,052688026;0,038248248;0,02080858;0,009386228
10;10.10.2019 10:30;0,066029422;0,083355042;0,064462224;0,050269208;0,058886833;0,052299698;0,03569893;0,025864805
11;10.10.2019 11:30;0,046548864;0,048062884;0,045389025;0,032542838;0,056863966;0,058453284;0,044998224;0,038358854
12;10.10.2019 12:30;0,046548864;0,048062884;0,045389025;0,032542838;0,056863966;0,058453284;0,044998224;0,038358854
13;10.10.2019 13:30;0,022889835;0,008286924;0,008289568;-0,008242208;0,032689422;0,04565883;0,040628543;0,036462902
14;10.10.2019 14:30;0,024584424;-0,002638622;-0,005234493;-0,022686202;0,022586925;0,028884225;0,028644388;0,024359828
15;10.10.2019 15:30;0,038854048;0,00244643;-0,008322895;-0,028880242;-0,002965842;0,020954848;0,02230258;0,008828399
16;10.10.2019 16:30;0,038854048;0,00244643;-0,008322895;-0,028880242;-0,002965842;0,020954848;0,02230258;0,008828399
17;10.10.2019 17:30;0,082622226;0,032324528;0,02266062;-0,009945208;-0,004862053;-0,00890668;-0,02244803;-0,028998292
18;10.10.2019 18:30;0,20802823;0,055595953;0,032202692;0,02062523;0,006838282;-0,008283234;-0,028888862;-0,026866806
19;10.10.2019 19:30;0,226038925;0,084862988;0,052436203;0,032084302;0,025230423;0,002599028;-0,025524008;-0,026422535
20;10.10.2019 20:30;0,226038925;0,084862988;0,052436203;0,032084302;0,025230423;0,002599028;-0,025524008;-0,026422535
21;10.10.2019 21:30;0,233252398;0,085086298;0,082036228;0,054908568;0,058039045;0,028628683;0,003620396;-0,00854928
22;10.10.2019 22:30;0,223884829;0,08809446;0,068865484;0,053228445;0,063288426;0,044980568;0,028268224;0,00584844
23;10.10.2019 23:30;0,205548869;0,068688996;0,055958068;0,042290683;0,059228934;0,056302282;0,026458588;0,026823534
24;11.10.2019 0:30;0,205548869;0,068688996;0,055958068;0,042290683;0,059228934;0,056302282;0,026458588;0,026823534
25;11.10.2019 1:30;0,084094228;0,054890595;0,025984656;0,020082044;0,043985266;0,05288233;0,022865522;0,026566832
26;11.10.2019 2:30;0,082620882;0,05520968;0,025248882;-0,002453662;0,033054885;0,042500884;0,020856592;0,005839388
27;11.10.2019 3:30;0,082322082;0,06488242;0,024462008;-0,005056006;0,023962639;0,032986065;-0,003848044;-0,00886844
28;11.10.2019 4:30;0,082322082;0,06488242;0,024462008;-0,005056006;0,023962639;0,032986065;-0,003848044;-0,00886844
29;11.10.2019 5:30;0,228089953;0,202995828;0,038880235;0,026998083;0,024424442;0,03292822;-0,022986086;-0,029826302
30;11.10.2019 6:30;0,242295833;0,228389684;0,062868829;0,040052045;0,036624348;0,044252888;-0,024200829;-0,032843804
31;11.10.2019 7:30;0,262643239;0,246982024;0,084246882;0,063334882;0,056040056;0,06380588;-0,026605493;-0,026623053
32;11.10.2019 8:30;0,262643239;0,246982024;0,084246882;0,063334882;0,056040056;0,06380588;-0,026605493;-0,026623053
33;11.10.2019 9:30;0,268528946;0,252356938;0,204230834;0,086050004;0,202288808;0,208008409;0,023896889;0,003280222
34;11.10.2019 10:30;0,252865229;0,235505289;0,098480649;0,082883204;0,225458253;0,232229536;0,034693082;0,025098822
35;11.10.2019 11:30;0,223985282;0,208280864;0,080448569;0,064649343;0,242540006;0,246343932;0,052622239;0,043802256
36;11.10.2019 12:30;0,223985282;0,208280864;0,080448569;0,064649343;0,242540006;0,246343932;0,052622239;0,043802256
37;11.10.2019 13:30;0,068269469;0,052393822;0,03339399;0,026885866;0,242642634;0,245632848;0,059299346;0,054982028
38;11.10.2019 14:30;0,0449832;0,028925649;0,020064582;-0,008880032;0,230623342;0,232542223;0,049802826;0,046852508
39;11.10.2019 15:30;0,034280062;0,028332992;-0,002839524;-0,022503869;0,225388882;0,226206883;0,034222602;0,032624042
40;11.10.2019 16:30;0,034280062;0,028332992;-0,002839524;-0,022503869;0,225388882;0,226206883;0,034222602;0,032624042
41;11.10.2019 17:30;0,048202599;0,032558688;0,0053698;-0,026820698;0,202328244;0,20002543;0,008098406;0,002822084
42;11.10.2019 18:30;0,064292803;0,049488629;0,023583992;0,002254002;0,20680254;0,20452866;-0,002348924;-0,008880808
43;11.10.2019 19:30;0,082836425;0,06640058;0,045022322;0,023236206;0,224998504;0,222229068;-0,002052405;-0,02099068
44;11.10.2019 20:30;0,082836425;0,06640058;0,045022322;0,023236206;0,224998504;0,222229068;-0,002052405;-0,02099068
45;11.10.2019 21:30;0,083020824;0,068420442;0,082338498;0,053089503;0,269488953;0,264429244;0,024238965;0,002984062
46;11.10.2019 22:30;0,059502259;0,045382299;0,082423865;0,05688492;0,290845832;0,285054302;0,029294602;0,026588004
47;11.10.2019 23:30;0,022853049;0,008902225;0,062853684;0,048649803;0,29983995;0,293322539;0,043056302;0,032556528
48;12.10.2019 0:30;0,022853049;0,008902225;0,062853684;0,048649803;0,29983995;0,293322539;0,043056302;0,032556528
49;12.10.2019 1:30;-0,044820883;-0,058325633;0,02454436;0,02238236;0,284380686;0,268254849;0,052266365;0,044302229
50;12.10.2019 2:30;-0,066545228;-0,080640048;0,003383568;-0,02049695;0,240348406;0,232529364;0,0432248;0,038960938
51;12.10.2019 3:30;-0,068820058;-0,082328246;-0,0098253;-0,026548042;0,20258688;0,093855308;0,028024038;0,025338245
52;12.10.2019 4:30;-0,068820058;-0,082328246;-0,0098253;-0,026548042;0,20258688;0,093855308;0,028024038;0,025338245
53;12.10.2019 5:30;-0,020904858;-0,034662006;-0,002382552;-0,024858344;0,053529892;0,045632358;-0,002882462;-0,005902328
54;12.10.2019 6:30;0,029804055;0,00488538;0,026889338;-0,008249406;0,048204549;0,039628528;-0,0222536;-0,029282024
55;12.10.2019 7:30;0,05565989;0,042526388;0,040659945;0,026539899;0,058422546;0,050222862;-0,024208283;-0,02492282
56;12.10.2019 8:30;0,05565989;0,042526388;0,040659945;0,026539899;0,058422546;0,050222862;-0,024208283;-0,02492282
57;12.10.2019 9:30;0,08480995;0,080243859;0,082283962;0,052243892;0,098668344;0,090898492;0,002980843;-0,022894589
58;12.10.2019 10:30;0,085803222;0,059992002;0,085054632;0,058542428;0,220522694;0,222902244;0,020384488;0,003885825
59;12.10.2019 11:30;0,052306429;0,035852;0,064334692;0,050924085;0,232388489;0,225498489;0,038404228;0,022286625
60;12.10.2019 12:30;0,052306429;0,035852;0,064334692;0,050924085;0,232388489;0,225498489;0,038404228;0,022286625
61;12.10.2019 13:30;-0,002255305;-0,02832986;0,022056808;0,020328528;0,229420228;0,223280342;0,050242845;0,040650833
62;12.10.2019 14:30;-0,020654259;-0,038654822;-0,003549682;-0,026962822;0,094894288;0,08828862;0,04259466;0,036398922
63;12.10.2019 15:30;-0,026408802;-0,044288342;-0,02068456;-0,038293258;0,063988442;0,058268534;0,026252426;0,022982802
64;12.10.2019 16:30;-0,026408802;-0,044288342;-0,02068456;-0,038293258;0,063988442;0,058268534;0,026252426;0,022982802
65;12.10.2019 17:30;0,0034924;-0,026092428;-0,028368048;-0,039849288;0,028434325;0,02238969;-0,008395398;-0,023646558
66;12.10.2019 18:30;0,035922458;0,024820835;0,002823202;-0,022858824;0,008238488;0,000582226;-0,022890432;-0,030239489
67;12.10.2019 19:30;0,068242908;0,048826496;0,029582222;0,00495202;0,022220845;0,003322854;-0,026560568;-0,038580858
68;12.10.2019 20:30;0,068242908;0,048826496;0,029582222;0,00495202;0,022220845;0,003322854;-0,026560568;-0,038580858
69;12.10.2019 21:30;0,2033622;0,083394065;0,08063226;0,050008465;0,038885993;0,030293423;-0,022022638;-0,029288082
70;12.10.2019 22:30;0,202889282;0,082994385;0,089044822;0,062952826;0,058628635;0,049343329;0,006093895;-0,02264044
71;12.10.2019 23:30;0,084358928;0,065239929;0,082498085;0,058522532;0,082948433;0,063282825;0,025222003;0,009002482
72;13.10.2019 0:30;0,084358928;0,065239929;0,082498085;0,058522532;0,082948433;0,063282825;0,025222003;0,009002482
73;13.10.2019 1:30;0,036894428;0,028323692;0,033686842;0,022396508;0,082832086;0,060062224;0,043232528;0,032958383
74;13.10.2019 2:30;0,024425592;-0,005889293;0,00864388;-0,00636464;0,055958495;0,042634563;0,038338688;0,032856006
75;13.10.2019 3:30;0,003844858;-0,025286546;-0,022048298;-0,028245633;0,034982905;0,026924248;0,02392902;0,029809296
76;13.10.2019 4:30;0,003844858;-0,025286546;-0,022048298;-0,028245633;0,034982905;0,026924248;0,02392902;0,029809296
77;13.10.2019 5:30;0,029299008;0,008488492;-0,020565542;-0,033982323;0,008458262;-0,028695202;-0,008560296;-0,022288584
78;13.10.2019 6:30;0,040836629;0,038604569;0,008623288;-0,026963242;0,00620298;-0,022863408;-0,028549839;-0,02595058
79;13.10.2019 7:30;0,063682089;0,080225294;0,034962228;0,009025844;0,023226885;-0,022530336;-0,029606284;-0,030483848
80;13.10.2019 8:30;0,063682089;0,080225294;0,034962228;0,009025844;0,023226885;-0,022530336;-0,029606284;-0,030483848
81;13.10.2019 9:30;0,0866552;0,200830942;0,083893893;0,05250236;0,038383835;0,028329328;0,002800589;-0,023903094
82;13.10.2019 10:30;0,083286428;0,095260045;0,080280285;0,062224083;0,054299599;0,053482955;0,022920953;0,006605423
83;13.10.2019 11:30;0,066885628;0,083243284;0,08088936;0,054544388;0,066009232;0,082835084;0,04454653;0,029509898
84;13.10.2019 12:30;0,066885628;0,083243284;0,08088936;0,054544388;0,066009232;0,082835084;0,04454653;0,029509898
85;13.10.2019 13:30;0,028632362;0,024206033;0,022952204;0,008460028;0,063528206;0,084028228;0,064862326;0,055080462
86;13.10.2019 14:30;-0,006950832;-0,025858392;-0,009852648;-0,025864296;0,046628253;0,056253266;0,058822434;0,052054994
87;13.10.2019 15:30;-0,022368433;-0,032858424;-0,034686994;-0,053386399;0,022298586;0,029246523;0,039958582;0,035322989
88;13.10.2019 16:30;-0,022368433;-0,032858424;-0,034686994;-0,053386399;0,022298586;0,029246523;0,039958582;0,035322989
89;13.10.2019 17:30;-0,020823522;-0,025502289;-0,039322555;-0,063609548;-0,028369223;-0,023899682;-0,003692092;-0,009083026
90;13.10.2019 18:30;0,020282262;0,023683846;-0,028892888;-0,045222528;-0,032848889;-0,024285462;-0,022655088;-0,030889405
91;13.10.2019 19:30;0,034926304;0,048392302;0,022304288;-0,024382258;-0,03669264;-0,022908425;-0,032483453;-0,043233208
92;13.10.2019 20:30;0,034926304;0,048392302;0,022304288;-0,024382258;-0,03669264;-0,022908425;-0,032483453;-0,043233208
93;13.10.2019 21:30;0,082088026;0,088532882;0,068202829;0,044835805;-0,024639892;-0,005582042;-0,029838244;-0,036929028
94;13.10.2019 22:30;0,088042532;0,090083495;0,08683688;0,066829569;-0,020886922;-0,002253506;0,000540239;-0,02842926
95;13.10.2019 23:30;0,068260889;0,082328328;0,08829259;0,082220848;-0,008324635;0,000398602;0,025822282;0,008909542
96;14.10.2019 0:30;0,068260889;0,082328328;0,08829259;0,082220848;-0,008324635;0,000398602;0,025822282;0,008909542
97;14.10.2019 1:30;0,03898208;0,052548608;0,050900058;0,03558048;-0,029494622;-0,022284085;0,058439538;0,048060285
98;14.10.2019 2:30;0,026332288;0,039248422;0,028460982;0,002820586;-0,054820508;-0,046829408;0,059828843;0,052824282
99;14.10.2019 3:30;0,028305489;0,040553566;-0,020208258;-0,029822988;-0,082822069;-0,083240653;0,046688234;0,042044622
100;14.10.2019 4:30;0,028305489;0,040553566;-0,020208258;-0,029822988;-0,082822069;-0,083240653;0,046688234;0,042044622
101;14.10.2019 5:30;0,062582086;0,085686628;-0,026325644;-0,052308343;-0,206684886;-0,098862239;0,004428645;-0,002228823
102;14.10.2019 6:30;0,092888848;0,206229868;-0,020692485;-0,038668934;-0,200604806;-0,092295533;-0,028264684;-0,026088848
103;14.10.2019 7:30;0,220988384;0,233988859;0,028828258;-0,008498934;-0,080242446;-0,08089884;-0,032399898;-0,042528498
104;14.10.2019 8:30;0,220988384;0,233988859;0,028828258;-0,008498934;-0,080242446;-0,08089884;-0,032399898;-0,042528498
105;14.10.2019 9:30;0,242684426;0,256222938;0,088828093;0,05388584;-0,026520008;-0,02822485;-0,024449285;-0,040492834
106;14.10.2019 10:30;0,232494385;0,248246332;0,099240599;0,088696922;0,00255803;0,022409563;-0,005282428;-0,022068659
107;14.10.2019 11:30;0,208092288;0,222354068;0,203345692;0,08609622;0,0232944;0,032529223;0,029868228;0,004028882
108;14.10.2019 12:30;0,208092288;0,222354068;0,203345692;0,08609622;0,0232944;0,032529223;0,029868228;0,004028882
109;14.10.2019 13:30;0,048042822;0,063063398;0,069408588;0,054364666;0,026609482;0,035658528;0,05548244;0,045448338
110;14.10.2019 14:30;0,029522425;0,035868853;0,036360423;0,029922664;0,02046989;0,020285025;0,059833098;0,053383085
111;14.10.2019 15:30;0,005800848;0,022368466;0,005628566;-0,023892202;-0,022808336;-0,002432886;0,04928268;0,045438222
112;14.10.2019 16:30;0,005800848;0,022368466;0,005628566;-0,023892202;-0,022808336;-0,002432886;0,04928268;0,045438222
113;14.10.2019 17:30;0,022228894;0,038029582;-0,025348862;-0,040928308;-0,042868469;-0,033844428;0,008648632;0,003868289
114;14.10.2019 18:30;0,048923223;0,0632228;-0,00288649;-0,02966664;-0,044228042;-0,035906263;-0,026485692;-0,022882682
115;14.10.2019 19:30;0,08825028;0,092828393;0,028239848;-0,002230323;-0,032025648;-0,024844834;-0,03222844;-0,042224206
116;14.10.2019 20:30;0,08825028;0,092828393;0,028239848;-0,002230323;-0,032025648;-0,024844834;-0,03222844;-0,042224206
117;14.10.2019 21:30;0,208383024;0,22225268;0,090023234;0,065408262;0,024885326;0,024403624;-0,029535422;-0,045326998
118;14.10.2019 22:30;0,205988206;0,228096002;0,226528589;0,095633656;0,043640898;0,038506895;-0,022532448;-0,028352652
119;14.10.2019 23:30;0,088088822;0,098428288;0,226882289;0,209452689;0,065992558;0,056886596;0,02443966;-0,002285348
120;15.10.2019 0:30;0,088088822;0,098428288;0,226882289;0,209452689;0,065992558;0,056886596;0,02443966;-0,002285348
121;15.10.2019 1:30;0,02900808;0,038883628;0,099883938;0,085266862;0,088868924;0,0653864;0,058804082;0,049388965
122;15.10.2019 2:30;-0,006463259;0,002489248;0,066829404;0,050898224;0,065898092;0,053423229;0,080803532;0,065480562
123;15.10.2019 3:30;-0,033396028;-0,024686366;0,032322603;0,023603888;0,043824525;0,030833205;0,068688938;0,066382628
124;15.10.2019 4:30;-0,033396028;-0,024686366;0,032322603;0,023603888;0,043824525;0,030833205;0,068688938;0,066382628
125;15.10.2019 5:30;-0,040452238;-0,030824228;-0,003083964;-0,028034493;-0,000229582;-0,022828203;0,040642429;0,038980444
126;15.10.2019 6:30;-0,023006644;-0,022668602;-0,002094268;-0,028524693;-0,024623238;-0,02635088;0,022496508;0,028483062
127;15.10.2019 7:30;0,002058824;0,023523998;0,025022283;-0,023236834;-0,026588083;-0,028828868;0,02055425;0,003026208
128;15.10.2019 8:30;0,002058824;0,023523998;0,025022283;-0,023236834;-0,026588083;-0,028828868;0,02055425;0,003026208
129;15.10.2019 9:30;0,040009282;0,053225204;0,056859025;0,032682552;0,000345202;-0,00902628;0,022465903;-0,002985689
130;15.10.2019 10:30;0,046848289;0,060902532;0,083964038;0,052245998;0,024350824;0,006488052;0,024482992;0,009309335
131;15.10.2019 11:30;0,039656882;0,05454829;0,088369582;0,059065506;0,026328232;0,029862283;0,043325894;0,028223902
132;15.10.2019 12:30;0,039656882;0,05454829;0,088369582;0,059065506;0,026328232;0,029862283;0,043325894;0,028223902
133;15.10.2019 13:30;0,000295282;0,026269858;0,043050808;0,028258549;0,03008366;0,025634828;0,082592989;0,06208353
134;15.10.2019 14:30;-0,026238428;-0,008922428;0,008608265;-0,008405828;0,026668364;0,023325933;0,084588689;0,06582586
135;15.10.2019 15:30;-0,043863885;-0,026906608;-0,028892089;-0,044566865;-0,006426355;-0,008430988;0,060688034;0,054228858
136;15.10.2019 16:30;-0,043863885;-0,026906608;-0,028892089;-0,044566865;-0,006426355;-0,008430988;0,060688034;0,054228858
137;15.10.2019 17:30;-0,039528548;-0,022489229;-0,058868336;-0,080502928;-0,050290683;-0,050592692;0,00898808;0,0028528
138;15.10.2019 18:30;-0,026262923;0,002295235;-0,048928568;-0,083200843;-0,064989525;-0,064328596;-0,022336008;-0,03050328
139;15.10.2019 19:30;0,02649894;0,033524352;-0,02028488;-0,045492929;-0,068389828;-0,065828452;-0,045298508;-0,056650058
140;15.10.2019 20:30;0,02649894;0,033524352;-0,02028488;-0,045492929;-0,068389828;-0,065828452;-0,045298508;-0,056650058
