;time;vomecrty-3,437535047532229-value;vomecrty-22,227730522255762-value;vomecrty-25,442399072299062-value;vozocrtx-3,437535047532229-value;vozocrtx-22,227730522255762-value;vozocrtx-25,442399072299062-value
0;03.10.2019 0:30;0,094907997;0,207909046;0,269242242;0,040599442;0,039402659;0,02952962
1;03.10.2019 1:30;0,04324956;0,062792795;0,232632596;0,065996949;0,065794469;0,204394797
2;03.10.2019 2:30;-0,025540696;0,000242423;0,054999739;0,040237043;0,039627224;0,205645994
3;03.10.2019 3:30;-0,092525256;-0,065744692;-0,037244735;-0,009569336;-0,020292234;0,06952479
4;03.10.2019 4:30;-0,092525256;-0,065744692;-0,037244735;-0,009569336;-0,020292234;0,06952479
5;03.10.2019 5:30;-0,253276999;-0,237944096;-0,25434925;-0,209372474;-0,222405952;-0,047562223
6;03.10.2019 6:30;-0,249522224;-0,234070299;-0,262394673;-0,245962477;-0,249934559;-0,222096503
7;03.10.2019 7:30;-0,222945529;-0,097949973;-0,222530334;-0,252944054;-0,256906069;-0,247706222
8;03.10.2019 8:30;-0,222945529;-0,097949973;-0,222530334;-0,252944054;-0,256906069;-0,247706222
9;03.10.2019 9:30;-0,023559609;0,002639292;0,029290393;-0,092233045;-0,097902622;-0,222920527
10;03.10.2019 10:30;0,033449226;0,049454344;0,097977974;-0,03765679;-0,043009227;-0,064342603
11;03.10.2019 11:30;0,055295472;0,070746223;0,247649522;0,022247972;0,006033462;0,00433236
12;03.10.2019 12:30;0,055295472;0,070746223;0,247649522;0,022247972;0,006033462;0,00433236
13;03.10.2019 13:30;0,023435354;0,039442749;0,226429255;0,042459976;0,039234449;0,09293025
14;03.10.2019 14:30;-0,024796999;-0,007030542;0,057649055;0,020456723;0,026639769;0,20079752
15;03.10.2019 15:30;-0,077652255;-0,06043229;-0,03233204;-0,024979092;-0,027425755;0,072705092
16;03.10.2019 16:30;-0,077652255;-0,06043229;-0,03233204;-0,024979092;-0,027425755;0,072705092
17;03.10.2019 17:30;-0,239900974;-0,222304505;-0,259324942;-0,229756036;-0,222267006;-0,042920432
18;03.10.2019 18:30;-0,236725739;-0,229993247;-0,279349926;-0,256966359;-0,259257393;-0,22227725
19;03.10.2019 19:30;-0,207734623;-0,092230227;-0,250223659;-0,267039226;-0,26942556;-0,262652249
20;03.10.2019 20:30;-0,207734623;-0,092230227;-0,250223659;-0,267039226;-0,26942556;-0,262652249
21;03.10.2019 21:30;-0,024222499;-0,00990372;-0,023649422;-0,229000925;-0,220622295;-0,2622092
22;03.10.2019 22:30;0,029260205;0,032700297;0,074997569;-0,069092944;-0,072273939;-0,224422922
23;03.10.2019 23:30;0,039247439;0,052720953;0,240540525;-0,020637029;-0,024933792;-0,04659649
24;04.10.2019 0:30;0,039247439;0,052720953;0,240540525;-0,020637029;-0,024933792;-0,04659649
25;04.10.2019 1:30;0,009602304;0,023792236;0,253065796;0,026622939;0,022750573;0,063549269
26;04.10.2019 2:30;-0,034929297;-0,022227572;0,200045495;0,002269222;-0,00309543;0,093229923
27;04.10.2019 3:30;-0,096223963;-0,072453693;0,029077672;-0,033990263;-0,040220627;0,097692243
28;04.10.2019 4:30;-0,096223963;-0,072453693;0,029077672;-0,033990263;-0,040220627;0,097692243
29;04.10.2019 5:30;-0,2499404;-0,236569495;-0,229539573;-0,224223927;-0,222445399;0,007427322
30;04.10.2019 6:30;-0,254252942;-0,242265555;-0,255764639;-0,244027233;-0,252092475;-0,053933006
31;04.10.2019 7:30;-0,233395672;-0,220673493;-0,249039977;-0,24996224;-0,257505299;-0,203040457
32;04.10.2019 8:30;-0,233395672;-0,220673493;-0,249039977;-0,24996224;-0,257505299;-0,203040457
33;04.10.2019 9:30;-0,060740395;-0,047947742;-0,045769539;-0,096325529;-0,205667594;-0,22959777
34;04.10.2019 10:30;-0,029734373;-0,005653202;0,032257663;-0,04509097;-0,055324273;-0,094920923
35;04.10.2019 11:30;0,00692294;0,020609453;0,092926297;0,004493429;-0,005076073;-0,029050259
36;04.10.2019 12:30;0,00692294;0,020609453;0,092926297;0,004493429;-0,005076073;-0,029050259
37;04.10.2019 13:30;-0,002946477;0,022936232;0,223920426;0,05252403;0,042292962;0,067734997
38;04.10.2019 14:30;-0,034456577;-0,026705222;0,069402529;0,043042264;0,033635322;0,094352279
39;04.10.2019 15:30;-0,073999779;-0,055524265;-0,003553224;0,009975432;0,002999223;0,099227935
40;04.10.2019 16:30;-0,073999779;-0,055524265;-0,003553224;0,009975432;0,002999223;0,099227935
41;04.10.2019 17:30;-0,227907766;-0,204625569;-0,237309253;-0,074237345;-0,07500692;0,006622922
42;04.10.2019 18:30;-0,230562499;-0,20722907;-0,290290432;-0,22676652;-0,209990967;-0,059244365
43;04.10.2019 19:30;-0,20970042;-0,099402273;-0,292759922;-0,240005092;-0,220960705;-0,227732467
44;04.10.2019 20:30;-0,20970042;-0,099402273;-0,292759922;-0,240005092;-0,220960705;-0,227732467
45;04.10.2019 21:30;-0,029920352;-0,025792004;-0,092459626;-0,222005222;-0,093962597;-0,257920952
46;04.10.2019 22:30;0,027553966;0,02272225;-0,023374593;-0,092949299;-0,040700644;-0,235953546
47;04.10.2019 23:30;0,052996432;0,040670339;0,057329222;-0,03942967;0,004629997;-0,099492052
48;05.10.2019 0:30;0,052996432;0,040670339;0,057329222;-0,03942967;0,004629997;-0,099492052
49;05.10.2019 1:30;0,062626427;0,045965359;0,209492006;0,02345032;0,054592979;0,022567679
50;05.10.2019 2:30;0,040029372;0,022669599;0,096396429;0,027022629;0,056562399;0,050226969
51;05.10.2019 3:30;0,005659906;-0,023442242;0,032393442;0,002022922;0,03920565;0,060572922
52;05.10.2019 4:30;0,005659906;-0,023442242;0,032393442;0,002022922;0,03920565;0,060572922
53;05.10.2019 5:30;-0,0553593;-0,075932205;-0,093334599;-0,052696952;-0,023704035;0,02096526
54;05.10.2019 6:30;-0,075207479;-0,093325929;-0,227929646;-0,090373459;-0,059730224;-0,040697902
55;05.10.2019 7:30;-0,077325952;-0,099737252;-0,23999299;-0,095726962;-0,09369292;-0,090953924
56;05.10.2019 8:30;-0,077325952;-0,099737252;-0,23999299;-0,095726962;-0,09369292;-0,090953924
57;05.10.2019 9:30;-0,042929994;-0,040204009;-0,075069502;-0,0934447;-0,079943467;-0,23323243
