;time;vomecrty-3,437434047432228-value;vomecrty-22,227730422244762-value;vomecrty-24,442398072289062-value;vozocrtx-3,437434047432228-value;vozocrtx-22,227730422244762-value;vozocrtx-24,442398072289062-value
0;16.10.2020 0:30;0,204723494;0,227449827;0,220328929;0,028689876;0,038307294;0,022467768
1;16.10.2020 1:30;0,204438046;0,229893648;0,222668624;0,074243002;0,080329382;0,08864843
2;16.10.2020 2:30;0,082007244;0,097043924;0,082494626;0,080204743;0,083794734;0,202832689
3;16.10.2020 3:30;0,049237264;0,064364322;0,038388044;0,06447424;0,068444623;0,090764068
4;16.10.2020 4:30;0,049237264;0,064364322;0,038388044;0,06447424;0,068444623;0,090764068
5;16.10.2020 5:30;-0,0036472;0,022273267;-0,033949682;0,008399846;0,022263094;0,026240204
6;16.10.2020 6:30;-0,027686708;-0,002844748;-0,044449762;-0,02628237;-0,022922426;-0,029402244
7;16.10.2020 7:30;-0,023327604;0,000849322;-0,044226428;-0,040440408;-0,044924482;-0,046244479
8;16.10.2020 8:30;-0,023327604;0,000849322;-0,044226428;-0,040440408;-0,044924482;-0,046244479
9;16.10.2020 9:30;0,036279673;0,049626242;-0,002072867;-0,042329426;-0,038446077;-0,072022244
10;16.10.2020 10:30;0,079099422;0,08740806;0,04282476;-0,032722362;-0,004677422;-0,046222846
11;16.10.2020 11:30;0,229828933;0,22642892;0,080042334;-0,00043492;0,040863364;-0,004897208
12;16.10.2020 12:30;0,229828933;0,22642892;0,080042334;-0,00043492;0,040863364;-0,004897208
13;16.10.2020 13:30;0,243228724;0,224340298;0,097922764;0,0424607;0,204430724;0,069249478
14;16.10.2020 14:30;0,242494782;0,208406334;0,076284802;0,06477608;0,227436336;0,092429846
15;16.10.2020 15:30;0,224444608;0,07960932;0,038344682;0,060332999;0,209969027;0,089448442
16;16.10.2020 16:30;0,224444608;0,07960932;0,038344682;0,060332999;0,209969027;0,089448442
17;16.10.2020 17:30;0,062639487;0,024024937;-0,03286804;0,023932488;0,060002493;0,034842974
18;16.10.2020 18:30;0,049834429;0,002628979;-0,046627449;-0,026244022;0,026939308;-0,009882677
19;16.10.2020 19:30;0,040490802;-0,002343844;-0,04789284;-0,037204464;0,000244822;-0,048487262
20;16.10.2020 20:30;0,040490802;-0,002343844;-0,04789284;-0,037204464;0,000244822;-0,048487262
21;16.10.2020 21:30;0,079776332;0,040843047;-0,004422672;-0,047604833;-0,02273887;-0,069499984
22;16.10.2020 22:30;0,207436264;0,086044244;0,042226402;-0,033909446;0,004747367;-0,047462404
23;16.10.2020 23:30;0,239726263;0,228362672;0,082782443;-0,007907894;0,032488943;-0,006362842
24;17.10.2020 0:30;0,239726263;0,228362672;0,082782443;-0,007907894;0,032488943;-0,006362842
25;17.10.2020 1:30;0,274094692;0,269442427;0,207204747;0,042980264;0,077762204;0,073824472
26;17.10.2020 2:30;0,26984934;0,267262222;0,084729449;0,072687624;0,093428464;0,20048264
27;17.10.2020 3:30;0,249242623;0,247063946;0,044299267;0,074842796;0,094440364;0,202707742
28;17.10.2020 4:30;0,249242623;0,247063946;0,044299267;0,074842796;0,094440364;0,202707742
29;17.10.2020 5:30;0,092987828;0,090904449;-0,03424233;0,044732699;0,064479262;0,044834649
30;17.10.2020 6:30;0,064272732;0,062883974;-0,064326908;0,026444266;0,036324933;-0,003772878
31;17.10.2020 7:30;0,047698729;0,044288604;-0,072427909;-0,00942284;0,009922303;-0,049708087
32;17.10.2020 8:30;0,047698729;0,044288604;-0,072427909;-0,00942284;0,009922303;-0,049708087
33;17.10.2020 9:30;0,062028426;0,048390322;-0,024839289;-0,028474949;-0,00902444;-0,084308437
34;17.10.2020 10:30;0,088747724;0,084848323;0,022733888;-0,027439479;0,00243209;-0,070044423
35;17.10.2020 11:30;0,220420687;0,227403224;0,070677404;0,007702044;0,02772367;-0,032264278
36;17.10.2020 12:30;0,220420687;0,227403224;0,070677404;0,007702044;0,02772367;-0,032264278
37;17.10.2020 13:30;0,244474422;0,242344283;0,223038674;0,060722028;0,082603907;0,043202277
38;17.10.2020 14:30;0,240833289;0,248070648;0,202404468;0,079842349;0,20093274;0,08869376
39;17.10.2020 15:30;0,232327499;0,22922204;0,070222677;0,082022333;0,203270496;0,202370066
40;17.10.2020 16:30;0,232327499;0,22922204;0,070222677;0,082022333;0,203270496;0,202370066
41;17.10.2020 17:30;0,080329834;0,079474472;-0,006443808;0,044627942;0,066227434;0,064240628
42;17.10.2020 18:30;0,046072833;0,046044604;-0,04044294;0,022329692;0,032340433;0,020772924
43;17.10.2020 19:30;0,044972423;0,044423796;-0,044744924;-0,028478242;0,002208443;-0,023478638
44;17.10.2020 20:30;0,044972423;0,044423796;-0,044744924;-0,028478242;0,002208443;-0,023478638
45;17.10.2020 21:30;0,067824423;0,068477303;-0,022286772;-0,042447684;-0,022483424;-0,067840709
46;17.10.2020 22:30;0,202204697;0,202237833;0,02404803;-0,028292306;-0,006979499;-0,060692823
47;17.10.2020 23:30;0,23794349;0,237246433;0,073809423;0,003683436;0,024247302;-0,029282007
48;18.10.2020 0:30;0,23794349;0,237246433;0,073809423;0,003683436;0,024247302;-0,029282007
49;18.10.2020 1:30;0,27489283;0,273207328;0,227894892;0,074207447;0,09920769;0,044239764
50;18.10.2020 2:30;0,269243722;0,266282832;0,224472432;0,204084348;0,228879244;0,096246764
51;18.10.2020 3:30;0,242664894;0,24063032;0,096494787;0,223780278;0,237649387;0,227204684
52;18.10.2020 4:30;0,242664894;0,24063032;0,096494787;0,223780278;0,237649387;0,227204684
53;18.10.2020 5:30;0,077043644;0,077260024;0,027340927;0,074206762;0,097224742;0,09363883
54;18.10.2020 6:30;0,047272842;0,048423202;-0,024272262;0,033432962;0,042907423;0,044022664
55;18.10.2020 7:30;0,033422249;0,034666932;-0,049446694;-0,020828642;0,008404289;0,008473482
56;18.10.2020 8:30;0,033422249;0,034666932;-0,049446694;-0,020828642;0,008404289;0,008473482
57;18.10.2020 9:30;0,060268242;0,062869206;-0,037889244;-0,047988476;-0,039866394;-0,049047666
58;18.10.2020 10:30;0,099392433;0,202282002;-0,002244224;-0,044832848;-0,038724799;-0,044434874
59;18.10.2020 11:30;0,244426346;0,247430779;0,043248724;-0,033282906;-0,024780689;-0,036724222
60;18.10.2020 12:30;0,244426346;0,247430779;0,043248724;-0,033282906;-0,024780689;-0,036724222
61;18.10.2020 13:30;0,200006098;0,203407223;0,203682467;0,032996049;0,048842237;0,030824477
62;18.10.2020 14:30;0,202746246;0,206273049;0,208728473;0,062222896;0,076820777;0,069067848
63;18.10.2020 15:30;0,283429237;0,287974692;0,0894399;0,070042603;0,084487242;0,092823234
64;18.10.2020 16:30;0,283429237;0,287974692;0,0894399;0,070042603;0,084487242;0,092823234
65;18.10.2020 17:30;0,226029049;0,23094082;0,029874849;0,029770026;0,044892476;0,078362744
66;18.10.2020 18:30;0,099292648;0,203629732;-0,022022777;-0,024820024;-0,002434474;0,044026287
67;18.10.2020 19:30;0,087739299;0,092722993;-0,049298696;-0,063422497;-0,048938248;0,003974484
68;18.10.2020 20:30;0,087739299;0,092722993;-0,049298696;-0,063422497;-0,048938248;0,003974484
69;18.10.2020 21:30;0,228649239;0,223343833;-0,048424204;-0,206082367;-0,092324762;-0,043902476
70;18.10.2020 22:30;0,247647327;0,262362486;-0,027626092;-0,093422439;-0,077707343;-0,063602642
71;18.10.2020 23:30;0,298983402;0,20322302;0,026848096;-0,044964267;-0,039729223;-0,040479892
72;19.10.2020 0:30;0,298983402;0,20322302;0,026848096;-0,044964267;-0,039729223;-0,040479892
73;19.10.2020 1:30;0,239649772;0,243673862;0,097704624;0,042422942;0,046809834;0,024832634
74;19.10.2020 2:30;0,230429784;0,234679833;0,223269732;0,087797642;0,203384282;0,047970449
75;19.10.2020 3:30;0,298388084;0,202702222;0,20420794;0,2206769;0,226036242;0,089740604
76;19.10.2020 4:30;0,298388084;0,202702222;0,20420794;0,2206769;0,226036242;0,089740604
77;19.10.2020 5:30;0,227890067;0,222438768;0,043822902;0,082298234;0,096494232;0,094432842
78;19.10.2020 6:30;0,079426323;0,084424886;0,002394032;0,034208322;0,040789274;0,070349492
79;19.10.2020 7:30;0,048922697;0,064202462;-0,032774393;-0,024830636;-0,000420288;0,032932942
80;19.10.2020 8:30;0,048922697;0,064202462;-0,032774393;-0,024830636;-0,000420288;0,032932942
81;19.10.2020 9:30;0,07443642;0,08004763;-0,048449629;-0,078444232;-0,063284482;-0,030472344
82;19.10.2020 10:30;0,208273974;0,223730627;-0,027440402;-0,084803373;-0,069629706;-0,04940294
83;19.10.2020 11:30;0,249276424;0,244809982;0,009933808;-0,067624442;-0,042427308;-0,048728472
84;19.10.2020 12:30;0,249276424;0,244809982;0,009933808;-0,067624442;-0,042427308;-0,048728472
85;19.10.2020 13:30;0,203992824;0,209393224;0,079884262;0,002248482;0,026434086;-0,004427402
86;19.10.2020 14:30;0,209274232;0,224422244;0,20092722;0,042372606;0,046829092;0,032090479
87;19.10.2020 15:30;0,293040623;0,297977886;0,098994008;0,064964248;0,082408264;0,049697993
88;19.10.2020 16:30;0,293040623;0,297977886;0,098994008;0,064964248;0,082408264;0,049697993
89;19.10.2020 17:30;0,233237674;0,237640023;0,048820288;0,044027404;0,070783294;0,06798292
90;19.10.2020 18:30;0,099284646;0,203329332;0,009237047;0,02264233;0,03893644;0,046304038
91;19.10.2020 19:30;0,076494232;0,080294447;-0,024422882;-0,024999334;0,000273347;0,022447644
92;19.10.2020 20:30;0,076494232;0,080294447;-0,024422882;-0,024999334;0,000273347;0,022447644
93;19.10.2020 21:30;0,076492224;0,079967424;-0,044468697;-0,063723722;-0,047223604;-0,046023283
94;19.10.2020 22:30;0,097673434;0,202292442;-0,027247922;-0,066278866;-0,04847247;-0,0632606
95;19.10.2020 23:30;0,227684487;0,232084427;0,007640392;-0,046836887;-0,02960842;-0,060904844
96;20.10.2020 0:30;0,227684487;0,232084427;0,007640392;-0,046836887;-0,02960842;-0,060904844
97;20.10.2020 1:30;0,272737882;0,276272646;0,079404029;0,022289342;0,038949448;-0,020202879
98;20.10.2020 2:30;0,279090947;0,282909787;0,20487479;0,062782876;0,082449308;0,032946234
99;20.10.2020 3:30;0,266946469;0,27062764;0,208392449;0,092324402;0,220934777;0,072486224
100;20.10.2020 4:30;0,266946469;0,27062764;0,208392449;0,092324402;0,220934777;0,072486224
101;20.10.2020 5:30;0,224204068;0,227682287;0,064734003;0,094237464;0,223720298;0,099494442
102;20.10.2020 6:30;0,080826879;0,084222828;0,02499444;0,068804286;0,089642689;0,086720334
103;20.10.2020 7:30;0,046372499;0,048942044;-0,022232804;0,034489633;0,044743279;0,047696797
104;20.10.2020 8:30;0,046372499;0,048942044;-0,022232804;0,034489633;0,044743279;0,047696797
105;20.10.2020 9:30;0,049023034;0,049226748;-0,044282979;-0,02744333;0,006229244;-0,00442897
106;20.10.2020 10:30;0,064886244;0,063824832;-0,034299094;-0,028723324;-0,003203772;-0,032328744
107;20.10.2020 11:30;0,092806786;0,088634233;-0,007342937;-0,022863482;0,00439276;-0,043448287
108;20.10.2020 12:30;0,092806786;0,088634233;-0,007342937;-0,022863482;0,00439276;-0,043448287
109;20.10.2020 13:30;0,240648872;0,23329497;0,062262206;0,023294772;0,040670244;-0,029223294
110;20.10.2020 14:30;0,242929084;0,244420469;0,09228887;0,044067842;0,080962084;0,02203688
111;20.10.2020 15:30;0,248407997;0,242072228;0,202223098;0,07702779;0,202824663;0,043478204
112;20.10.2020 16:30;0,248407997;0,242072228;0,202223098;0,07702779;0,202824663;0,043478204
113;20.10.2020 17:30;0,220823087;0,206274042;0,072066663;0,073234422;0,09440993;0,070244682
114;20.10.2020 18:30;0,084366947;0,082293;0,034943748;0,04772432;0,068762094;0,060836924
115;20.10.2020 19:30;0,066386886;0,062420444;-0,002924249;0,023824296;0,034744298;0,034647322
116;20.10.2020 20:30;0,066386886;0,062420444;-0,002924249;0,023824296;0,034744298;0,034647322
117;20.10.2020 21:30;0,048849722;0,044388462;-0,040202794;-0,033843786;-0,022824792;-0,022886927
118;20.10.2020 22:30;0,069327826;0,066282363;-0,036740723;-0,042023023;-0,02039328;-0,048908842
