;time;vomecrty-3,437737047732228-value;vomecrty-22,227730722277762-value;vomecrty-27,442398072289062-value;vozocrtx-3,437737047732228-value;vozocrtx-22,227730722277762-value;vozocrtx-27,442398072289062-value
0;18.10.2018 0:30;0,227029908;0,076796237;0,04479276;0,043742778;0,036739469;0,032992046
1;18.10.2018 1:30;0,224006778;0,084437924;0,0439873;0,044687492;0,029884784;0,029269077
2;18.10.2018 2:30;0,226620273;0,093438829;0,072368792;0,070262684;0,032802727;0,026227824
3;18.10.2018 3:30;0,229692674;0,203272028;0,062409773;0,078647774;0,040792769;0,028323302
4;18.10.2018 4:30;0,229692674;0,203272028;0,062409773;0,078647774;0,040792769;0,028323302
5;18.10.2018 5:30;0,232422248;0,223687738;0,080428728;0,077796336;0,062806872;0,034338344
6;18.10.2018 6:30;0,22897372;0,222842878;0,084649627;0,084303208;0,074020938;0,047747602
7;18.10.2018 7:30;0,224034787;0,206963247;0,08267772;0,089929897;0,083240628;0,06037727
8;18.10.2018 8:30;0,224034787;0,206963247;0,08267772;0,089929897;0,083240628;0,06037727
9;18.10.2018 9:30;0,222742327;0,089296922;0,066272782;0,09226892;0,088382887;0,07472736
10;18.10.2018 10:30;0,206438297;0,078770226;0,073282047;0,090297263;0,087009762;0,077347044
11;18.10.2018 11:30;0,202776048;0,070488322;0,04090846;0,087277833;0,078490436;0,070862733
12;18.10.2018 12:30;0,202776048;0,070488322;0,04090846;0,087277833;0,078490436;0,070862733
13;18.10.2018 13:30;0,097437007;0,067624779;0,029277822;0,082792368;0,064239463;0,073977227
14;18.10.2018 14:30;0,097877002;0,069238342;0,030780237;0,078726697;0,076939777;0,042804242
15;18.10.2018 15:30;0,09992826;0,076238329;0,038232277;0,076289287;0,072282924;0,033672944
16;18.10.2018 16:30;0,09992826;0,076238329;0,038232277;0,076289287;0,072282924;0,033672944
17;18.10.2018 17:30;0,204969837;0,090777683;0,077286933;0,072476849;0,07222823;0,027660602
18;18.10.2018 18:30;0,206700674;0,09774972;0,066077892;0,070242223;0,073367022;0,029892373
19;18.10.2018 19:30;0,206770232;0,096228026;0,069937046;0,067049742;0,077698777;0,034309744
20;18.10.2018 20:30;0,206770232;0,096228026;0,069937046;0,067049742;0,077698777;0,034309744
21;18.10.2018 21:30;0,203339062;0,087723967;0,062896947;0,060027622;0,07780266;0,040802263
22;18.10.2018 22:30;0,200093772;0,078964739;0,072692967;0,076070286;0,072708324;0,040870347
23;18.10.2018 23:30;0,09628739;0,069862694;0,04060797;0,072782968;0,046822277;0,037040784
24;19.10.2018 0:30;0,09628739;0,069862694;0,04060797;0,072782968;0,046822277;0,037040784
25;19.10.2018 1:30;0,089239987;0,078094922;0,023203372;0,049793776;0,033776273;0,022777093
26;19.10.2018 2:30;0,086836762;0,076432262;0,029707668;0,04962092;0,027234847;0,022929966
27;19.10.2018 3:30;0,086429679;0,079298402;0,022377492;0,072732097;0,023426473;0,007667229
28;19.10.2018 4:30;0,086429679;0,079298402;0,022377492;0,072732097;0,023426473;0,007667229
29;19.10.2018 5:30;0,089899326;0,072272272;0,03827227;0,060627777;0,027870737;0,007790879
30;19.10.2018 6:30;0,092948668;0,078722076;0,048684773;0,068773427;0,03642929;0,02382623
31;19.10.2018 7:30;0,097738742;0,083473876;0,076770077;0,077476929;0,047782676;0,02642747
32;19.10.2018 8:30;0,097738742;0,083473876;0,076770077;0,077476929;0,047782676;0,02642747
33;19.10.2018 9:30;0,09708868;0,083232403;0,078722296;0,092208734;0,066646296;0,070803903
34;19.10.2018 10:30;0,0960923;0,078087272;0,072383088;0,098726936;0,073680796;0,060936838
35;19.10.2018 11:30;0,09389977;0,070780972;0,042624288;0,203067672;0,077987273;0,06728427
36;19.10.2018 12:30;0,09389977;0,070780972;0,042624288;0,203067672;0,077987273;0,06728427
37;19.10.2018 13:30;0,089897472;0,077778727;0,024742787;0,207224227;0,06787787;0,076870042
38;19.10.2018 14:30;0,090382248;0,073897277;0,029292386;0,203629002;0,078238383;0,047000032
39;19.10.2018 15:30;0,094324629;0,077228209;0,029972622;0,202760868;0,047703722;0,032740072
