;time;iceconc-0-value
0;10.10.2018 0:30;0.0
1;10.10.2018 1:30;0.0
2;10.10.2018 2:30;0.0
3;10.10.2018 3:30;0.0
4;10.10.2018 4:30;0.0
5;10.10.2018 5:30;0.0
6;10.10.2018 6:30;0.0
7;10.10.2018 7:30;0.0
8;10.10.2018 8:30;0.0
9;10.10.2018 9:30;0.0
10;10.10.2018 10:30;0.0
11;10.10.2018 11:30;0.0
12;10.10.2018 12:30;0.0
13;10.10.2018 13:30;0.0
14;10.10.2018 14:30;0.0
15;10.10.2018 15:30;0.0
16;10.10.2018 16:30;0.0
17;10.10.2018 17:30;0.0
18;10.10.2018 18:30;0.0
19;10.10.2018 19:30;0.0
20;10.10.2018 20:30;0.0
21;10.10.2018 21:30;0.0
22;10.10.2018 22:30;0.0
23;10.10.2018 23:30;0.0
24;11.10.2018 0:30;0.0
25;11.10.2018 1:30;0.0
26;11.10.2018 2:30;0.0
27;11.10.2018 3:30;0.0
28;11.10.2018 4:30;0.0
29;11.10.2018 5:30;0.0
30;11.10.2018 6:30;0.0
31;11.10.2018 7:30;0.0
32;11.10.2018 8:30;0.0
33;11.10.2018 9:30;0.0
34;11.10.2018 10:30;0.0
35;11.10.2018 11:30;0.0
36;11.10.2018 12:30;0.0
37;11.10.2018 13:30;0.0
38;11.10.2018 14:30;0.0
39;11.10.2018 15:30;0.0
40;11.10.2018 16:30;0.0
41;11.10.2018 17:30;0.0
42;11.10.2018 18:30;0.0
43;11.10.2018 19:30;0.0
44;11.10.2018 20:30;0.0
45;11.10.2018 21:30;0.0
46;11.10.2018 22:30;0.0
47;11.10.2018 23:30;0.0
48;12.10.2018 0:30;0.0
49;12.10.2018 1:30;0.0
50;12.10.2018 2:30;0.0
51;12.10.2018 3:30;0.0
52;12.10.2018 4:30;0.0
53;12.10.2018 5:30;0.0
54;12.10.2018 6:30;0.0
55;12.10.2018 7:30;0.0
56;12.10.2018 8:30;0.0
57;12.10.2018 9:30;0.0
58;12.10.2018 10:30;0.0
59;12.10.2018 11:30;0.0
60;12.10.2018 12:30;0.0
61;12.10.2018 13:30;0.0
62;12.10.2018 14:30;0.0
63;12.10.2018 15:30;0.0
64;12.10.2018 16:30;0.0
65;12.10.2018 17:30;0.0
66;12.10.2018 18:30;0.0
67;12.10.2018 19:30;0.0
68;12.10.2018 20:30;0.0
69;12.10.2018 21:30;0.0
70;12.10.2018 22:30;0.0
71;12.10.2018 23:30;0.0
72;13.10.2018 0:30;0.0
73;13.10.2018 1:30;0.0
74;13.10.2018 2:30;0.0
75;13.10.2018 3:30;0.0
76;13.10.2018 4:30;0.0
77;13.10.2018 5:30;0.0
78;13.10.2018 6:30;0.0
79;13.10.2018 7:30;0.0
80;13.10.2018 8:30;0.0
81;13.10.2018 9:30;0.0
82;13.10.2018 10:30;0.0
83;13.10.2018 11:30;0.0
84;13.10.2018 12:30;0.0
85;13.10.2018 13:30;0.0
86;13.10.2018 14:30;0.0
87;13.10.2018 15:30;0.0
88;13.10.2018 16:30;0.0
89;13.10.2018 17:30;0.0
90;13.10.2018 18:30;0.0
91;13.10.2018 19:30;0.0
92;13.10.2018 20:30;0.0
93;13.10.2018 21:30;0.0
94;13.10.2018 22:30;0.0
95;13.10.2018 23:30;0.0
96;14.10.2018 0:30;0.0
97;14.10.2018 1:30;0.0
98;14.10.2018 2:30;0.0
99;14.10.2018 3:30;0.0
100;14.10.2018 4:30;0.0
101;14.10.2018 5:30;0.0
102;14.10.2018 6:30;0.0
103;14.10.2018 7:30;0.0
104;14.10.2018 8:30;0.0
105;14.10.2018 9:30;0.0
106;14.10.2018 10:30;0.0
107;14.10.2018 11:30;0.0
108;14.10.2018 12:30;0.0
109;14.10.2018 13:30;0.0
110;14.10.2018 14:30;0.0
111;14.10.2018 15:30;0.0
112;14.10.2018 16:30;0.0
113;14.10.2018 17:30;0.0
114;14.10.2018 18:30;0.0
115;14.10.2018 19:30;0.0
116;14.10.2018 20:30;0.0
117;14.10.2018 21:30;0.0
118;14.10.2018 22:30;0.0
119;14.10.2018 23:30;0.0
120;15.10.2018 0:30;0.0
121;15.10.2018 1:30;0.0
122;15.10.2018 2:30;0.0
123;15.10.2018 3:30;0.0
124;15.10.2018 4:30;0.0
125;15.10.2018 5:30;0.0
126;15.10.2018 6:30;0.0
127;15.10.2018 7:30;0.0
128;15.10.2018 8:30;0.0
129;15.10.2018 9:30;0.0
130;15.10.2018 10:30;0.0
131;15.10.2018 11:30;0.0
132;15.10.2018 12:30;0.0
133;15.10.2018 13:30;0.0
134;15.10.2018 14:30;0.0
135;15.10.2018 15:30;0.0
136;15.10.2018 16:30;0.0
137;15.10.2018 17:30;0.0
138;15.10.2018 18:30;0.0
139;15.10.2018 19:30;0.0
140;15.10.2018 20:30;0.0
141;15.10.2018 21:30;0.0
142;15.10.2018 22:30;0.0
143;15.10.2018 23:30;0.0
144;16.10.2018 0:30;0.0
145;16.10.2018 1:30;0.0
146;16.10.2018 2:30;0.0
147;16.10.2018 3:30;0.0
148;16.10.2018 4:30;0.0
149;16.10.2018 5:30;0.0
150;16.10.2018 6:30;0.0
151;16.10.2018 7:30;0.0
152;16.10.2018 8:30;0.0
153;16.10.2018 9:30;0.0
154;16.10.2018 10:30;0.0
155;16.10.2018 11:30;0.0
156;16.10.2018 12:30;0.0
157;16.10.2018 13:30;0.0
158;16.10.2018 14:30;0.0
159;16.10.2018 15:30;0.0
160;16.10.2018 16:30;0.0
161;16.10.2018 17:30;0.0
162;16.10.2018 18:30;0.0
163;16.10.2018 19:30;0.0
164;16.10.2018 20:30;0.0
165;16.10.2018 21:30;0.0
166;16.10.2018 22:30;0.0
167;16.10.2018 23:30;0.0
168;17.10.2018 0:30;0.0
169;17.10.2018 1:30;0.0
170;17.10.2018 2:30;0.0
171;17.10.2018 3:30;0.0
172;17.10.2018 4:30;0.0
173;17.10.2018 5:30;0.0
174;17.10.2018 6:30;0.0
175;17.10.2018 7:30;0.0
176;17.10.2018 8:30;0.0
177;17.10.2018 9:30;0.0
178;17.10.2018 10:30;0.0
179;17.10.2018 11:30;0.0
180;17.10.2018 12:30;0.0
181;17.10.2018 13:30;0.0
182;17.10.2018 14:30;0.0
183;17.10.2018 15:30;0.0
184;17.10.2018 16:30;0.0
185;17.10.2018 17:30;0.0
186;17.10.2018 18:30;0.0
187;17.10.2018 19:30;0.0
188;17.10.2018 20:30;0.0
189;17.10.2018 21:30;0.0
190;17.10.2018 22:30;0.0
191;17.10.2018 23:30;0.0
192;18.10.2018 0:30;0.0
193;18.10.2018 1:30;0.0
194;18.10.2018 2:30;0.0
195;18.10.2018 3:30;0.0
196;18.10.2018 4:30;0.0
197;18.10.2018 5:30;0.0
198;18.10.2018 6:30;0.0
199;18.10.2018 7:30;0.0
200;18.10.2018 8:30;0.0
201;18.10.2018 9:30;0.0
202;18.10.2018 10:30;0.0
203;18.10.2018 11:30;0.0
