;time;iceconc-0-value
0;12.10.2018 0:30;0.0
1;12.10.2018 1:30;0.0
2;12.10.2018 2:30;0.0
3;12.10.2018 3:30;0.0
4;12.10.2018 4:30;0.0
5;12.10.2018 5:30;0.0
6;12.10.2018 6:30;0.0
7;12.10.2018 7:30;0.0
8;12.10.2018 8:30;0.0
9;12.10.2018 9:30;0.0
10;12.10.2018 10:30;0.0
11;12.10.2018 11:30;0.0
12;12.10.2018 12:30;0.0
13;12.10.2018 13:30;0.0
14;12.10.2018 14:30;0.0
15;12.10.2018 15:30;0.0
16;12.10.2018 16:30;0.0
17;12.10.2018 17:30;0.0
18;12.10.2018 18:30;0.0
19;12.10.2018 19:30;0.0
20;12.10.2018 20:30;0.0
21;12.10.2018 21:30;0.0
22;12.10.2018 22:30;0.0
23;12.10.2018 23:30;0.0
24;13.10.2018 0:30;0.0
25;13.10.2018 1:30;0.0
26;13.10.2018 2:30;0.0
27;13.10.2018 3:30;0.0
28;13.10.2018 4:30;0.0
29;13.10.2018 5:30;0.0
30;13.10.2018 6:30;0.0
31;13.10.2018 7:30;0.0
32;13.10.2018 8:30;0.0
33;13.10.2018 9:30;0.0
34;13.10.2018 10:30;0.0
35;13.10.2018 11:30;0.0
36;13.10.2018 12:30;0.0
37;13.10.2018 13:30;0.0
38;13.10.2018 14:30;0.0
39;13.10.2018 15:30;0.0
40;13.10.2018 16:30;0.0
41;13.10.2018 17:30;0.0
42;13.10.2018 18:30;0.0
43;13.10.2018 19:30;0.0
44;13.10.2018 20:30;0.0
45;13.10.2018 21:30;0.0
46;13.10.2018 22:30;0.0
47;13.10.2018 23:30;0.0
48;14.10.2018 0:30;0.0
49;14.10.2018 1:30;0.0
50;14.10.2018 2:30;0.0
51;14.10.2018 3:30;0.0
52;14.10.2018 4:30;0.0
53;14.10.2018 5:30;0.0
54;14.10.2018 6:30;0.0
55;14.10.2018 7:30;0.0
56;14.10.2018 8:30;0.0
57;14.10.2018 9:30;0.0
58;14.10.2018 10:30;0.0
59;14.10.2018 11:30;0.0
60;14.10.2018 12:30;0.0
61;14.10.2018 13:30;0.0
62;14.10.2018 14:30;0.0
63;14.10.2018 15:30;0.0
64;14.10.2018 16:30;0.0
65;14.10.2018 17:30;0.0
66;14.10.2018 18:30;0.0
67;14.10.2018 19:30;0.0
68;14.10.2018 20:30;0.0
69;14.10.2018 21:30;0.0
