;time;iceconc-0-value
0;15.10.2018 0:30;0.0
1;15.10.2018 1:30;0.0
2;15.10.2018 2:30;0.0
3;15.10.2018 3:30;0.0
4;15.10.2018 4:30;0.0
5;15.10.2018 5:30;0.0
6;15.10.2018 6:30;0.0
7;15.10.2018 7:30;0.0
8;15.10.2018 8:30;0.0
9;15.10.2018 9:30;0.0
10;15.10.2018 10:30;0.0
11;15.10.2018 11:30;0.0
12;15.10.2018 12:30;0.0
13;15.10.2018 13:30;0.0
14;15.10.2018 14:30;0.0
15;15.10.2018 15:30;0.0
16;15.10.2018 16:30;0.0
17;15.10.2018 17:30;0.0
18;15.10.2018 18:30;0.0
19;15.10.2018 19:30;0.0
20;15.10.2018 20:30;0.0
21;15.10.2018 21:30;0.0
22;15.10.2018 22:30;0.0
23;15.10.2018 23:30;0.0
24;16.10.2018 0:30;0.0
25;16.10.2018 1:30;0.0
26;16.10.2018 2:30;0.0
27;16.10.2018 3:30;0.0
28;16.10.2018 4:30;0.0
29;16.10.2018 5:30;0.0
30;16.10.2018 6:30;0.0
31;16.10.2018 7:30;0.0
32;16.10.2018 8:30;0.0
33;16.10.2018 9:30;0.0
34;16.10.2018 10:30;0.0
35;16.10.2018 11:30;0.0
36;16.10.2018 12:30;0.0
37;16.10.2018 13:30;0.0
38;16.10.2018 14:30;0.0
39;16.10.2018 15:30;0.0
40;16.10.2018 16:30;0.0
41;16.10.2018 17:30;0.0
42;16.10.2018 18:30;0.0
43;16.10.2018 19:30;0.0
44;16.10.2018 20:30;0.0
45;16.10.2018 21:30;0.0
46;16.10.2018 22:30;0.0
47;16.10.2018 23:30;0.0
48;17.10.2018 0:30;0.0
49;17.10.2018 1:30;0.0
50;17.10.2018 2:30;0.0
51;17.10.2018 3:30;0.0
52;17.10.2018 4:30;0.0
53;17.10.2018 5:30;0.0
54;17.10.2018 6:30;0.0
55;17.10.2018 7:30;0.0
56;17.10.2018 8:30;0.0
57;17.10.2018 9:30;0.0
58;17.10.2018 10:30;0.0
59;17.10.2018 11:30;0.0
60;17.10.2018 12:30;0.0
61;17.10.2018 13:30;0.0
62;17.10.2018 14:30;0.0
63;17.10.2018 15:30;0.0
64;17.10.2018 16:30;0.0
65;17.10.2018 17:30;0.0
66;17.10.2018 18:30;0.0
67;17.10.2018 19:30;0.0
68;17.10.2018 20:30;0.0
69;17.10.2018 21:30;0.0
70;17.10.2018 22:30;0.0
71;17.10.2018 23:30;0.0
72;18.10.2018 0:30;0.0
73;18.10.2018 1:30;0.0
74;18.10.2018 2:30;0.0
75;18.10.2018 3:30;0.0
76;18.10.2018 4:30;0.0
77;18.10.2018 5:30;0.0
78;18.10.2018 6:30;0.0
79;18.10.2018 7:30;0.0
80;18.10.2018 8:30;0.0
81;18.10.2018 9:30;0.0
82;18.10.2018 10:30;0.0
83;18.10.2018 11:30;0.0
84;18.10.2018 12:30;0.0
85;18.10.2018 13:30;0.0
86;18.10.2018 14:30;0.0
87;18.10.2018 15:30;0.0
88;18.10.2018 16:30;0.0
89;18.10.2018 17:30;0.0
90;18.10.2018 18:30;0.0
91;18.10.2018 19:30;0.0
92;18.10.2018 20:30;0.0
93;18.10.2018 21:30;0.0
94;18.10.2018 22:30;0.0
95;18.10.2018 23:30;0.0
96;19.10.2018 0:30;0.0
97;19.10.2018 1:30;0.0
98;19.10.2018 2:30;0.0
99;19.10.2018 3:30;0.0
100;19.10.2018 4:30;0.0
101;19.10.2018 5:30;0.0
102;19.10.2018 6:30;0.0
103;19.10.2018 7:30;0.0
104;19.10.2018 8:30;0.0
105;19.10.2018 9:30;0.0
106;19.10.2018 10:30;0.0
107;19.10.2018 11:30;0.0
108;19.10.2018 12:30;0.0
109;19.10.2018 13:30;0.0
110;19.10.2018 14:30;0.0
111;19.10.2018 15:30;0.0
