;time;iceconc-0-value
0;03.10.2019 0:30;0.0
1;03.10.2019 1:30;0.0
2;03.10.2019 2:30;0.0
3;03.10.2019 3:30;0.0
4;03.10.2019 4:30;0.0
5;03.10.2019 5:30;0.0
6;03.10.2019 6:30;0.0
7;03.10.2019 7:30;0.0
8;03.10.2019 8:30;0.0
9;03.10.2019 9:30;0.0
10;03.10.2019 10:30;0.0
11;03.10.2019 11:30;0.0
12;03.10.2019 12:30;0.0
13;03.10.2019 13:30;0.0
14;03.10.2019 14:30;0.0
15;03.10.2019 15:30;0.0
16;03.10.2019 16:30;0.0
17;03.10.2019 17:30;0.0
18;03.10.2019 18:30;0.0
19;03.10.2019 19:30;0.0
20;03.10.2019 20:30;0.0
21;03.10.2019 21:30;0.0
22;03.10.2019 22:30;0.0
23;03.10.2019 23:30;0.0
24;04.10.2019 0:30;0.0
25;04.10.2019 1:30;0.0
26;04.10.2019 2:30;0.0
27;04.10.2019 3:30;0.0
28;04.10.2019 4:30;0.0
29;04.10.2019 5:30;0.0
30;04.10.2019 6:30;0.0
31;04.10.2019 7:30;0.0
32;04.10.2019 8:30;0.0
33;04.10.2019 9:30;0.0
34;04.10.2019 10:30;0.0
35;04.10.2019 11:30;0.0
36;04.10.2019 12:30;0.0
37;04.10.2019 13:30;0.0
38;04.10.2019 14:30;0.0
39;04.10.2019 15:30;0.0
40;04.10.2019 16:30;0.0
41;04.10.2019 17:30;0.0
42;04.10.2019 18:30;0.0
43;04.10.2019 19:30;0.0
44;04.10.2019 20:30;0.0
45;04.10.2019 21:30;0.0
46;04.10.2019 22:30;0.0
47;04.10.2019 23:30;0.0
48;05.10.2019 0:30;0.0
49;05.10.2019 1:30;0.0
50;05.10.2019 2:30;0.0
51;05.10.2019 3:30;0.0
52;05.10.2019 4:30;0.0
53;05.10.2019 5:30;0.0
54;05.10.2019 6:30;0.0
55;05.10.2019 7:30;0.0
56;05.10.2019 8:30;0.0
57;05.10.2019 9:30;0.0
58;05.10.2019 10:30;0.0
59;05.10.2019 11:30;0.0
60;05.10.2019 12:30;0.0
61;05.10.2019 13:30;0.0
62;05.10.2019 14:30;0.0
63;05.10.2019 15:30;0.0
64;05.10.2019 16:30;0.0
65;05.10.2019 17:30;0.0
66;05.10.2019 18:30;0.0
67;05.10.2019 19:30;0.0
68;05.10.2019 20:30;0.0
69;05.10.2019 21:30;0.0
70;05.10.2019 22:30;0.0
71;05.10.2019 23:30;0.0
72;06.10.2019 0:30;0.0
73;06.10.2019 1:30;0.0
74;06.10.2019 2:30;0.0
75;06.10.2019 3:30;0.0
76;06.10.2019 4:30;0.0
77;06.10.2019 5:30;0.0
78;06.10.2019 6:30;0.0
79;06.10.2019 7:30;0.0
80;06.10.2019 8:30;0.0
81;06.10.2019 9:30;0.0
82;06.10.2019 10:30;0.0
83;06.10.2019 11:30;0.0
84;06.10.2019 12:30;0.0
85;06.10.2019 13:30;0.0
86;06.10.2019 14:30;0.0
87;06.10.2019 15:30;0.0
88;06.10.2019 16:30;0.0
89;06.10.2019 17:30;0.0
90;06.10.2019 18:30;0.0
91;06.10.2019 19:30;0.0
92;06.10.2019 20:30;0.0
93;06.10.2019 21:30;0.0
94;06.10.2019 22:30;0.0
95;06.10.2019 23:30;0.0
96;07.10.2019 0:30;0.0
97;07.10.2019 1:30;0.0
98;07.10.2019 2:30;0.0
99;07.10.2019 3:30;0.0
100;07.10.2019 4:30;0.0
101;07.10.2019 5:30;0.0
102;07.10.2019 6:30;0.0
103;07.10.2019 7:30;0.0
104;07.10.2019 8:30;0.0
105;07.10.2019 9:30;0.0
106;07.10.2019 10:30;0.0
107;07.10.2019 11:30;0.0
108;07.10.2019 12:30;0.0
109;07.10.2019 13:30;0.0
110;07.10.2019 14:30;0.0
111;07.10.2019 15:30;0.0
112;07.10.2019 16:30;0.0
113;07.10.2019 17:30;0.0
114;07.10.2019 18:30;0.0
115;07.10.2019 19:30;0.0
116;07.10.2019 20:30;0.0
117;07.10.2019 21:30;0.0
118;07.10.2019 22:30;0.0
119;07.10.2019 23:30;0.0
120;08.10.2019 0:30;0.0
121;08.10.2019 1:30;0.0
122;08.10.2019 2:30;0.0
123;08.10.2019 3:30;0.0
124;08.10.2019 4:30;0.0
125;08.10.2019 5:30;0.0
126;08.10.2019 6:30;0.0
127;08.10.2019 7:30;0.0
128;08.10.2019 8:30;0.0
129;08.10.2019 9:30;0.0
130;08.10.2019 10:30;0.0
131;08.10.2019 11:30;0.0
132;08.10.2019 12:30;0.0
133;08.10.2019 13:30;0.0
134;08.10.2019 14:30;0.0
135;08.10.2019 15:30;0.0
136;08.10.2019 16:30;0.0
137;08.10.2019 17:30;0.0
138;08.10.2019 18:30;0.0
139;08.10.2019 19:30;0.0
140;08.10.2019 20:30;0.0
141;08.10.2019 21:30;0.0
142;08.10.2019 22:30;0.0
143;08.10.2019 23:30;0.0
144;09.10.2019 0:30;0.0
145;09.10.2019 1:30;0.0
146;09.10.2019 2:30;0.0
147;09.10.2019 3:30;0.0
148;09.10.2019 4:30;0.0
149;09.10.2019 5:30;0.0
