;time;iceconc-0-value
0;13.10.2019 0:30;0.0
1;13.10.2019 1:30;0.0
2;13.10.2019 2:30;0.0
3;13.10.2019 3:30;0.0
4;13.10.2019 4:30;0.0
5;13.10.2019 5:30;0.0
6;13.10.2019 6:30;0.0
7;13.10.2019 7:30;0.0
8;13.10.2019 8:30;0.0
9;13.10.2019 9:30;0.0
10;13.10.2019 10:30;0.0
11;13.10.2019 11:30;0.0
12;13.10.2019 12:30;0.0
13;13.10.2019 13:30;0.0
14;13.10.2019 14:30;0.0
15;13.10.2019 15:30;0.0
16;13.10.2019 16:30;0.0
17;13.10.2019 17:30;0.0
18;13.10.2019 18:30;0.0
19;13.10.2019 19:30;0.0
20;13.10.2019 20:30;0.0
21;13.10.2019 21:30;0.0
22;13.10.2019 22:30;0.0
23;13.10.2019 23:30;0.0
24;14.10.2019 0:30;0.0
25;14.10.2019 1:30;0.0
26;14.10.2019 2:30;0.0
27;14.10.2019 3:30;0.0
28;14.10.2019 4:30;0.0
29;14.10.2019 5:30;0.0
30;14.10.2019 6:30;0.0
31;14.10.2019 7:30;0.0
32;14.10.2019 8:30;0.0
33;14.10.2019 9:30;0.0
34;14.10.2019 10:30;0.0
35;14.10.2019 11:30;0.0
36;14.10.2019 12:30;0.0
37;14.10.2019 13:30;0.0
38;14.10.2019 14:30;0.0
39;14.10.2019 15:30;0.0
40;14.10.2019 16:30;0.0
41;14.10.2019 17:30;0.0
42;14.10.2019 18:30;0.0
43;14.10.2019 19:30;0.0
44;14.10.2019 20:30;0.0
45;14.10.2019 21:30;0.0
46;14.10.2019 22:30;0.0
47;14.10.2019 23:30;0.0
48;15.10.2019 0:30;0.0
49;15.10.2019 1:30;0.0
50;15.10.2019 2:30;0.0
51;15.10.2019 3:30;0.0
52;15.10.2019 4:30;0.0
53;15.10.2019 5:30;0.0
54;15.10.2019 6:30;0.0
55;15.10.2019 7:30;0.0
56;15.10.2019 8:30;0.0
57;15.10.2019 9:30;0.0
58;15.10.2019 10:30;0.0
59;15.10.2019 11:30;0.0
60;15.10.2019 12:30;0.0
61;15.10.2019 13:30;0.0
62;15.10.2019 14:30;0.0
63;15.10.2019 15:30;0.0
64;15.10.2019 16:30;0.0
65;15.10.2019 17:30;0.0
66;15.10.2019 18:30;0.0
67;15.10.2019 19:30;0.0
68;15.10.2019 20:30;0.0
69;15.10.2019 21:30;0.0
70;15.10.2019 22:30;0.0
71;15.10.2019 23:30;0.0
72;16.10.2019 0:30;0.0
73;16.10.2019 1:30;0.0
74;16.10.2019 2:30;0.0
75;16.10.2019 3:30;0.0
76;16.10.2019 4:30;0.0
77;16.10.2019 5:30;0.0
78;16.10.2019 6:30;0.0
79;16.10.2019 7:30;0.0
80;16.10.2019 8:30;0.0
