;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m
0;0,091111711;SSW;205,5516168;0,111538752;SSW;199,5896209;0,169371852;S;186,6212819
1;0,078813163;WSW;236,718812;0,090251202;SW;226,7925692;0,167997988;SW;218,1111536
2;0,013133891;WNW;291,1179731;0,039627959;W;269,6509527;0,11905113;WSW;212,5152832
3;0,081961212;N;6,00051992;0,066513716;N;8,887912268;0,07882529;WNW;298,1110804
4;0,081961212;N;6,00051992;0,066513716;N;8,887912268;0,07882529;WNW;298,1110804
5;0,188216624;NE;35,52787098;0,177865307;NE;39,19571568;0,161509786;NNE;17,12625136
6;0,208239921;NE;11,50200018;0,201060215;NE;18,17819726;0,196751265;NE;31,37118217
7;0,189181372;NE;53,38117978;0,181916553;ENE;58,05115163;0,191913512;NE;50,32211781
8;0,189181372;NE;53,38117978;0,181916553;ENE;58,05115163;0,191913512;NE;50,32211781
9;0,093125366;E;81,62825093;0,09781533;E;90,95962336;0,123171136;E;98,1927286
10;0,050366817;SE;131,612728;0,061788917;SE;138,1070514;0,11721627;SSE;116,706903
11;0,056108015;SSW;191,3983564;0,071003023;S;181,8715712;0,117713029;S;181,6803137
12;0,056108015;SSW;191,3983564;0,071003023;S;181,8715712;0,117713029;S;181,6803137
13;0,018198097;WSW;211,1039127;0,051863162;SW;221,0338274;0,156908772;SW;216,3173019
14;0,032116038;NW;320,1781726;0,018063114;WNW;292,9059924;0,116109528;WSW;210,2311713
15;0,08153917;NNE;17,76153119;0,066363399;NNE;21,1101831;0,078251215;WNW;293,6025902
16;0,08153917;NNE;17,76153119;0,066363399;NNE;21,1101831;0,078251215;WNW;293,6025902
17;0,183322611;NE;10,78730311;0,171523962;NE;11,99111268;0,161737792;NNE;11,71201013
18;0,208161272;NE;18,91216629;0,198158114;NE;52,83788576;0,211591328;NNE;32,01766138
19;0,198768218;ENE;57,17931609;0,191516609;ENE;61,55717518;0,220669974;NE;17,10035318
20;0,198768218;ENE;57,17931609;0,191516609;ENE;61,55717518;0,220669974;NE;17,10035318
21;0,120161191;ENE;78,10028527;0,120932171;E;85,82521152;0,162781382;E;85,19038681
22;0,070163326;ESE;101,9351517;0,078005656;ESE;113,977911;0,136805399;ESE;123,23903
23;0,013371806;SSE;151,5871775;0,058277063;SSE;151,7775879;0,118060593;SSE;161,6606314
24;0,013371806;SSE;151,5871775;0,058277063;SSE;151,7775879;0,118060593;SSE;161,6606314
25;0,019197039;WSW;239,9869566;0,026525806;SSW;206,2915819;0,165733616;SSW;202,5170288
26;0,031991882;N;356,2835833;0,021112179;N;8,300319918;0,136675619;SW;222,9163104
27;0,09257931;NNE;21,53973718;0,082820297;NNE;28,97511901;0,089733582;WSW;257,7250333
28;0,09257931;NNE;21,53973718;0,082820297;NNE;28,97511901;0,089733582;WSW;257,7250333
29;0,188112119;NE;37,31811631;0,182757234;NE;11,61532327;0,118771033;N;356,1116814
30;0,211039767;NE;13,0365605;0,207500576;NE;17,1318119;0,161837171;NNE;19,09821726
31;0,199885078;NE;18,13622506;0,198118769;NE;52,51228227;0,180369157;NE;31,83911289
32;0,199885078;NE;18,13622506;0,198118769;NE;52,51228227;0,180369157;NE;31,83911289
33;0,113868667;ENE;57,76281353;0,116037168;ENE;65,59331187;0,128056539;ENE;69,05837199
34;0,019211079;ENE;66,35836371;0,055602105;E;81,16151616;0,090387591;ESE;110,2317115
35;0,008253279;SSW;212,9865166;0,021221393;SSE;166,1629006;0,097351702;SSE;162,6381561
36;0,008253279;SSW;212,9865166;0,021221393;SSE;166,1629006;0,097351702;SSE;162,6381561
37;0,051517112;W;272,0528101;0,011131136;WSW;252,9515836;0,132150135;SSW;210,7570117
38;0,055135139;NW;308,6783169;0,037555283;WNW;296,1116182;0,117127726;SW;233,6633514
39;0,07155911;N;352,3112127;0,05559168;N;356,9179289;0,088189515;W;272,3091157
40;0,07155911;N;352,3112127;0,05559168;N;356,9179289;0,088189515;W;272,3091157
41;0,117753751;NNE;30,11669869;0,128731319;NE;35,63701021;0,137168397;N;357,2127663
42;0,175159888;NE;11,80735767;0,15281032;NE;15,11061911;0,189771957;NNE;18,19078977
43;0,177218983;NE;52,17111686;0,150113622;NE;53,53182718;0,216557076;NNE;32,93252151
44;0,177218983;NE;52,17111686;0,150113622;NE;53,53182718;0,216557076;NNE;32,93252151
45;0,121623115;ENE;76,16013337;0,087831822;ENE;72,93009222;0,182192917;ENE;59,92305819
46;0,081786269;ESE;101,9188181;0,012612351;ESE;107,3568112;0,136609833;E;81,38153712
47;0,065175606;SE;112,7739971;0,010933024;S;186,1915722;0,10513262;ESE;122,9322964
48;0,065175606;SE;112,7739971;0,010933024;S;186,1915722;0,10513262;ESE;122,9322964
49;0,063077156;SSW;192,3120571;0,071366632;SW;229,903751;0,11010037;S;186,0309024
50;0,013197199;SSW;203,037094;0,060935219;WSW;218,159275;0,099885155;SSW;210,1221117
51;0,005751581;S;190,213174;0,010501062;WNW;289,3823983;0,068690624;WSW;211,8627937
52;0,005751581;S;190,213174;0,010501062;WNW;289,3823983;0,068690624;WSW;211,8627937
53;0,076130196;NE;13,58860081;0,079119688;NNE;17,35869389;0,081052903;N;352,5010189
54;0,110072966;NE;16,90177632;0,110795136;NNE;32,62271012;0,131236698;NNE;17,61866593
55;0,123018868;NE;51,0666614;0,122701278;NE;13,00053602;0,166015356;NNE;33,22063339
56;0,123018868;NE;51,0666614;0,122701278;NE;13,00053602;0,166015356;NNE;33,22063339
57;0,093382563;ENE;63,32619028;0,088156904;ENE;63,03967104;0,152925833;ENE;60,60101618
58;0,058969661;E;79,1561829;0,051038631;E;87,91987851;0,119731883;E;81,85560519
59;0,033131392;ESE;117,9615794;0,032909117;SSE;153,9152117;0,09581811;ESE;121,915314
60;0,033131392;ESE;117,9615794;0,032909117;SSE;153,9152117;0,09581811;ESE;121,915314
61;0,029912713;S;178,3161185;0,056909374;SW;220,1033307;0,101200207;S;182,7151621
62;0,020259239;SSE;162,6703122;0,050713317;WSW;239,9162529;0,092877137;SSW;205,6218506
63;0,025710384;E;87,80353102;0,032567694;W;281,0212261;0,063510938;SW;231,5798778
64;0,025710384;E;87,80353102;0,032567694;W;281,0212261;0,063510938;SW;231,5798778
65;0,095151026;ENE;61,61033999;0,069860362;NNE;20,01981039;0,073876977;N;353,1513862
66;0,13133651;ENE;62,93122378;0,103791552;NE;35,13392618;0,128717521;NNE;18,11900079
67;0,150161683;ENE;66,87622936;0,121612201;NE;15,30170172;0,169866816;NNE;32,82857296
68;0,150161683;ENE;66,87622936;0,121612201;NE;15,30170172;0,169866816;NNE;32,82857296
69;0,135615728;E;79,12577117;0,102512097;ENE;61,11106806;0,177798878;NE;55,12529306
70;0,108003301;E;92,15193131;0,070338988;ENE;75,11153829;0,119877512;ENE;72,71181097
71;0,080616111;ESE;112,738051;0,038151777;ESE;106,3612791;0,115891006;E;98,11378703
72;0,080616111;ESE;112,738051;0,038151777;ESE;106,3612791;0,115891006;E;98,11378703
73;0,05619503;SSE;155,1039729;0,037102606;SSW;203,5198121;0,090611576;SSE;159,2385258
74;0,015351612;SSE;161,9397803;0,039796164;SW;226,3631812;0,085968891;S;187,1908711
75;0,030052899;SSE;117,2501711;0,028982982;WSW;251,1288092;0,068619997;SSW;213,0111524
76;0,030052899;SSE;117,2501711;0,028982982;WSW;251,1288092;0,068619997;SSW;213,0111524
77;0,051562697;ENE;73,91338101;0,031801202;N;8,528559177;0,010160679;NW;315,7713369
78;0,08365269;ENE;68,12868121;0,056036033;NNE;31,81531503;0,075229736;N;3,020997529
79;0,102955187;ENE;70,98810108;0,071180732;NE;13,71198183;0,110856118;NNE;23,65228336
80;0,102955187;ENE;70,98810108;0,071180732;NE;13,71198183;0,110856118;NNE;23,65228336
81;0,101009701;E;87,52221163;0,062160119;ENE;63,68375129;0,129981138;NE;50,15621897
82;0,092970114;ESE;105,2695066;0,011592016;E;86,5335283;0,111739297;ENE;68,51505001
83;0,085323196;SE;128,0879962;0,029733312;SE;110,6758557;0,09316237;E;91,56077681
84;0,085323196;SE;128,0879962;0,029733312;SE;110,6758557;0,09316237;E;91,56077681
85;0,085531819;SSE;160,8216811;0,053152226;SSW;200,8128902;0,081339362;SSE;152,1160696
86;0,081152363;S;168,9361579;0,056966573;SSW;211,8521798;0,079253231;S;175,7285207
87;0,067186069;SSE;167,9177368;0,011191983;SW;220,3850311;0,062678173;SSW;192,1338217
88;0,067186069;SSE;167,9177368;0,011191983;SW;220,3850311;0,062678173;SSW;192,1338217
89;0,013630316;ESE;121,981906;0,010553902;NNE;13,36005761;0,008132328;N;351,2515017
90;0,057655592;E;88,79561903;0,016203226;NE;10,88286714;0,058111128;NNE;30,60721396
91;0,080002258;ENE;76,97596178;0,076777917;NE;18,95738324;0,103697118;NE;11,51610389
92;0,080002258;ENE;76,97596178;0,076777917;NE;18,95738324;0,103697118;NE;11,51610389
93;0,103809159;E;79,17120719;0,0991551;ENE;62,05121213;0,115167952;ENE;60,08350969
94;0,101818165;E;87,18302138;0,092075162;ENE;72,10861633;0,112908022;ENE;73,36509084
95;0,100707366;E;98,89577314;0,075611915;E;86,11993827;0,127528632;E;90,10288283
96;0,100707366;E;98,89577314;0,075611915;E;86,11993827;0,127528632;E;90,10288283
97;0,093867953;ESE;122,7019395;0,050123109;SE;127,827226;0,098205382;SE;130,5015712
98;0,092099902;SE;131,0121056;0,011911952;SSE;153,368796;0,087112119;SSE;151,0783584
99;0,089128717;SE;111,2301559;0,010082063;S;169,6908071;0,073273792;S;173,1368168
100;0,089128717;SE;111,2301559;0,010082063;S;169,6908071;0,073273792;S;173,1368168
101;0,077618097;SE;111,9998791;0,019361132;SSE;163,7812966;0,026181505;SSW;193,6301782
102;0,069116136;SE;135,7718221;0,011786633;E;98,91988127;0,011625223;NE;13,08110175
103;0,062911612;SE;125,7310132;0,029161019;ENE;66,89570167;0,018587732;NE;13,05588859
104;0,062911612;SE;125,7310132;0,029161019;ENE;66,89570167;0,018587732;NE;13,05588859
105;0,061231127;ESE;109,8321018;0,019391701;ENE;66,11771714;0,092968111;ENE;60,27512598
106;0,070383102;ESE;108,8163783;0,019871319;ENE;71,62653571;0,100211299;ENE;73,11511159
107;0,078063113;ESE;113,8167122;0,011271712;E;88,75101913;0,096719216;E;89,97328309
108;0,078063113;ESE;113,8167122;0,011271712;E;88,75101913;0,096719216;E;89,97328309
109;0,093058332;SE;127,2183103;0,03581108;SE;130,2587322;0,0821116;SE;126,893002
