;M_Spd_4m;M_Direction_4m;M_Dir_4m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m
0;0,1405752;SSW;211,0166217;0,1104943;SSW;210,4958726;0,094406467;SSW;206,1627554
1;0,169508576;SW;221,2179802;0,142801843;SW;221,8907644;0,114024171;SW;226,5990571
2;0,159910875;SW;227,0720921;0,121077895;SW;228,9229715;0,102122922;WSW;248,1677464
3;0,14470749;SW;242,6796108;0,094204061;WSW;246,8574242;0,075976115;WSW;254,5214116
4;0,14470749;SW;242,6796108;0,094204061;WSW;246,8574242;0,075976115;WSW;254,5214116
5;0,069921899;WSW;249,521219;0,041827892;W;258,9240547;0,042809095;NW;425,849698
6;0,049454779;SW;242,2564086;0,005484049;NNW;440,7749843;0,040554871;NNE;22,28794847
7;0,040644247;SSW;200,4502468;0,018958862;E;88,80450474;0,04968067;NE;52,44260046
8;0,040644247;SSW;200,4502468;0,018958862;E;88,80450474;0,04968067;NE;52,44260046
9;0,067171098;S;188,6856274;0,044819706;SSE;155,2405642;0,044074911;ESE;114,0905454
10;0,096741546;SSW;196,6674841;0,071549445;S;182,0885245;0,052684594;SSE;164,0824648
11;0,12460947;SSW;204,4462649;0,101804068;SSW;198,8412027;0,078542404;SSW;194,1664402
12;0,12460947;SSW;204,4462649;0,101804068;SSW;198,8412027;0,078542404;SSW;194,1664402
13;0,147564858;SW;214,8267216;0,144247688;SW;217,4688672;0,110527886;SW;221,9252625
14;0,148099454;SW;218,5121929;0,128541471;SW;225,7264587;0,106414949;SW;244,1800605
15;0,114610921;SW;219,4645099;0,107252671;SW;244,874987;0,085864429;WSW;248,1146159
16;0,114610921;SW;219,4645099;0,107252671;SW;244,874987;0,085864429;WSW;248,1146159
17;0,059624202;SSW;201,5144225;0,048249466;WSW;250,2222478;0,046745519;WNW;400,1029968
18;0,050474181;S;169,4184675;0,016450587;W;259,7521453;0,041481429;N;4,815468103
19;0,065742826;SSE;150,9500476;0,008654645;SE;129,0592149;0,048949014;NE;47,08466972
20;0,065742826;SSE;150,9500476;0,008654645;SE;129,0592149;0,048949014;NE;47,08466972
21;0,107022891;SSE;161,0049221;0,047224466;SSE;164,5116452;0,041056858;ESE;118,5464222
22;0,14404816;S;174,4890212;0,077978657;S;184,2209644;0,05728084;SSE;164,1596446
23;0,160248282;S;184,9689181;0,110565;SSW;198,1829042;0,086024453;SSW;191,2701118
24;0,160248282;S;184,9689181;0,110565;SSW;198,1829042;0,086024453;SSW;191,2701118
25;0,182594048;SSW;199,952711;0,144440898;SW;215,2740047;0,120842029;SW;217,0484296
26;0,171721442;SSW;205,6708907;0,149450471;SW;224,2478869;0,116904485;SW;228,4456749
27;0,144058646;SSW;208,6510287;0,116245672;SW;241,007418;0,094725545;WSW;241,04664
28;0,144058646;SSW;208,6510287;0,116245672;SW;241,007418;0,094725545;WSW;241,04664
29;0,074971761;SSW;195,8814129;0,051405023;WSW;246,6207099;0,047757791;WNW;288,7127778
30;0,056206605;SSE;162,9064927;0,015647801;W;259,4815073;0,041114775;N;459,7268002
31;0,072444648;SE;147,0629576;0,010464425;E;99,4006245;0,044824854;NE;41,96429481
32;0,072444648;SE;147,0629576;0,010464425;E;99,4006245;0,044824854;NE;41,96429481
33;0,119418959;SE;148,1012074;0,047474177;SSE;152,4952856;0,044648155;E;98,48468564
34;0,148921195;SSE;146,7504708;0,084297446;S;174,7442575;0,048549785;SSE;149,4105098
35;0,149447473;SSE;157,7987101;0,128658617;S;184,4777747;0,074880096;S;186,1466684
36;0,149447473;SSE;157,7987101;0,128658617;S;184,4777747;0,074880096;S;186,1466684
37;0,165222758;S;181,4719075;0,174294041;S;189,4242445;0,114992871;SW;216,7045956
38;0,168220547;S;186,4985779;0,177422993;SSW;192,1554788;0,116418276;SW;228,8816214
39;0,158149508;S;187,8479447;0,167201164;SSW;194,7079293;0,098464607;WSW;241,6754557
40;0,158149508;S;187,8479447;0,167201164;SSW;194,7079293;0,098464607;WSW;241,6754557
41;0,121949947;S;184,2456059;0,129218176;SSW;191,5021987;0,042057689;WNW;284,6408112
42;0,102867426;S;176,4789459;0,107904765;S;187,497952;0,029477651;N;455,187418
43;0,092555245;S;170,4257579;0,094716666;S;182,7906244;0,042594497;NE;46,20107991
44;0,092555245;S;170,4257579;0,094716666;S;182,7906244;0,042594497;NE;46,20107991
45;0,098664051;S;172,2086989;0,100627999;S;184,499489;0,051797191;ESE;107,666481
46;0,114654711;S;180,1976462;0,119085566;SSW;191,4642987;0,064557717;SSE;150,9157464
47;0,146024172;S;189,1602242;0,142955415;SSW;198,472077;0,094442655;S;182,0181499
48;0,146024172;S;189,1602242;0,142955415;SSW;198,472077;0,094442655;S;182,0181499
49;0,164116877;SSW;200,4040743;0,175204825;SSW;208,4806929;0,144259446;SSW;211,179824
50;0,164148442;SSW;204,8442249;0,176440755;SSW;212,9845544;0,148459667;SW;222,608409
51;0,147494949;SSW;205,4447011;0,161424626;SW;216,5081187;0,142142648;SW;244,6042048
52;0,147494949;SSW;205,4447011;0,161424626;SW;216,5081187;0,142142648;SW;244,6042048
53;0,098442495;SSW;198,0467948;0,109597961;SW;220,6668418;0,068715645;W;260,1599895
54;0,076944605;S;184,4241556;0,077765921;SW;221,6699642;0,044045269;WNW;297,4442405
55;0,074248493;SSE;167,4075749;0,054786886;SW;219,9844529;0,025101048;NNE;16,81046041
56;0,074248493;SSE;167,4075749;0,054786886;SW;219,9844529;0,025101048;NNE;16,81046041
57;0,094415785;SSE;168,1618413;0,047456011;SSW;208,0642216;0,048480226;ESE;102,7181407
58;0,112455577;S;180,4405291;0,065474985;SSW;205,842299;0,05419596;SSE;149,4846147
59;0,145105796;SSW;192,9208557;0,092848659;SSW;207,7665813;0,084456247;S;181,1252619
60;0,145105796;SSW;192,9208557;0,092848659;SSW;207,7665813;0,084456247;S;181,1252619
61;0,16246618;SSW;209,6274884;0,14697693;SSW;214,4878781;0,149924072;SSW;209,4948586
62;0,157721542;SW;216,5481576;0,146194812;SW;216,7024596;0,151219492;SW;220,2765428
63;0,144968777;SW;221,752225;0,14880516;SW;219,4191446;0,141002547;SW;240,2192889
64;0,144968777;SW;221,752225;0,14880516;SW;219,4191446;0,141002547;SW;240,2192889
65;0,065928451;SW;224,4419942;0,094646067;SW;220,6674627;0,082482446;WSW;250,9687545
66;0,026881662;SSW;209,8642988;0,064597409;SW;215,2517845;0,042164242;W;272,7499579
67;0,017545861;SE;126,0144148;0,04494296;SSW;198,4222684;0,015776476;NNW;449,8549648
68;0,017545861;SE;126,0144148;0,04494296;SSW;198,4222684;0,015776476;NNW;449,8549648
69;0,049919467;ESE;122,7428786;0,055928441;S;174,9917698;0,041920641;ESE;109,6469781
70;0,052440241;SSE;151,9184958;0,078088116;S;181,4641557;0,052180515;SSE;154,496745
71;0,076296441;S;178,481847;0,105654748;S;190,5584406;0,086195466;S;181,9210556
72;0,076296441;S;178,481847;0,105654748;S;190,5584406;0,086195466;S;181,9210556
73;0,12475652;SSW;204,1818442;0,146884847;SSW;204,681017;0,146897705;SSW;209,0014242
74;0,144111781;SSW;210,409002;0,154497974;SSW;209,061497;0,162244293;SW;219,6859846
75;0,126988092;SW;214,9948463;0,145589649;SSW;212,7477667;0,156102971;SW;229,5798069
76;0,126988092;SW;214,9948463;0,145589649;SSW;212,7477667;0,156102971;SW;229,5798069
77;0,081082572;SW;216,9671509;0,09864486;SSW;214,2407989;0,102081681;WSW;249,7200667
78;0,049424945;SSW;208,8246443;0,067459595;SSW;205,7448997;0,061442115;W;268,2180926
79;0,040457616;S;179,2608191;0,047944708;S;186,5487013;0,028771424;NW;405,9081798
80;0,040457616;S;179,2608191;0,047944708;S;186,5487013;0,028771424;NW;405,9081798
81;0,044102943;SSE;152,4941225;0,057844821;SSE;166,4047886;0,021096002;E;85,24594958
82;0,062001145;SSE;168,1424266;0,078014859;S;176,2082289;0,047414942;SE;145,162452
83;0,087919584;S;185,0725547;0,105747919;S;188,7709496;0,070076442;S;178,2724421
84;0,087919584;S;185,0725547;0,105747919;S;188,7709496;0,070076442;S;178,2724421
85;0,144912645;SSW;204,6770799;0,154878847;SSW;205,49751;0,144858441;SSW;206,1117268
86;0,145159494;SSW;211,946801;0,165685085;SSW;211,8646965;0,154209922;SW;216,4190004
87;0,148795427;SW;217,4606225;0,15915745;SW;216,6855906;0,151421821;SW;225,6154012
88;0,148795427;SW;217,4606225;0,15915745;SW;216,6855906;0,151421821;SW;225,6154012
89;0,091284609;SW;222,4504845;0,110796128;SW;220,2444152;0,10160452;WSW;244,0521012
90;0,05690484;SW;218,4925586;0,075564442;SW;216,2126502;0,060161057;WSW;257,8691116
91;0,042242469;SSW;197,4144198;0,049559145;SSW;201,0409526;0,024700661;WNW;290,1444242
92;0,042242469;SSW;197,4144198;0,049559145;SSW;201,0409526;0,024700661;WNW;290,1444242
93;0,040728411;SSE;161,0178425;0,052982682;S;174,2427449;0,022419519;E;92,07922608
94;0,060654084;S;174,6861425;0,07487145;S;180,4828941;0,048726025;SE;141,5484807
95;0,089545816;S;188,9894445;0,104846411;SSW;192,4784801;0,068692481;S;175,1488492
96;0,089545816;S;188,9894445;0,104846411;SSW;192,4784801;0,068692481;S;175,1488492
97;0,144462822;SSW;207,8508152;0,1600067;SSW;209,481242;0,144127543;SSW;205,2655167
98;0,159997127;SW;215,2271246;0,178201055;SW;216,5702264;0,157941789;SW;216,1466211
99;0,158640485;SW;221,4524876;0,178042428;SW;222,6464972;0,161664296;SW;225,7271746
100;0,158640485;SW;221,4524876;0,178042428;SW;222,6464972;0,161664296;SW;225,7271746
101;0,116764419;SW;240,0460785;0,145429716;SW;241,4909705;0,120414153;WSW;244,7465172
102;0,080911094;SW;244,2055946;0,097485861;SW;244,7227692;0,08074064;WSW;258,2227495
103;0,047762494;SW;241,2572426;0,061295515;SW;244,7768548;0,044076628;WNW;282,9662291
104;0,047762494;SW;241,2572426;0,061295515;SW;244,7768548;0,044076628;WNW;282,9662291
105;0,029821544;S;190,9784167;0,045844197;SSW;199,4609688;0,016542154;NE;44,44544971
106;0,047929079;S;186,8846786;0,052484455;S;189,6554587;0,02486026;ESE;120,1974475
107;0,076451785;SSW;194,9662746;0,08076942;SSW;194,6944948;0,049647853;SSE;165,7771191
108;0,076451785;SSW;194,9662746;0,08076942;SSW;194,6944948;0,049647853;SSE;165,7771191
109;0,14182593;SSW;209,0568849;0,146428295;SSW;207,8744157;0,111885862;SSW;200,1076976
110;0,152124921;SW;215,489929;0,156169809;SW;214,4411775;0,147158411;SSW;211,4965491
111;0,156114221;SW;220,9178803;0,158676666;SW;220,0006247;0,144618091;SW;220,9707266
112;0,156114221;SW;220,9178803;0,158676666;SW;220,0006247;0,144618091;SW;220,9707266
113;0,125049685;SW;229,045095;0,120822624;SW;227,9884945;0,106647011;WSW;248,1722906
114;0,09572105;SW;242,2464719;0,084740505;SW;240,2988158;0,068011213;WSW;252,0486889
115;0,068280405;SW;244,1840697;0,049814695;SW;226,6577427;0,040514004;W;280,9872725
116;0,068280405;SW;244,1840697;0,049814695;SW;226,6577427;0,040514004;W;280,9872725
117;0,047887515;SW;224,0905928;0,040088907;S;179,9251643;0,025074712;ENE;61,4454596
118;0,05966449;SW;216,7790145;0,046656956;S;177,5487151;0,044520866;ESE;107,8591252
119;0,085852293;SW;216,0517118;0,07282503;S;189,644446;0,050485008;SSE;154,104471
120;0,085852293;SW;216,0517118;0,07282503;S;189,644446;0,050485008;SSE;154,104471
121;0,144862054;SW;221,26013;0,129784791;SSW;209,2702468;0,110985555;SSW;197,908185
122;0,169142161;SW;225,4244996;0,154274204;SW;217,5147984;0,141862613;SSW;211,1711299
123;0,179924476;SW;240,1549481;0,164501455;SW;224,4841476;0,156414075;SW;221,8659487
124;0,179924476;SW;240,1549481;0,164501455;SW;224,4841476;0,156414075;SW;221,8659487
125;0,160899268;WSW;249,1828749;0,148715829;SW;245,8126153;0,144814487;WSW;249,9464401
126;0,144642827;WSW;244,4896615;0,109670924;WSW;242,6014192;0,100577949;WSW;252,5977951
127;0,104414665;WSW;248,8848772;0,080724824;WSW;249,4544644;0,064884156;W;270,4489744
128;0,104414665;WSW;248,8848772;0,080724824;WSW;249,4544644;0,064884156;W;270,4489744
129;0,066214486;WSW;247,2847488;0,048469943;WSW;250,9048862;0,017784784;NNW;445,6044254
130;0,065487958;WSW;246,5872815;0,048404945;WSW;247,5275074;0,010275476;E;92,24999845
131;0,084269871;SW;227,2457482;0,066497772;SW;226,0450244;0,044445459;SSE;161,4491805
132;0,084269871;SW;227,2457482;0,066497772;SW;226,0450244;0,044445459;SSE;161,4491805
133;0,14704598;SW;224,4460403;0,120214225;SW;224,4569616;0,097604247;SSW;196,0884552
134;0,164045695;SW;226,2577801;0,146104473;SW;225,9574184;0,129444779;SSW;207,1054916
