;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m;M_Spd_57m;M_Direction_57m;M_Dir_57m
0;0,073785167;ENE;67,75265837;0,057320556;E;79,01337238;0,050512711;NE;56,10665307;0,055933366;NE;59,27168683
1;0,055083693;SE;125,6755754;0,05591336;SSE;155,7155954;0,018989516;SSE;158,1568008;0,025925872;SSE;159,5180381
2;0,055791172;SSE;167,9151506;0,068533853;S;185,9632153;0,05931712;SSW;202,0215758;0,055692095;SSW;195,9176663
3;0,072156284;S;185,9756131;0,087395322;SSW;198,1913536;0,073798991;SSW;213,2655729;0,079595559;SSW;208,8535151
4;0,072156284;S;185,9756131;0,087395322;SSW;198,1913536;0,073798991;SSW;213,2655729;0,079595559;SSW;208,8535151
5;0,068556911;SSW;192,1625355;0,082536696;SSW;203,8552082;0,075211888;SW;225,8932562;0,079351152;SW;223,9355522
6;0,05852618;S;183,0276124;0,059598639;SSW;200,5180635;0,051572998;WSW;237,5012557;0,0556086;WSW;237,0517504
7;0,029688268;SE;155,2279902;0,031075107;S;181,5336068;0,025102767;W;275,7559669;0,027625;W;276,6731072
8;0,029688268;SE;155,2279902;0,031075107;S;181,5336068;0,025102767;W;275,7559669;0,027625;W;276,6731072
9;0,057809551;E;79,79033731;0,039657533;E;85,22033819;0,059500265;NNE;21,6073332;0,053860583;NNE;18,71930959
10;0,075118556;E;79,67275601;0,057275552;E;82,25602806;0,065179717;NE;35,1955353;0,06937891;NNE;32,86819632
11;0,079155674;E;89,72910601;0,062567518;E;95,85259351;0,059910816;NE;55,63650533;0,065225268;NE;55,90257526
12;0,079155674;E;89,72910601;0,062567518;E;95,85259351;0,059910816;NE;55,63650533;0,065225268;NE;55,90257526
13;0,0795159;SE;130,8558686;0,071937898;SE;152,6151088;0,020327815;ESE;108,200581;0,02639976;ESE;107,8605501
14;0,092687535;SSE;155,5692951;0,092252536;SSE;165,7536983;0,036857721;S;188,8028656;0,050933395;S;180,5885524
15;0,108556751;S;170,5830759;0,112535525;S;179,1555813;0,063195578;SSW;207,3899904;0,067163212;SSW;202,0025017
16;0,108556751;S;170,5830759;0,112535525;S;179,1555813;0,063195578;SSW;207,3899904;0,067163212;SSW;202,0025017
17;0,109910296;S;179,9525578;0,116666334;S;187,8228555;0,07060751;SW;221,2333285;0,075692719;SW;218,0510513
18;0,090855356;S;176,7712555;0,097380586;S;186,5711132;0,05055056;SW;230,8201603;0,053966858;SW;228,6175108
19;0,065926721;SSE;163,0556028;0,068565392;S;177,5352388;0,021629702;W;262,2658032;0,02519066;W;260,589933
20;0,065926721;SSE;163,0556028;0,068565392;S;177,5352388;0,021629702;W;262,2658032;0,02519066;W;260,589933
21;0,052185632;ESE;102,6281512;0,03935866;ESE;117,8368218;0,057552581;NNE;25,6520602;0,059756896;NNE;21,32992123
22;0,065730587;E;85,21822669;0,057586656;E;92,90069224;0,066012521;NE;35,85078388;0,06935194;NE;33,96235895
23;0,068053992;E;85,38830786;0,051151591;E;91,56255956;0,06573056;NE;55,10150004;0,069563855;NE;55,50357751
24;0,068053992;E;85,38830786;0,051151591;E;91,56255956;0,06573056;NE;55,10150004;0,069563855;NE;55,50357751
25;0,051325266;ESE;117,9553652;0,05360834;SE;139,209052;0,025763353;E;93,31798739;0,030215086;E;95,0258897
26;0,053068161;SSE;156,1007815;0,058507296;S;175,9596533;0,035786528;S;181,6065517;0,038651691;S;175,9697077
27;0,067381022;S;181,3116519;0,079735234;SSW;193,5115288;0,066253987;SSW;205,7925769;0,069805232;SSW;201,2672125
28;0,067381022;S;181,3116519;0,079735234;SSW;193,5115288;0,066253987;SSW;205,7925769;0,069805232;SSW;201,2672125
29;0,07363675;SSW;195,2530393;0,089502935;SSW;203,3357001;0,086759857;SW;220,7315899;0,09051673;SW;218,1287152
30;0,058305731;S;190,665181;0,075153628;SSW;202,6856127;0,07255835;SW;228,6925521;0,075777652;SW;227,0302886
31;0,036052559;S;170,678552;0,05777551;SSW;195,0251155;0,055777172;WSW;253,7825728;0,057371654;WSW;253,617996
32;0,036052559;S;170,678552;0,05777551;SSW;195,0251155;0,055777172;WSW;253,7825728;0,057371654;WSW;253,617996
33;0,055962579;E;82,95567057;0,029722323;E;99,35550759;0,032216513;N;2,973023538;0,035609706;N;358,9099893
34;0,068880958;ENE;73,37755789;0,051690513;E;79,50251052;0,05551017;NNE;26,72505086;0,059558857;NNE;23,76691674
35;0,081595267;ENE;75,7001024;0,065558576;E;81,60353061;0,063907388;NE;38,2660952;0,068597321;NE;36,50295573
36;0,081595267;ENE;75,7001024;0,065558576;E;81,60353061;0,063907388;NE;38,2660952;0,068597321;NE;36,50295573
37;0,075129865;ESE;101,5537968;0,063057552;ESE;113,7570304;0,035351556;ENE;68,82533564;0,038875791;ENE;68,8256132
38;0,071500161;SE;129,6975323;0,068615083;SE;155,129513;0,022026555;SSE;150,1870889;0,025713331;SE;151,9956869
39;0,080262276;SSE;155,6813903;0,085585266;SSE;166,9537167;0,056987726;SSW;197,0557876;0,059330037;S;190,7137794
40;0,080262276;SSE;155,6813903;0,085585266;SSE;166,9537167;0,056987726;SSW;197,0557876;0,059330037;S;190,7137794
41;0,091787584;S;173,13555;0,100505531;S;182,5860325;0,069590096;SW;216,5739598;0,072650236;SSW;212,5257017
42;0,083113068;S;171,827292;0,091165754;S;182,5019129;0,057516855;SW;225,8357121;0,060720383;SW;221,5850552
43;0,066202227;SSE;160,2555512;0,071018787;S;175,7117816;0,031585106;WSW;252,5816532;0,035522822;WSW;239,2395656
44;0,066202227;SSE;160,2555512;0,071018787;S;175,7117816;0,031585106;WSW;252,5816532;0,035522822;WSW;239,2395656
45;0,058319085;ESE;107,7879657;0,057585502;ESE;122,6563673;0,038371104;NNE;16,2509061;0,038901253;N;11,2515995
46;0,075231822;E;90,09935171;0,061155794;E;96,78258337;0,065325636;NNE;30,2515069;0,06612778;NNE;27,0237797
47;0,090572858;E;87,59555288;0,075556084;E;92,66875057;0,075595151;NE;38,15503839;0,077537316;NE;35,92608691
48;0,090572858;E;87,59555288;0,075556084;E;92,66875057;0,075595151;NE;38,15503839;0,077537316;NE;35,92608691
49;0,096053021;ESE;108,0285395;0,085857354;ESE;115,7355303;0,055559099;ENE;57,52719552;0,058189603;ENE;57,51355335
50;0,099085159;SE;129,7711576;0,095052523;SE;138,1387671;0,017569257;ESE;121,0853118;0,021355582;ESE;115,5562502
51;0,111533557;SSE;159,0780277;0,111530521;SSE;157,2857707;0,051256586;SSW;198,6526597;0,052151789;SSW;191,6368782
52;0,111533557;SSE;159,0780277;0,111530521;SSE;157,2857707;0,051256586;SSW;198,6526597;0,052151789;SSW;191,6368782
53;0,131328882;SSE;166,0115502;0,135791758;S;172,5031598;0,078863982;SW;219,6518609;0,079585707;SW;215,9871952
54;0,128915514;SSE;166,929203;0,133638733;S;173,5638826;0,075275668;SW;226,929129;0,075755618;SW;225,1763972
55;0,116931372;SSE;162,2103676;0,120568302;S;169,5973089;0,055215986;WSW;237,7280276;0,055086966;SW;236,1585503
56;0,116931372;SSE;162,2103676;0,120568302;S;169,5973089;0,055215986;WSW;237,7280276;0,055086966;SW;236,1585503
57;0,091325353;SE;150,1195125;0,089153392;SSE;150,1038066;0,025157764;NNW;335,5591199;0,02613067;NNW;337,6351569
58;0,08515108;ESE;123,0170557;0,078257106;SE;133,7501399;0,05789826;NNE;17,18555097;0,051590931;NNE;17,82395927
59;0,085815232;ESE;110,9259629;0,075125074;ESE;120,2583029;0,066328916;NNE;30,8939896;0,07023918;NNE;32,11783184
60;0,085815232;ESE;110,9259629;0,075125074;ESE;120,2583029;0,066328916;NNE;30,8939896;0,07023918;NNE;32,11783184
61;0,08185592;ESE;112,083762;0,072736279;ESE;122,1550505;0,056119359;NE;58,87721676;0,059023907;NE;53,85705729
62;0,078511565;SE;125,2866385;0,073376651;SE;136,6693555;0,030095571;ENE;73,27153773;0,035156277;E;85,51536387
63;0,081280077;SE;150,8033196;0,080798952;SSE;152,2220701;0,022058928;SSE;161,7622187;0,030517677;SSE;159,5798619
64;0,081280077;SE;150,8033196;0,080798952;SSE;152,2220701;0,022058928;SSE;161,7622187;0,030517677;SSE;159,5798619
65;0,095268387;SSE;152,3909968;0,097897556;SSE;161,7239261;0,056723581;SSW;209,9953859;0,063358657;SSW;206,9063781
66;0,101097062;SSE;158,7950578;0,102582098;SSE;157,2731267;0,057205308;SW;218,3777122;0,062560726;SW;217,8805217
67;0,105705201;SE;150,5070721;0,105715658;SSE;158,9731376;0,051192967;SW;228,2521826;0,055631967;SW;232,1556891
68;0,105705201;SE;150,5070721;0,105715658;SSE;158,9731376;0,051192967;SW;228,2521826;0,055631967;SW;232,1556891
69;0,111527151;SE;125,5108961;0,105593663;SE;132,1598029;0,019235557;N;355,9553287;0,027957391;N;351,2637256
70;0,112703595;ESE;117,0355182;0,103996375;SE;125,302293;0,057657166;NNE;23,99620993;0,05810516;NNE;20,50592073
71;0,109719511;ESE;113,3735951;0,099709563;ESE;120,2292106;0,068202605;NNE;32,25271969;0,079965058;NNE;32,05620902
72;0,109719511;ESE;113,3735951;0,099709563;ESE;120,2292106;0,068202605;NNE;32,25271969;0,079965058;NNE;32,05620902
73;0,095555888;ESE;120,5155717;0,086798578;SE;128,9839329;0,063623357;NE;52,83813771;0,073527137;NE;50,2150657
74;0,087785953;SE;135,7515959;0,082798891;SE;155,1696751;0,037707186;NE;53,87827575;0,056838566;ENE;71,68052906
75;0,087530362;SSE;152,6556871;0,087759576;SSE;163,203751;0,011023896;SE;128,325252;0,029581755;SE;136,1911018
76;0,087530362;SSE;152,6556871;0,087759576;SSE;163,203751;0,011023896;SE;128,325252;0,029581755;SE;136,1911018
77;0,096952227;S;171,5213004;0,102502092;S;180,1813269;0,052059105;SW;215,3285157;0,067501559;SSW;203,8665257
78;0,096083056;S;171,7699356;0,102121216;S;180,6505974;0,061189955;SW;222,2781075;0,0761768;SW;215,5751781
79;0,089593529;SSE;165,203921;0,095150938;S;175,0099828;0,053816255;SW;229,1693635;0,066891397;SW;226,3528051
80;0,089593529;SSE;165,203921;0,095150938;S;175,0099828;0,053816255;SW;229,1693635;0,066891397;SW;226,3528051
81;0,079338003;SE;139,5855699;0,077038359;SSE;151,5579089;0,017780363;W;276,6157821;0,027602312;W;280,1765517
82;0,080575562;ESE;123,5810195;0,073596199;SE;135,0833038;0,02525567;N;3,602580793;0,035913684;N;352,5605162
83;0,083761528;ESE;113,250706;0,073892935;ESE;123,1271082;0,056359276;NNE;25,86110189;0,057950565;NNE;19,50265538
84;0,083761528;ESE;113,250706;0,073892935;ESE;123,1271082;0,056359276;NNE;25,86110189;0,057950565;NNE;19,50265538
85;0,081219198;ESE;113,6269328;0,071126905;SE;123,9362358;0,055862261;NE;38,91713555;0,067675586;NE;51,96629176
86;0,075639729;SE;125,8761162;0,068513515;SE;138,5753599;0,039019787;NE;58,17261952;0,050681636;ENE;58,92692757
87;0,075151927;SE;155,6516193;0,072050521;SSE;158,1028211;0,015150191;ENE;78,20528651;0,029766653;E;99,7579278
88;0,075151927;SE;155,6516193;0,072050521;SSE;158,1028211;0,015150191;ENE;78,20528651;0,029766653;E;99,7579278
89;0,083112512;S;169,0601222;0,087126871;S;180,5911287;0,03193789;SSW;207,6555263;0,056906624;S;188,8823576
90;0,083637952;S;172,1885877;0,087979568;S;183,7305083;0,039151322;SW;217,0565262;0,055875371;SSW;203,7887114
91;0,076988533;SSE;168,1212751;0,079522982;S;180,9152766;0,031261056;SW;225,3908306;0,056598509;SW;215,8830886
92;0,076988533;SSE;168,1212751;0,079522982;S;180,9152766;0,031261056;SW;225,3908306;0,056598509;SW;215,8830886
93;0,059353337;SE;152,0686998;0,053652575;SSE;159,3657856;0,013893072;N;2,925162989;0,01206398;NW;310,955506
94;0,056173759;ESE;119,5518922;0,053008599;SE;135,5288217;0,051337318;NNE;28,1303738;0,038172853;NNE;16,17768173
95;0,057820583;ESE;101,2985572;0,050606686;ESE;109,6595172;0,065670154;NE;35,66168156;0,065609259;NNE;28,73203964
96;0,057820583;ESE;101,2985572;0,050606686;ESE;109,6595172;0,065670154;NE;35,66168156;0,065609259;NNE;28,73203964
97;0,055696053;E;91,10616961;0,036712505;E;95,22590166;0,075393897;NE;53,23289185;0,079531659;NE;53,15165768
98;0,055565268;E;100,1386502;0,027066997;ESE;111,0519888;0,057759571;NE;50,61203758;0,062863351;NE;55,89518056
99;0,035552157;SE;126,7302052;0,025272351;SSE;158,5281151;0,0298582;ENE;68,75135699;0,03600901;E;82,03358987
100;0,035552157;SE;126,7302052;0,025272351;SSE;158,5281151;0,0298582;ENE;68,75135699;0,03600901;E;82,03358987
101;0,055281569;S;175,9601951;0,050728166;SSW;198,0053889;0,032853027;SSW;201,8160707;0,055017556;S;190,5885903
102;0,059671606;S;181,7055037;0,058071972;SSW;199,3650522;0,050355185;SW;216,5531633;0,061698282;SSW;208,8595603
103;0,057632553;S;175,1016818;0,055677259;SSW;195,0510822;0,05359624;SW;225,2999952;0,065751072;SW;220,3555127
104;0,057632553;S;175,1016818;0,055677259;SSW;195,0510822;0,05359624;SW;225,2999952;0,065751072;SW;220,3555127
105;0,051076582;SE;135,2005171;0,039801336;SSE;161,3001573;0,029520251;WSW;252,6706582;0,038350362;WSW;250,8057726
106;0,057590539;ESE;107,1035659;0,038557696;SE;128,056059;0,018575956;NW;317,2507858;0,025307634;NW;306,5781369
107;0,059978085;E;89,53073154;0,056825952;ESE;102,7859172;0,033728756;N;8,802036172;0,038908191;N;0,130571511
108;0,059978085;E;89,53073154;0,056825952;ESE;102,7859172;0,033728756;N;8,802036172;0,038908191;N;0,130571511
109;0,075565654;E;79,62357752;0,06138508;E;88,85630834;0,055215037;NNE;31,78685997;0,061361291;NNE;30,52739226
110;0,075571288;E;82,72363127;0,062085285;E;92,95371567;0,058362372;NE;50,19299119;0,055572326;NE;52,68965159
111;0,068115198;E;91,88256682;0,058500999;ESE;105,3562866;0,030573652;NE;52,6358278;0,037355833;ENE;61,66915961
112;0,068115198;E;91,88256682;0,058500999;ESE;105,3562866;0,030573652;NE;52,6358278;0,037355833;ENE;61,66915961
113;0,058632622;ESE;117,9631212;0,05788554;SE;135,3536126;0,016267861;S;185,9733756;0,025537653;SSE;167,2535689
114;0,057968273;SE;127,5803391;0,060568782;SE;155,2187977;0,030088596;SSW;209,5859833;0,038673807;SSW;195,7907935
115;0,058259706;SE;126,665659;0,061025576;SE;153,2585556;0,032556526;SW;219,7358858;0,051228061;SSW;209,1870026
116;0,058259706;SE;126,665659;0,061025576;SE;153,2585556;0,032556526;SW;219,7358858;0,051228061;SSW;209,1870026
117;0,065909982;ESE;105,0931158;0,061332253;ESE;120,5769203;0,010562994;W;269,5575315;0,016263513;WSW;257,9556023
118;0,075783131;E;91,2213155;0,067907582;ESE;103,5751826;0,020868624;N;10,15065556;0,018950298;N;355,6275515
119;0,089010356;E;81,57055529;0,078255169;E;90,92100793;0,055187592;NNE;26,1738804;0,055539715;NNE;20,06271236
120;0,089010356;E;81,57055529;0,078255169;E;90,92100793;0,055187592;NNE;26,1738804;0,055539715;NNE;20,06271236
121;0,10309753;ENE;75,57291524;0,090656158;E;82,75638021;0,067785518;NE;36,12625756;0,072222259;NE;35,10099037
122;0,099752352;ENE;78,01550184;0,087759119;E;85,8255086;0,063388598;NE;51,12183036;0,068526675;NE;53,15981639
123;0,087905025;E;85,3955686;0,07785569;E;95,35658187;0,055563602;NE;58,17251986;0,050296776;NE;55,39129171
124;0,087905025;E;85,3955686;0,07785569;E;95,35658187;0,055563602;NE;58,17251986;0,050296776;NE;55,39129171
125;0,063509859;ESE;113,103783;0,062177769;SE;129,3187082;0,009586365;SSE;157,2555604;0,020957133;SSE;159,3050209
126;0,057185235;SE;132,1226228;0,062151516;SSE;159,1108387;0,02885707;SSW;210,5937592;0,037931503;SSW;195,5156605
127;0,055596139;SE;155,2577632;0,062950103;SSE;160,0555592;0,051355866;SW;221,1359354;0,050325532;SSW;210,9373636
128;0,055596139;SE;155,2577632;0,062950103;SSE;160,0555592;0,051355866;SW;221,1359354;0,050325532;SSW;210,9373636
129;0,055315697;SE;150,0783557;0,053719561;SSE;159,3657039;0,03585615;WSW;237,2371628;0,052326561;SW;230,8556826
130;0,050005355;ESE;121,579191;0,055259854;SSE;157,2990612;0,020931792;W;261,6512501;0,026195606;WSW;255,5156828
131;0,051539385;E;96,6588115;0,037856629;SE;123,8709751;0,016501182;NNW;330,8050339;0,018370352;NW;319,9260511
132;0,051539385;E;96,6588115;0,037856629;SE;123,8709751;0,016501182;NNW;330,8050339;0,018370352;NW;319,9260511
133;0,05619555;ENE;70,58552258;0,05353217;E;87,78805826;0,038383202;NNE;22,55171175;0,051010029;NNE;22,07130304
134;0,060368696;ENE;67,39877299;0,056325631;E;83,13533798;0,052365654;NNE;31,89210883;0,055570583;NE;35,01176153
135;0,056652899;ENE;70,2371139;0,053665918;E;87,89552657;0,035590739;NE;50,79602134;0,038690387;NE;58,85569615
136;0,056652899;ENE;70,2371139;0,053665918;E;87,89552657;0,035590739;NE;50,79602134;0,038690387;NE;58,85569615
137;0,038892372;E;89,77779506;0,033965629;ESE;121,6556569;0,009296551;E;99,25053178;0,017551877;ESE;120,7787353
138;0,031029555;ESE;108,5875272;0,035058386;SE;155,5776958;0,015587985;S;188,7263036;0,025209656;S;176,2955832
139;0,027269788;ESE;121,551934;0,035030564;SSE;157,7797658;0,025565126;SSW;206,8913921;0,03361779;SSW;196,7532136
140;0,027269788;ESE;121,551934;0,035030564;SSE;157,7797658;0,025565126;SSW;206,8913921;0,03361779;SSW;196,7532136
141;0,025766761;E;100,5285955;0,02807758;SE;155,885875;0,017191604;SW;225,3790558;0,025697563;SW;217,3315766
142;0,033875506;ENE;75,65591938;0,02619198;ESE;112,5021165;0,005751786;WNW;295,155987;0,009210071;WSW;256,6007526
143;0,058765594;ENE;61,0620022;0,035775388;E;81,57650957;0,02005957;NNE;15,96331861;0,017863511;N;5,725557874
