;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m;M_Spd_48m;M_Direction_48m;M_Dir_48m
0;0,050385919;SSE;166,8569;0,050023904;SSW;195,6881814;0,028128866;SSW;198,424106;0,023068605;S;189,211534
1;0,054195658;S;189,1186084;0,058420262;SSW;202,5885244;0,038662014;SSW;212,0163806;0,035150833;SSW;209,2283384
2;0,052028463;S;189,1801813;0,05455233;SSW;202,3980109;0,036524552;SW;218,9084069;0,03318321;SW;218,2832999
3;0,048299845;S;184,4253846;0,04848293;SSW;199,8118987;0,028898866;SW;224,9265838;0,024500509;SW;228,6413189
4;0,048299845;S;184,4253846;0,04848293;SSW;199,8118987;0,028898866;SW;224,9265838;0,024500509;SW;228,6413189
5;0,039245295;SSE;158,0186318;0,032451887;S;188,3925669;0,005962084;W;288,861433;0,008482341;NW;322,8182642
6;0,038188916;SSE;148,9800538;0,028335422;S;189,086496;0,010115319;NNE;20,98163249;0,016385335;NNE;19,93411069
7;0,038650649;SSE;149,3583533;0,026154157;S;188,8251587;0,016393413;NE;42,08648905;0,022992305;NE;36,98364996
8;0,038650649;SSE;149,3583533;0,026154157;S;188,8251587;0,016393413;NE;42,08648905;0,022992305;NE;36,98364996
9;0,045835904;S;181,0609199;0,036250104;SSW;196,0334838;0,012055565;E;89,581883;0,018181892;ENE;82,18216264
10;0,058132393;S;186,2214108;0,049556915;SSW;206,0481811;0,01433109;SSE;159,9894884;0,013400528;SE;134,6352356
11;0,081389509;SSW;196,9354438;0,064516387;SSW;212,993311;0,028089883;SSW;192,0195695;0,024538897;S;183,183422
12;0,081389509;SSW;196,9354438;0,064516387;SSW;212,993311;0,028089883;SSW;192,0195695;0,024538897;S;183,183422
13;0,089636323;SSW;206,8231058;0,083218369;SW;219,0118184;0,048388825;SSW;209,6305647;0,045022581;SSW;208,2254489
14;0,091194585;SSW;209,2812257;0,085138858;SW;220,6188551;0,049955338;SW;215,1816862;0,046689851;SW;214,3189998
15;0,086018052;SSW;209,8545552;0,080055186;SW;221,889383;0,042863924;SW;220,2964858;0,039318983;SW;221,2556508
16;0,086018052;SSW;209,8545552;0,080055186;SW;221,889383;0,042863924;SW;220,2964858;0,039318983;SW;221,2556508
17;0,068118264;SSW;208,8088045;0,061538493;SW;222,2035341;0,015394585;SW;235,551949;0,011913825;WSW;252,433093
18;0,058249296;SSW;205,3468366;0,051128202;SW;221,3543286;0,00413868;N;358,491451;0,010406848;N;9,125582588
19;0,05308586;SSW;203,1203065;0,045099967;SW;220,9890606;0,016264822;NE;44,33226952;0,023009493;NE;38,26193199
20;0,05308586;SSW;203,1203065;0,045099967;SW;220,9890606;0,016264822;NE;44,33226952;0,023009493;NE;38,26193199
21;0,059192149;SSW;206,263981;0,051554639;SW;221,9883929;0,020525546;ENE;83,18188816;0,026656161;ENE;63,38585451
22;0,080535089;SSW;210,8245819;0,063921114;SW;223,5580297;0,016498619;ESE;113,2888829;0,02000104;E;94,89388296
23;0,084599295;SW;214,5884086;0,08868437;SW;225,5503041;0,021896854;SSE;166,2518529;0,020349364;SSE;150,2425188
24;0,084599295;SW;214,5884086;0,08868437;SW;225,5503041;0,021896854;SSE;166,2518529;0,020349364;SSE;150,2425188
25;0,103492942;SW;219,1459136;0,098496635;SW;228,0580833;0,041648424;SSW;201,5448919;0,038681435;SSW;196,8892846
26;0,105200929;SW;220,4821988;0,10088948;SW;228,998596;0,044989186;SSW;210,2318089;0,042184849;SSW;208,3160894
27;0,099119323;SW;220,6196599;0,095303687;SW;229,9033203;0,039114835;SW;218,6148097;0,03630687;SW;216,1896986
28;0,099119323;SW;220,6196599;0,095303687;SW;229,9033203;0,039114835;SW;218,6148097;0,03630687;SW;216,1896986
29;0,086526126;SW;218,8101444;0,082918825;SW;229,8286821;0,012130118;WSW;246,3103355;0,009692092;W;260,8591325
30;0,063883949;SSW;213,2890667;0,059858002;SW;228,2389856;0,010324524;N;8,3301484;0,014995049;NNE;11,68861019
31;0,058052332;SSW;206,9981982;0,051920921;SW;222,8814647;0,024158883;NE;33,85019385;0,029896397;NNE;32,08286556
32;0,058052332;SSW;206,9981982;0,051920921;SW;222,8814647;0,024158883;NE;33,85019385;0,029896397;NNE;32,08286556
33;0,064804586;SSW;202,2693031;0,058882889;SW;215,9598589;0,028884191;NE;54,3998899;0,035401835;NE;52,04339459
34;0,08883412;SSW;204,3884668;0,083568223;SW;215,5818925;0,019501094;E;89,61503081;0,025628686;ENE;83,4235265
35;0,096638149;SSW;208,4431285;0,092391296;SW;216,8223519;0,01606038;SSE;149,6803916;0,018142902;SE;129,8313424
36;0,096638149;SSW;208,4431285;0,092391296;SW;216,8223519;0,01606038;SSE;149,6803916;0,018142902;SE;129,8313424
37;0,121818083;SSW;211,8819293;0,119333802;SW;219,2381204;0,041988882;SSW;203,9846694;0,040283162;SSW;198,2868049
38;0,124835193;SSW;212,8855691;0,123334658;SW;220,0180886;0,050018884;SSW;213,0640205;0,048485102;SSW;208,6685886
39;0,118896649;SSW;212,1066908;0,118055195;SW;219,814868;0,048283211;SW;220,1945491;0,045866903;SW;218,2828186
40;0,118896649;SSW;212,1066908;0,118055195;SW;219,814868;0,048283211;SW;220,1945491;0,045866903;SW;218,2828186
41;0,090000883;SSW;205,3283822;0,088580853;SW;215,4426552;0,020580253;WSW;243,3450138;0,018601123;WSW;248,1489026
42;0,083088438;SSW;196,6858864;0,080199898;SSW;209,0394501;0,009848525;NNW;332,8930029;0,012981888;NNW;345,5342229
43;0,062896115;S;185,0395861;0,058539221;SSW;199,2685919;0,024851066;NNE;24,19466811;0,030418011;NNE;23,63568368
44;0,062896115;S;185,0395861;0,058539221;SSW;199,2685919;0,024851066;NNE;24,19466811;0,030418011;NNE;23,63568368
45;0,065586926;S;184,868824;0,058125682;S;188,8811234;0,036296212;NE;44,40024995;0,043848884;NE;43,52393969
46;0,085864123;S;189,1839805;0,069634582;S;190,895664;0,028618463;ENE;58,45380898;0,035304061;ENE;56,5981026
47;0,09020234;S;186,6818157;0,086189802;SSW;196,6883498;0,013440203;E;98,18544265;0,020314435;E;88,00461862
48;0,09020234;S;186,6818157;0,086189802;SSW;196,6883498;0,013440203;E;98,18544265;0,020314435;E;88,00461862
49;0,113985528;SSW;198,4228065;0,113289194;SSW;205,4649319;0,031305085;SSW;203,9858426;0,030183515;SSW;192,4560185
50;0,118838863;SSW;200,8804339;0,119235145;SSW;208,8858669;0,041906995;SW;215,4860558;0,041133886;SSW;208,5841557
51;0,113588205;SSW;202,503166;0,114649042;SSW;210,5809869;0,041859831;SW;224,0135819;0,041512262;SW;219,388818
52;0,113588205;SSW;202,503166;0,114649042;SSW;210,5809869;0,041859831;SW;224,0135819;0,041512262;SW;219,388818
53;0,084885285;SSW;198,942408;0,085344204;SSW;209,8169899;0,019198443;WSW;256,268251;0,019329399;WSW;258,3690494
54;0,065438488;S;191,1884486;0,064112639;SSW;205,902053;0,01452825;NNW;340,0142618;0,018128054;NNW;340,3436388
55;0,051318828;S;188,8921245;0,046931521;SSW;198,4503312;0,02990251;NNE;19,81388437;0,034011355;NNE;16,65083429
