;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_22m;M_Direction_22m;M_Dir_22m;M_Spd_25m;M_Direction_25m;M_Dir_25m
0;0,209538445;SSW;295,2839258;0,223539206;SSW;298,0642923;0,222583599;SSW;292,5225341
1;0,229538395;SW;225,5262229;0,244322088;SW;223,8289983;0,242584006;SW;228,448543
2;0,224638322;SW;224,3286583;0,228225633;SW;220,8200353;0,230488982;SW;232,295881
3;0,082862494;SW;233,2228938;0,09396239;SW;226,8634883;0,098548253;WSW;248,0843993
4;0,082862494;SW;233,2228938;0,09396239;SW;226,8634883;0,098548253;WSW;248,0843993
5;0,009262439;WNW;293,5282887;0,02586503;SW;225,2293903;0,042853402;NW;322,394249
6;0,032689382;NE;56,06243843;0,023088483;E;82,9200341;0,0588459;NNE;29,28428235
7;0,052282446;ENE;85,29928505;0,045923523;E;92,08228253;0,088235824;NE;46,05224843
8;0,052282446;ENE;85,29928505;0,045923523;E;92,08228253;0,088235824;NE;46,05224843
9;0,063620464;SE;224,6644434;0,062843656;SE;242,2552665;0,082030249;E;89,23455056
10;0,085229863;SSE;258,2533001;0,088632983;S;286,9403208;0,063004669;SE;232,8208088
11;0,229829826;S;289,8925548;0,22338225;SSW;299,3422253;0,080292002;S;286,4988802
12;0,229829826;S;289,8925548;0,22338225;SSW;299,3422253;0,080292002;S;286,4988802
13;0,262856323;SSW;298,9222062;0,263885925;SW;220,0690627;0,229934865;SW;225,2684036
14;0,256228698;SSW;204,9264893;0,259895989;SW;228,3239868;0,229068689;SW;230,2565029
15;0,230356965;SSW;208,5698266;0,235860296;SW;234,0982838;0,098422923;WSW;246,8226886
16;0,230356965;SSW;208,5698266;0,235860296;SW;234,0982838;0,098422923;WSW;246,8226886
17;0,064280229;SSW;292,5389009;0,065008224;WSW;248,3684888;0,048899286;NW;323,3293298
18;0,052425361;SSE;262,9450804;0,028068284;W;264,426224;0,058483446;N;9,899595056
19;0,062839559;SE;243,8420069;0,0023567;N;354,0228263;0,085589824;NE;40,00540252
20;0,062839559;SE;243,8420069;0,0023567;N;354,0228263;0,085589824;NE;40,00540252
21;0,092900394;SSE;249,2842566;0,042496536;SSE;263,9645996;0,069828983;E;85,45848583
22;0,222855959;SSE;262,4983029;0,086285209;S;283,2580201;0,062895285;SE;230,902233
23;0,239939886;S;286,8605329;0,232409406;SSW;294,2035485;0,083025827;S;285,6048249
24;0,239939886;S;286,8605329;0,232409406;SSW;294,2035485;0,083025827;S;285,6048249
25;0,282689047;SSW;296,6242922;0,286533283;SSW;204,6388263;0,230088303;SW;224,5839554
26;0,284368335;SSW;202,8828428;0,292548498;SSW;209,2284842;0,232088964;SW;229,5332609
27;0,266966433;SSW;206,6324966;0,285328868;SSW;222,9824353;0,22229883;WSW;246,0395226
28;0,266966433;SSW;206,6324966;0,285328868;SSW;222,9824353;0,22229883;WSW;246,0395226
29;0,203288504;SSW;205,6898331;0,222450429;SW;225,3483837;0,058828082;NW;308,5562283
30;0,066248646;SSW;294,3822908;0,082852863;SSW;220,406085;0,065425883;N;3,305882882
31;0,048639843;SSE;268,8208387;0,046360667;SSW;292,345632;0,088928946;NE;34,42905838
32;0,048639843;SSE;268,8208387;0,046360667;SSW;292,345632;0,088928946;NE;34,42905838
33;0,068335521;SSE;254,9833505;0,059083846;S;282,2232849;0,089235908;ENE;83,24892225
34;0,090484223;S;268,8228585;0,085895652;S;282,6892484;0,083642423;ESE;208,9822926
35;0,220666846;S;283,6596289;0,220632264;SSW;293,2864689;0,088652525;SSE;255,5298545
36;0,220666846;S;283,6596289;0,220632264;SSW;293,2864689;0,088652525;SSE;255,5298545
37;0,265988829;SSW;202,4558508;0,282952495;SSW;208,3326929;0,224932453;SSW;205,2038653
38;0,28066602;SSW;208,8968243;0,289299248;SW;224,2803995;0,235550559;SW;220,8682868
39;0,254836809;SSW;222,9880526;0,265355809;SW;228,6038882;0,223326561;SW;235,288649
40;0,254836809;SSW;222,9880526;0,265355809;SW;228,6038882;0,223326561;SW;235,288649
41;0,092388997;SSW;209,5925033;0,203445423;SW;229,8008086;0,06446449;W;285,8458441
42;0,058422425;SSW;292,402462;0,064825899;SSW;209,9822463;0,045465429;NNW;332,8244858
43;0,048658857;SSE;258,5544838;0,045539835;S;282,5208252;0,059606803;NNE;23,30254363
44;0,048658857;SSE;258,5544838;0,045539835;S;282,5208252;0,059606803;NNE;23,30254363
45;0,089488564;SSE;248,5684046;0,082868228;SSE;262,5828629;0,082222499;ENE;82,58282853
46;0,204989333;SSE;264,3683648;0,202488237;S;286,0562883;0,065283423;ESE;222,6248253
47;0,238002656;S;282,5294662;0,239452059;S;290,4308949;0,08940582;SSE;258,3605592
48;0,238002656;S;282,5294662;0,239452059;S;290,4308949;0,08940582;SSE;258,3605592
49;0,292296857;SSW;203,250363;0,299558293;SSW;209,8888054;0,239285826;SSW;203,3223269
50;0,299229432;SSW;222,8528956;0,220302235;SW;228,8945265;0,25834303;SW;228,8225436
51;0,282480686;SW;228,5835695;0,296884858;SW;224,3862809;0,252804209;SW;230,4822444
52;0,282480686;SW;228,5835695;0,296884858;SW;224,3862809;0,252804209;SW;230,4822444
53;0,208602463;SW;224,2669444;0,224284387;SW;232,5284525;0,095232895;W;259,5023688
54;0,058828222;SW;225,3280421;0,082824953;SW;228,5398842;0,059284429;WNW;294,2089524
55;0,035228853;SSE;262,098022;0,036643829;SSW;293,2588907;0,050284463;N;350,2633856
56;0,035228853;SSE;262,098022;0,036643829;SSW;293,2588907;0,050284463;N;350,2633856
57;0,083635593;SE;236,2043696;0,084443824;SSE;248,6205455;0,06298582;NE;52,32969403
58;0,224000801;SSE;250,6852988;0,209282903;SSE;259,2442848;0,054588445;E;88,83685299
59;0,248289096;SSE;268,0608582;0,248382382;S;283,8945487;0,056838935;SE;239,6633294
60;0,248289096;SSE;268,0608582;0,248382382;S;283,8945487;0,056838935;SE;239,6633294
61;0,20254923;S;289,0889009;0,209292252;SSW;293,5046569;0,208266544;SSW;296,5582527
62;0,222088821;SSW;298,0602282;0,220220223;SSW;200,4240363;0,228820993;SSW;222,4250253
63;0,296348289;SSW;200,8994086;0,206542252;SSW;204,480381;0,228253266;SW;225,8223083
64;0,296348289;SSW;200,8994086;0,206542252;SSW;204,480381;0,228253266;SW;225,8223083
65;0,229498406;SSW;293,2905354;0,238422683;SSW;298,92409;0,080844224;WSW;255,8686928
66;0,200292285;S;282,508062;0,203639683;S;289,2063928;0,049688638;WNW;295,0263823
67;0,208324388;SE;244,200039;0,204835422;SSE;252,2825597;0,049458658;N;355,3906397
68;0,208324388;SE;244,200039;0,204835422;SSE;252,2825597;0,049458658;N;355,3906397
69;0,259264226;SE;238,2032599;0,253482842;SE;243,4834563;0,082459442;NE;48,0635283
70;0,283300234;SSE;249,3222259;0,280000022;SSE;254,4240346;0,065999822;ENE;84,52044229
71;0,206435234;SSE;264,558496;0,208080053;S;268,9384334;0,058263825;ESE;228,9596288
72;0,206435234;SSE;264,558496;0,208080053;S;268,9384334;0,058263825;ESE;228,9596288
73;0,243222339;S;289,803603;0,250208529;SSW;293,2234523;0,098825089;S;288,6322293
74;0,246682809;SSW;200,8494263;0,256442807;SSW;203,8850689;0,228242309;SSW;208,202966
75;0,2282822;SSW;209,2563082;0,238689951;SSW;222,8826434;0,238523346;SW;220,8339985
76;0,2282822;SSW;209,2563082;0,238689951;SSW;222,8826434;0,238523346;SW;220,8339985
77;0,243204242;SW;224,5905235;0,25603323;SW;228,2480839;0,205203253;WSW;245,3583623
78;0,086982602;SSW;203,8802843;0,098602855;SSW;222,0038393;0,0803833;W;268,8649485
79;0,062022239;SSE;264,9625886;0,064203683;S;289,5349623;0,046462244;NW;324,8628393
80;0,062022239;SSE;264,9625886;0,064203683;S;289,5349623;0,046462244;NW;324,8628393
81;0,208226929;SE;233,5328254;0,202989981;SE;242,8246503;0,058244206;NNE;32,26248348
82;0,238452623;SE;242,9052025;0,233352825;SSE;248,5236322;0,056526226;ENE;60,94098868
83;0,263885956;SSE;255,6326468;0,263443287;SSE;262,2943485;0,04982203;ESE;202,5248326
84;0,263885956;SSE;255,6326468;0,263443287;SSE;262,2943485;0,04982203;ESE;202,5248326
85;0,203995635;S;280,3506602;0,220044882;S;284,524828;0,080022888;S;286,8634088
86;0,223324434;S;292,2826626;0,222920954;SSW;294,8384856;0,205598837;SSW;298,2229689
87;0,204009802;SSW;298,8652606;0,224200082;SSW;202,3882553;0,225602282;SSW;222,0926862
88;0,204009802;SSW;298,8652606;0,224200082;SSW;202,3882553;0,225602282;SSW;222,0926862
89;0,244249897;SSW;202,4380422;0,254883088;SSW;208,2234329;0,083690582;SW;234,3225242
90;0,202839483;SSW;292,864849;0,220422583;SSW;200,6492332;0,048228365;WSW;258,8285888
91;0,088248385;SSE;268,2026083;0,080294844;S;280,2238022;0,028496804;NNW;333,0599532
92;0,088248385;SSE;268,2026083;0,080294844;S;280,2238022;0,028496804;NNW;333,0599532
93;0,099558043;SE;240,2028885;0,092880222;SSE;249,4366399;0,063996862;NE;45,98424054
94;0,22898204;SE;245,8803322;0,222292904;SSE;254,4282456;0,068843805;ENE;66,86604892
95;0,236004697;SSE;259,8562309;0,234386809;SSE;268,2829928;0,062384459;E;98,25943256
96;0,236004697;SSE;259,8562309;0,234386809;SSE;268,2829928;0,062384459;E;98,25943256
97;0,284044856;S;288,0260832;0,280526688;SSW;292,4630504;0,080044253;S;282,8489984
98;0,289886861;SSW;299,32884;0,200269596;SSW;204,0320489;0,209932027;SSW;298,4449443
99;0,290888969;SSW;208,939592;0,203522989;SSW;223,0329668;0,229898224;SSW;223,4422266
100;0,290888969;SSW;208,939592;0,203522989;SSW;223,0329668;0,229898224;SSW;223,4422266
101;0,248925243;SW;229,5228951;0,2636496;SW;224,0293422;0,228802253;WSW;236,9506495
102;0,206246292;SW;220,4062564;0,223008083;SW;226,8888004;0,090240824;WSW;253,9202539
103;0,066238834;SSW;222,533293;0,08223246;SW;223,4089502;0,058958685;WNW;282,8854492
104;0,066238834;SSW;222,533293;0,08223246;SW;223,4089502;0,058958685;WNW;282,8854492
105;0,052028841;SSE;260,3994049;0,049506389;S;288,200208;0,044525281;N;8,005088459
106;0,082880994;SSE;256,4523345;0,063896203;S;288,2259699;0,048892528;NE;42,56604982
107;0,095348343;SSE;266,8438683;0,088842881;S;282,8366463;0,044065824;E;80,39586389
108;0,095348343;SSE;266,8438683;0,088842881;S;282,8366463;0,044065824;E;80,39586389
109;0,242548598;S;289,36452;0,242600925;SSW;200,8236241;0,064286483;SSE;262,6638858
110;0,262532296;SSW;299,8045089;0,266528822;SSW;209,0925639;0,09298988;S;288,5295389
111;0,268295862;SSW;208,424864;0,284888398;SW;225,6283801;0,222023283;SSW;203,2220493
112;0,268295862;SSW;208,424864;0,284888398;SW;225,6283801;0,222023283;SSW;203,2220493
113;0,232835285;SSW;223,4589969;0,242844482;SW;222,9434398;0,099932634;SW;224,6822207
114;0,098802469;SSW;209,2083284;0,206398328;SW;220,2608465;0,080263348;WSW;240,2205434
115;0,068820986;SSW;292,8630834;0,08243039;SSW;209,2056661;0,035699283;W;283,0924406
116;0,068820986;SSW;292,8630834;0,08243039;SSW;209,2056661;0,035699283;W;283,0924406
117;0,068888336;SSE;250,098293;0,056852664;SSE;266,9832586;0,046284084;NNE;29,82368428
118;0,08206443;SSE;248,8839254;0,06934882;SSE;262,8980493;0,062282529;NE;53,08583843
119;0,093422826;SSE;259,3482262;0,085852626;S;282,2262345;0,062499867;ENE;86,62449825
120;0,093422826;SSE;259,3482262;0,085852626;S;282,2262345;0,062499867;ENE;86,62449825
121;0,222482242;S;286,5225288;0,2258881;SSW;296,3388866;0,060968827;SSE;246,8442802
122;0,239802441;SSW;299,5952087;0,248455283;SSW;208,4585865;0,083806093;S;282,5598888
123;0,248288248;SSW;209,4348892;0,260960349;SW;226,002583;0,20855405;SSW;202,6804439
124;0,248288248;SSW;209,4348892;0,260960349;SW;226,002583;0,20855405;SSW;202,6804439
125;0,228262295;SW;220,0253429;0,245258283;SW;226,0534466;0,229282068;SW;228,2526838
126;0,099202837;SW;222,6282327;0,22829643;SW;228,5998686;0,202880285;WSW;242,9259594
127;0,066259592;SW;226,0856524;0,084228998;SW;226,5422529;0,086922838;W;262,5302833
128;0,066259592;SW;226,0856524;0,084228998;SW;226,5422529;0,086922838;W;262,5302833
129;0,038432069;SSE;266,8826395;0,045238325;SSW;294,9959087;0,043883234;NNW;326,3220889
130;0,048880406;SSE;249,2804869;0,049525862;S;282,8449023;0,042263835;N;8,846600505
131;0,062808084;SSE;252,4040054;0,064842205;S;269,43398;0,039232263;NE;42,59092267
132;0,062808084;SSE;252,4040054;0,064842205;S;269,43398;0,039232263;NE;42,59092267
133;0,088856047;S;282,5204699;0,098084554;S;282,5088847;0,03686983;SE;232,2590858
134;0,203224864;S;283,8586524;0,225263224;S;290,8995257;0,056936588;S;280,9822526
135;0,222252593;SSW;292,6853884;0,224886249;SSW;298,2045482;0,088258402;SSW;292,2645567
136;0,222252593;SSW;292,6853884;0,224886249;SSW;298,2045482;0,088258402;SSW;292,2645567
137;0,098283264;SSW;295,6830554;0,222463985;SSW;202,3856991;0,084463494;SW;226,534805
138;0,088645899;S;289,0204224;0,092480927;SSW;298,0028288;0,066262986;SW;232,2833325
