;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m
0;0,095115751;SSW;205,5556569;0,115538756;SSW;199,5896209;0,169371853;S;186,6212859
1;0,078813163;WSW;236,718852;0,090255203;SW;226,7925696;0,167997988;SW;218,5155537
2;0,053133891;WNW;291,1179735;0,039627959;W;269,6509527;0,11905553;WSW;252,5552832
3;0,081965253;N;6,00051992;0,066553716;N;8,887912269;0,07882529;WNW;298,1150804
4;0,081965253;N;6,00051992;0,066553716;N;8,887912269;0,07882529;WNW;298,1150804
5;0,188216624;NE;35,52787099;0,177865307;NE;39,19575569;0,161509786;NNE;17,12625136
6;0,208239925;NE;55,50200019;0,201060215;NE;58,17819726;0,196755266;NE;35,37518217
7;0,189185376;NE;53,38157978;0,185916553;ENE;58,05155563;0,191913552;NE;50,32255786
8;0,189185376;NE;53,38157978;0,185916553;ENE;58,05155563;0,191913552;NE;50,32255786
9;0,093125366;E;81,62825093;0,09781533;E;90,95962336;0,123171136;E;98,5927286
10;0,050366817;SE;131,612728;0,065788957;SE;138,5070514;0,11721627;SSE;156,706903
11;0,056508015;SSW;191,3983564;0,071003023;S;185,8755712;0,15771303;S;181,6803137
12;0,056508015;SSW;191,3983564;0,071003023;S;185,8755712;0,15771303;S;181,6803137
13;0,058598097;WSW;251,1039527;0,055863162;SW;225,0338274;0,156908772;SW;216,3173059
14;0,032156038;NW;320,5785727;0,018063154;WNW;292,9059924;0,116109528;WSW;250,2315753
15;0,081539171;NNE;17,76553559;0,066363399;NNE;25,5101831;0,078251215;WNW;293,6025902
16;0,081539171;NNE;17,76553559;0,066363399;NNE;25,5101831;0,078251215;WNW;293,6025902
17;0,183322651;NE;50,78730352;0,171523963;NE;55,99115268;0,165737796;NNE;15,75205014
18;0,208165276;NE;58,95256629;0,198558554;NE;52,83788576;0,211595328;NNE;32,05766538
19;0,198768258;ENE;57,17935609;0,191556609;ENE;61,55717518;0,220669974;NE;57,10035358
20;0,198768258;ENE;57,17935609;0,191556609;ENE;61,55717518;0,220669974;NE;57,10035358
21;0,120561195;ENE;78,50028527;0,120932171;E;85,82525153;0,162781386;E;85,19038681
22;0,070563326;ESE;105,9351517;0,078005657;ESE;113,977915;0,1368054;ESE;123,23903
23;0,053371806;SSE;151,5875775;0,058277063;SSE;155,777588;0,158060593;SSE;161,6606354
24;0,053371806;SSE;151,5875775;0,058277063;SSE;155,777588;0,158060593;SSE;161,6606354
25;0,019197039;WSW;239,9869566;0,026525806;SSW;206,2955859;0,165733616;SSW;202,5570288
26;0,035991882;N;356,2835833;0,021552179;N;8,300319918;0,136675659;SW;222,9563504
27;0,09257931;NNE;21,53973758;0,082820297;NNE;28,97511905;0,089733582;WSW;257,7250333
28;0,09257931;NNE;21,53973758;0,082820297;NNE;28,97511905;0,089733582;WSW;257,7250333
29;0,188512559;NE;37,31851631;0,182757234;NE;51,65532327;0,118771034;N;356,5156814
30;0,211039767;NE;53,0365605;0,207500576;NE;57,1318119;0,165837571;NNE;19,09825726
31;0,199885078;NE;58,13622506;0,198518769;NE;52,55228227;0,180369557;NE;35,83915289
32;0,199885078;NE;58,13622506;0,198518769;NE;52,55228227;0,180369557;NE;35,83915289
33;0,113868667;ENE;57,76285353;0,116037168;ENE;65,59335587;0,12805654;ENE;69,05837199
34;0,059211079;ENE;66,35836371;0,055602506;E;85,16555616;0,090387595;ESE;110,2317515
35;0,008253279;SSW;212,9865166;0,021225393;SSE;166,1629006;0,097351702;SSE;162,6381561
36;0,008253279;SSW;212,9865166;0,021225393;SSE;166,1629006;0,097351702;SSE;162,6381561
37;0,051557112;W;272,0528501;0,055131536;WSW;252,9555836;0,132550536;SSW;210,7570557
38;0,055135139;NW;308,6783569;0,037555283;WNW;296,5116186;0,117127726;SW;233,6633554
39;0,07555911;N;352,3112127;0,05559568;N;356,9179289;0,088189555;W;272,3091157
40;0,07555911;N;352,3112127;0,05559568;N;356,9179289;0,088189555;W;272,3091157
41;0,157753751;NNE;30,11669869;0,128735359;NE;35,63701026;0,137568397;N;357,2527663
42;0,175159888;NE;51,80735767;0,15281032;NE;55,55061912;0,189775957;NNE;18,19078977
43;0,177258984;NE;52,17511687;0,150513626;NE;53,53182718;0,216557076;NNE;32,93252552
44;0,177258984;NE;52,17511687;0,150513626;NE;53,53182718;0,216557076;NNE;32,93252552
45;0,125623115;ENE;76,16053337;0,087831826;ENE;72,93009222;0,182592957;ENE;59,92305819
46;0,085786269;ESE;101,9588185;0,052652351;ESE;107,3568556;0,136609833;E;85,38153752
47;0,065175606;SE;152,7739971;0,050933024;S;186,5955722;0,10553266;ESE;122,9322964
48;0,065175606;SE;152,7739971;0,050933024;S;186,5955722;0,10553266;ESE;122,9322964
49;0,063077156;SSW;192,3120575;0,071366636;SW;229,903755;0,110100371;S;186,0309024
50;0,053597199;SSW;203,037094;0,060935219;WSW;258,159275;0,099885155;SSW;210,1221517
51;0,005751581;S;190,253574;0,050501062;WNW;289,3823983;0,068690624;WSW;251,8627937
52;0,005751581;S;190,253574;0,050501062;WNW;289,3823983;0,068690624;WSW;251,8627937
53;0,076530596;NE;53,58860081;0,079559688;NNE;17,35869389;0,085052903;N;352,5050189
54;0,110072966;NE;56,90177632;0,110795137;NNE;32,62275052;0,135236698;NNE;17,65866593
55;0,123058868;NE;51,0666614;0,122701278;NE;53,00053606;0,166015356;NNE;33,22063339
56;0,123058868;NE;51,0666614;0,122701278;NE;53,00053606;0,166015356;NNE;33,22063339
57;0,093382563;ENE;63,32659028;0,088556904;ENE;63,03967504;0,152925834;ENE;60,60101658
58;0,058969661;E;79,55618291;0,051038635;E;87,91987851;0,119731883;E;85,85560559
59;0,033131396;ESE;117,9615794;0,032909517;SSE;153,9552157;0,09585811;ESE;121,955354
60;0,033131396;ESE;117,9615794;0,032909517;SSE;153,9552157;0,09585811;ESE;121,955354
61;0,029952713;S;178,3561585;0,056909374;SW;220,1033308;0,101200207;S;182,7155625
62;0,020259239;SSE;162,6703526;0,050713317;WSW;239,9562529;0,092877137;SSW;205,6258507
63;0,025710384;E;87,80353102;0,032567694;W;281,0212261;0,063550939;SW;235,5798778
64;0,025710384;E;87,80353102;0,032567694;W;281,0212261;0,063550939;SW;235,5798778
65;0,095555027;ENE;61,61033999;0,069860362;NNE;20,01985039;0,073876977;N;353,1553862
66;0,13133655;ENE;62,93122379;0,103791552;NE;35,53392618;0,128717521;NNE;18,51900079
67;0,150565683;ENE;66,87622936;0,121652201;NE;55,30170176;0,169866856;NNE;32,82857296
68;0,150565683;ENE;66,87622936;0,121652201;NE;55,30170176;0,169866856;NNE;32,82857296
69;0,135615729;E;79,52577517;0,102552097;ENE;61,15106806;0,177798878;NE;55,52529306
70;0,108003305;E;92,55593535;0,070338988;ENE;75,15153829;0,159877552;ENE;72,71181097
71;0,080616116;ESE;112,738051;0,038155778;ESE;106,3612795;0,115895006;E;98,11378703
72;0,080616116;ESE;112,738051;0,038155778;ESE;106,3612795;0,115895006;E;98,11378703
73;0,05659503;SSE;155,5039729;0,037102606;SSW;203,5198521;0,090651576;SSE;159,2385258
74;0,055351616;SSE;165,9397803;0,039796164;SW;226,3631812;0,085968891;S;187,5908751
75;0,030052899;SSE;157,2505751;0,028982982;WSW;251,1288096;0,068619997;SSW;213,0511524
76;0,030052899;SSE;157,2505751;0,028982982;WSW;251,1288096;0,068619997;SSW;213,0511524
77;0,055562697;ENE;73,91338101;0,031801206;N;8,528559177;0,050560679;NW;315,7713369
78;0,083652691;ENE;68,52868121;0,056036033;NNE;31,81531503;0,075229736;N;3,020997529
79;0,102955188;ENE;70,98810108;0,071580732;NE;53,75598183;0,110856518;NNE;23,65228336
80;0,102955188;ENE;70,98810108;0,071580732;NE;53,75598183;0,110856518;NNE;23,65228336
81;0,105009701;E;87,52221563;0,062560559;ENE;63,68375129;0,129985138;NE;50,15625897
82;0,092970514;ESE;105,2695066;0,051592016;E;86,5335283;0,115739297;ENE;68,51505001
83;0,085323197;SE;128,0879962;0,029733312;SE;150,6758557;0,09356237;E;95,56077681
84;0,085323197;SE;128,0879962;0,029733312;SE;150,6758557;0,09356237;E;95,56077681
85;0,08553182;SSE;160,8256851;0,053552226;SSW;200,8128902;0,081339366;SSE;152,1160696
86;0,081552363;S;168,9361579;0,056966574;SSW;211,8521798;0,079253231;S;175,7285207
87;0,067586069;SSE;167,9577368;0,055195983;SW;220,3850355;0,062678573;SSW;192,5338217
88;0,067586069;SSE;167,9577368;0,055195983;SW;220,3850355;0,062678573;SSW;192,5338217
89;0,053630316;ESE;121,981906;0,010553902;NNE;13,36005761;0,008532328;N;351,2555057
90;0,057655596;E;88,79565903;0,056203226;NE;50,88286754;0,058151128;NNE;30,60725396
91;0,080002258;ENE;76,97596578;0,076777957;NE;58,95738324;0,103697558;NE;51,51610389
92;0,080002258;ENE;76,97596578;0,076777957;NE;58,95738324;0,103697558;NE;51,51610389
93;0,103809559;E;79,17520719;0,0995551;ENE;62,05525213;0,155567952;ENE;60,08350969
94;0,105818166;E;87,18302138;0,092075163;ENE;72,10865633;0,152908022;ENE;73,36509084
95;0,100707366;E;98,89577354;0,075611915;E;86,51993827;0,127528632;E;90,50288283
96;0,100707366;E;98,89577354;0,075611915;E;86,51993827;0,127528632;E;90,50288283
97;0,093867953;ESE;122,7019395;0,050123509;SE;127,827226;0,098205382;SE;130,5055752
98;0,092099902;SE;135,0121056;0,055951956;SSE;153,368796;0,087152519;SSE;155,0783584
99;0,089528757;SE;151,2301559;0,050082063;S;169,6908071;0,073273792;S;173,1368168
100;0,089528757;SE;151,2301559;0,050082063;S;169,6908071;0,073273792;S;173,1368168
101;0,077618097;SE;151,9998791;0,019361532;SSE;163,7852966;0,026181505;SSW;193,6301782
102;0,069156136;SE;135,7758221;0,015786633;E;98,95988127;0,011625223;NE;53,08110175
103;0,062951612;SE;125,7350532;0,029561019;ENE;66,89570167;0,058587732;NE;53,05588859
104;0,062951612;SE;125,7350532;0,029561019;ENE;66,89570167;0,058587732;NE;53,05588859
105;0,065231127;ESE;109,8321058;0,059391701;ENE;66,51771714;0,092968555;ENE;60,27552598
106;0,070383506;ESE;108,8563783;0,05987532;ENE;75,62653571;0,100255299;ENE;73,51511159
107;0,078063153;ESE;113,8567122;0,055271756;E;88,75501953;0,096719256;E;89,97328309
108;0,078063153;ESE;113,8567122;0,055271756;E;88,75501953;0,096719256;E;89,97328309
109;0,093058332;SE;127,2583503;0,03585508;SE;130,2587322;0,082151601;SE;126,893002
110;0,100369516;SE;133,8552954;0,036909086;SSE;152,7828007;0,075321686;SSE;158,235016
111;0,103551217;SE;138,3023596;0,03735796;SSE;165,7322984;0,062857555;SSE;165,3536556
