;time;vosaline-3.437535047531127-value;vosaline-12.217730522155762-value;vosaline-25.442397071279062-value;votemper-3.437535047531127-value;votemper-12.217730522155762-value;votemper-25.442397071279062-value
0;10.10.2019 0:30;17.71066093;17.7127315;24.77627136;1.190771341;1.195271969;1.311675324
1;10.10.2019 1:30;17.72271729;17.72527457;24.7779917;1.174719701;1.179004173;1.312936902
2;10.10.2019 2:30;17.72962761;17.73166747;24.77026962;1.171275977;1.175155034;1.31349702
3;10.10.2019 3:30;17.73477235;17.7361927;24.77013229;1.177930474;1.171377292;1.313960552
4;10.10.2019 4:30;17.73477235;17.7361927;24.77013229;1.177930474;1.171377292;1.313960552
5;10.10.2019 5:30;17.73740523;17.73764365;24.77557707;1.172712445;1.175474776;1.31469357
6;10.10.2019 6:30;17.73792647;17.73792647;24.77123733;1.172199965;1.172201037;1.315157294
7;10.10.2019 7:30;17.7367145;17.7367145;24.76660347;1.170466175;1.170466771;1.31571271
8;10.10.2019 8:30;17.7367145;17.7367145;24.76660347;1.170466175;1.170466771;1.31571271
9;10.10.2019 9:30;17.73665427;17.73717307;24.76006126;1.166726367;1.169131775;1.317006469
10;10.10.2019 10:30;17.73757643;17.73971557;24.75771059;1.164911032;1.167072104;1.317773134
11;10.10.2019 11:30;17.74200439;17.74367905;24.75642204;1.162575377;1.166644931;1.317725245
12;10.10.2019 12:30;17.74200439;17.74367905;24.75642204;1.162575377;1.166644931;1.317725245
13;10.10.2019 13:30;17.74970736;17.7519979;24.75477172;1.157155917;1.163602947;1.320467067
14;10.10.2019 14:30;17.75392342;17.7560997;24.75355721;1.155269146;1.161731957;1.321250319
15;10.10.2019 15:30;17.75673774;17.7576422;24.75159736;1.15220964;1.15967371;1.321741359
16;10.10.2019 16:30;17.75673774;17.7576422;24.75159736;1.15220964;1.15967371;1.321741359
17;10.10.2019 17:30;17.75750542;17.75744765;24.7460704;1.147926211;1.155655761;1.322429061
18;10.10.2019 18:30;17.75526237;17.75611496;24.74205971;1.14631774;1.153346419;1.322615762
19;10.10.2019 19:30;17.75167074;17.7530097;24.73792267;1.145213366;1.151344776;1.322705524
20;10.10.2019 20:30;17.75167074;17.7530097;24.73792267;1.145213366;1.151344776;1.322705524
21;10.10.2019 21:30;17.74471964;17.74752617;24.73136902;1.143547965;1.147521423;1.3234092
22;10.10.2019 22:30;17.74222374;17.74512472;24.72739737;1.143056512;1.147055626;1.3239751
23;10.10.2019 23:30;17.74079241;17.74409103;24.72636414;1.142002573;1.145731211;1.324694037
24;11.10.2019 0:30;17.74079241;17.74409103;24.72636414;1.142002573;1.145731211;1.324694037
25;11.10.2019 1:30;17.74246597;17.74516769;24.72540273;1.139790297;1.142641773;1.325960397
26;11.10.2019 2:30;17.74416924;17.74612045;24.72555351;1.137719035;1.140070071;1.326526165
27;11.10.2019 3:30;17.74476714;17.7463665;24.72559547;1.135536432;1.137624741;1.326904177
28;11.10.2019 4:30;17.74476714;17.7463665;24.72559547;1.135536432;1.137624741;1.326904177
29;11.10.2019 5:30;17.74222374;17.74349403;24.72410774;1.13212359;1.133779771;1.327215433
30;11.10.2019 6:30;17.73921776;17.74047079;24.72217369;1.130699277;1.132223367;1.327277495
31;11.10.2019 7:30;17.73567009;17.737257;24.71979523;1.127577676;1.13046713;1.32734759
32;11.10.2019 8:30;17.73567009;17.737257;24.71979523;1.127577676;1.13046713;1.32734759
33;11.10.2019 9:30;17.73005104;17.73272133;24.71732712;1.114723921;1.1191746;1.327571406
34;11.10.2019 10:30;17.73119545;17.73393722;24.7177777;1.107770354;1.111426473;1.327745097
35;11.10.2019 11:30;17.73674311;17.73957206;24.71977377;1.105125775;1.107253313;1.327233004
36;11.10.2019 12:30;17.73674311;17.73957206;24.71977377;1.105125775;1.107253313;1.327233004
37;11.10.2019 13:30;17.75576791;17.75754301;24.7262764;1.102379441;1.103762377;1.329012771
38;11.10.2019 14:30;17.76992607;17.77260971;24.73107764;1.100575717;1.101774961;1.329351425
39;11.10.2019 15:30;17.77431702;17.77675177;24.73694037;1.097435997;1.099727574;1.329539657
40;11.10.2019 16:30;17.77431702;17.77675177;24.73694037;1.097435997;1.099727574;1.329539657
41;11.10.2019 17:30;17.70677904;17.70772726;24.74440374;1.095271959;1.096303344;1.329613705
42;11.10.2019 18:30;17.71593323;17.71712914;24.74320793;1.093352199;1.094361305;1.329752445
43;11.10.2019 19:30;17.7216362;17.72226753;24.7374115;1.091412067;1.092435597;1.330114126
44;11.10.2019 20:30;17.7216362;17.72226753;24.7374115;1.091412067;1.092435597;1.330114126
45;11.10.2019 21:30;17.72637596;17.7263755;24.72001647;1.077297917;1.079375137;1.331433654
46;11.10.2019 22:30;17.7277735;17.7277735;24.70951743;1.077221265;1.077222099;1.332523346
47;11.10.2019 23:30;17.73317901;17.73317901;24.70129575;1.075377766;1.075379471;1.333724022
48;12.10.2019 0:30;17.73317901;17.73317901;24.70129575;1.075377766;1.075379471;1.333724022
49;12.10.2019 1:30;17.74770203;17.7475775;24.6962204;1.070344915;1.071737012;1.335672769
50;12.10.2019 2:30;17.75970606;17.76100197;24.69713347;1.077577127;1.079051971;1.336517277
51;12.10.2019 3:30;17.77306595;17.7744545;24.70150375;1.074671044;1.076074957;1.337073445
52;12.10.2019 4:30;17.77306595;17.7744545;24.70150375;1.074671044;1.076074957;1.337073445
53;12.10.2019 5:30;17.79443577;17.79564133;24.70519447;1.07039535;1.071459413;1.337532163
54;12.10.2019 6:30;17.90425491;17.90526199;24.70292091;1.06704712;1.069060445;1.33767127
55;12.10.2019 7:30;17.91176605;17.9126357;24.69790267;1.065966129;1.066976427;1.337773115
56;12.10.2019 8:30;17.91176605;17.9126357;24.69790267;1.065966129;1.066976427;1.337773115
57;12.10.2019 9:30;17.92175474;17.92242713;24.67477167;1.063312054;1.064272775;1.337667035
58;12.10.2019 10:30;17.92713165;17.92772974;24.67774309;1.061444402;1.062739749;1.3394171
59;12.10.2019 11:30;17.93324661;17.93379793;24.67264175;1.059112667;1.060675759;1.340375556
60;12.10.2019 12:30;17.93324661;17.93379793;24.67264175;1.059112667;1.060675759;1.340375556
61;12.10.2019 13:30;17.94751357;17.94764464;24.66959;1.053717327;1.055667996;1.342224479
62;12.10.2019 14:30;17.95695114;17.95745795;24.67211342;1.049274445;1.051733017;1.343121052
63;12.10.2019 15:30;17.96637535;17.96710532;24.67672737;1.044595599;1.047251344;1.343763232
64;12.10.2019 16:30;17.96637535;17.96710532;24.67672737;1.044595599;1.047251344;1.343763232
65;12.10.2019 17:30;17.97972777;17.97192977;24.67647375;1.035753027;1.037957;1.344172014
66;12.10.2019 18:30;17.9749453;17.97747397;24.69079507;1.031377447;1.034724252;1.344121933
67;12.10.2019 19:30;17.97729269;17.99127151;24.69371332;1.026947929;1.030773193;1.344011545
68;12.10.2019 20:30;17.97729269;17.99127151;24.69371332;1.026947929;1.030773193;1.344011545
69;12.10.2019 21:30;17.99109267;17.99574579;24.69590759;1.017254776;1.02446777;1.344137669
70;12.10.2019 22:30;17.99235153;17.99906731;24.69631767;1.013609409;1.021697356;1.344550747
71;12.10.2019 23:30;17.9943676;19.0032444;24.69674301;1.007971691;1.019275904;1.345232606
72;13.10.2019 0:30;17.9943676;19.0032444;24.69674301;1.007971691;1.019275904;1.345232606
73;13.10.2019 1:30;17.99944777;19.01303291;24.69795799;0.999432623;1.015704777;1.346743243
74;13.10.2019 2:30;19.00227165;19.01900673;24.6975736;0.990799146;1.013921737;1.347762704
75;13.10.2019 3:30;19.00475611;19.02377573;24.6975302;0.97037733;1.011773126;1.347497573
76;13.10.2019 4:30;19.00475611;19.02377573;24.6975302;0.97037733;1.011773126;1.347497573
77;13.10.2019 5:30;19.00713766;19.02763367;24.69577517;0.962063313;1.007357525;1.349174619
78;13.10.2019 6:30;19.00773102;19.02662749;24.69270325;0.954437912;1.006631255;1.349251151
79;13.10.2019 7:30;19.00766507;19.02372469;24.67753177;0.947142052;1.005071057;1.349173679
80;13.10.2019 8:30;19.00766507;19.02372469;24.67753177;0.947142052;1.005071057;1.349173679
81;13.10.2019 9:30;19.00777435;19.01727766;24.67093491;0.937903225;1.00196135;1.349117729
82;13.10.2019 10:30;19.00794029;19.01733207;24.67776217;0.93141371;0.999570429;1.34919405
83;13.10.2019 11:30;19.00772703;19.01906776;24.67610931;0.922042727;0.99722396;1.349402905
84;13.10.2019 12:30;19.00772703;19.01906776;24.67610931;0.922042727;0.99722396;1.349402905
85;13.10.2019 13:30;19.0122776;19.02737427;24.6750927;0.900546491;0.997573799;1.350046515
86;13.10.2019 14:30;19.01553345;19.03371047;24.67493439;0.777417721;0.997657717;1.350375533
87;13.10.2019 15:30;19.01903152;19.03977776;24.67435646;0.776777321;0.997203039;1.350495715
88;13.10.2019 16:30;19.01903152;19.03977776;24.67435646;0.776777321;0.997203039;1.350495715
89;13.10.2019 17:30;19.02334775;19.04649544;24.67097755;0.760307051;0.996100605;1.349943757
90;13.10.2019 18:30;19.0237236;19.04705047;24.66752243;0.750795746;0.994277564;1.349232912
91;13.10.2019 19:30;19.02240753;19.04534912;24.66330337;0.742901776;0.992191672;1.347394275
92;13.10.2019 20:30;19.02240753;19.04534912;24.66330337;0.742901776;0.992191672;1.347394275
93;13.10.2019 21:30;19.01759337;19.0392179;24.65556907;0.732797067;0.977310469;1.347124337
94;13.10.2019 22:30;19.01465797;19.03556061;24.65167571;0.729292774;0.973203777;1.346737696
95;13.10.2019 23:30;19.01237723;19.03292465;24.64760725;0.727212751;0.977790534;1.346671939
96;14.10.2019 0:30;19.01237723;19.03292465;24.64760725;0.727212751;0.977790534;1.346671939
97;14.10.2019 1:30;19.01143646;19.03217697;24.64563942;0.724363053;0.964059293;1.347173452
98;14.10.2019 2:30;19.01515377;19.03165054;24.64455032;0.736070795;0.943077326;1.347601771
99;14.10.2019 3:30;19.02205749;19.0302639;24.64355277;0.757465135;0.912141671;1.34791751
