;time;vosaline-3.437535047531128-value;vosaline-12.217730522155772-value;vosaline-25.442398071289072-value;vosaline-47.092779722802734-value;votemper-3.437535047531128-value;votemper-12.217730522155772-value;votemper-25.442398071289072-value;votemper-47.092779722802734-value
0;17.10.2020 0:30;29.95054817;29.95054817;30.48887108;32.72971197;2.8329041;2.832907485;3.934474931;1.048348904
1;17.10.2020 1:30;29.94700432;29.95123772;30.51572119;32.75410714;2.815220118;2.833381414;3.908938408;1.020224214
2;17.10.2020 2:30;29.94748743;29.95145798;30.52747974;32.77450119;2.808754308;2.830347071;3.898919344;1.008743877
3;17.10.2020 3:30;29.9473729;29.95111847;30.5327282;32.77850772;2.807503534;2.824754953;3.895841122;1.004527854
4;17.10.2020 4:30;29.9473729;29.95111847;30.5327282;32.77850772;2.807503534;2.824754953;3.895841122;1.004527854
5;17.10.2020 5:30;29.94844437;29.94929123;30.52447319;32.75890503;2.802579389;2.811532259;3.907144308;1.017319733
6;17.10.2020 6:30;29.94782448;29.94782448;30.5138073;32.74780045;2.802075148;2.80207734;3.918771357;1.029335022
7;17.10.2020 7:30;29.9470759;29.9470759;30.50341988;32.73713837;2.797373592;2.797374784;3.929044724;1.041779727
8;17.10.2020 8:30;29.9470759;29.9470759;30.50341988;32.73713837;2.797373592;2.797374784;3.929044724;1.041779727
9;17.10.2020 9:30;29.94219589;29.94287872;30.49570357;32.72919717;2.784450293;2.78917955;3.93454371;1.050499797
10;17.10.2020 10:30;29.94017701;29.94142914;30.49987411;32.733471;2.778295517;2.784833431;3.927819014;1.045250058
11;17.10.2020 11:30;29.93904305;29.94074249;30.5098729;32.74343743;2.773779958;2.781405927;3.914797307;1.033455253
12;17.10.2020 12:30;29.93904305;29.94074249;30.5098729;32.74343743;2.773779958;2.781405927;3.914797307;1.033455253
13;17.10.2020 13:30;29.94003878;29.94179917;30.53317271;32.77792734;2.779981147;2.777378784;3.885587931;1.007374359
14;17.10.2020 14:30;29.94273077;29.94398499;30.54343033;32.77789078;2.770979881;2.777978017;3.871282101;0.99411428
15;17.10.2020 15:30;29.94558525;29.94774192;30.54777847;32.78320084;2.772003174;2.77718091;3.872947987;0.988507019
16;17.10.2020 16:30;29.94558525;29.94774192;30.54777847;32.78320084;2.772003174;2.77718091;3.872947987;0.988507019
17;17.10.2020 17:30;29.94974518;29.95022774;30.53774153;32.77554855;2.771251917;2.775321722;3.875712404;0.997997047
18;17.10.2020 18:30;29.95125971;29.95125971;30.52451515;32.77401772;2.770498037;2.770500898;3.873800517;1.01135795
19;17.10.2020 19:30;29.95178032;29.95178032;30.51070877;32.75173422;2.777517401;2.777519308;3.882157134;1.02545321
20;17.10.2020 20:30;29.95178032;29.95178032;30.51070877;32.75173422;2.777517401;2.777519308;3.882157134;1.02545321
21;17.10.2020 21:30;29.95119095;29.95119095;30.49531555;32.73847588;2.758597897;2.758599043;3.887783051;1.039917515
22;17.10.2020 22:30;29.94978033;29.95037125;30.49517441;32.73909531;2.750295739;2.754907131;3.883317232;1.03874433
23;17.10.2020 23:30;29.94823074;29.94944191;30.50114059;32.74551544;2.742734909;2.750243425;3.873779724;1.031042457
24;18.10.2020 0:30;29.94823074;29.94944191;30.50114059;32.74551544;2.742734909;2.750243425;3.873779724;1.031042457
25;18.10.2020 1:30;29.94731903;29.94888878;30.51992707;32.77437912;2.734979717;2.743759258;3.851217555;1.009453893
26;18.10.2020 2:30;29.947052;29.94887208;30.52984238;32.77407474;2.730977105;2.74029398;3.840879188;0.998772781
27;18.10.2020 3:30;29.94739532;29.94880877;30.53501892;32.7789857;2.728418589;2.737510515;3.837027779;0.993702054
28;18.10.2020 4:30;29.94739532;29.94880877;30.53501892;32.7789857;2.728418589;2.737510515;3.837027779;0.993702054
29;18.10.2020 5:30;29.94701822;29.94730759;30.52804757;32.77171942;2.717233181;2.725888729;3.844053745;1.002980113
30;18.10.2020 6:30;29.94320297;29.94472504;30.51782773;32.77007851;2.70800077;2.71780975;3.855718954;1.017431332
31;18.10.2020 7:30;29.94142914;29.94208145;30.50455857;32.74730453;2.702975273;2.708907704;3.877820024;1.031077757
32;18.10.2020 8:30;29.94142914;29.94208145;30.50455857;32.74730453;2.702975273;2.708907704;3.877820024;1.031077757
33;18.10.2020 9:30;29.9385891;29.9385891;30.49159813;32.73322449;2.799307488;2.79930778;3.879520178;1.047811104
34;18.10.2020 10:30;29.93758738;29.93728828;30.49287842;32.73387299;2.793948279;2.798242427;3.877909494;1.045718074
