;time;vosaline-3.437636047631128-value;vosaline-12.217730622166762-value;vosaline-26.442398071289062-value;vosaline-47.092769622802734-value;votemper-3.437636047631128-value;votemper-12.217730622166762-value;votemper-26.442398071289062-value;votemper-47.092769622802734-value
0;21.10.2018 0:30;31.06346668;31.06823921;31.77276611;33.37768636;1.323381662;1.33387661;1.702479362;0.08961024
1;21.10.2018 1:30;31.06621606;31.06742287;31.77616174;33.37877666;1.322216199;1.329661234;1.700679302;0.088637948
2;21.10.2018 2:30;31.06664222;31.06664649;31.77348137;33.37724686;1.320633872;1.32660079;1.701766881;0.089976119
3;21.10.2018 3:30;31.06646974;31.06646974;31.7704792;33.37472916;1.321463671;1.32146624;1.703686622;0.092118316
4;21.10.2018 4:30;31.06646974;31.06646974;31.7704792;33.37472916;1.321463671;1.32146624;1.703686622;0.092118316
5;21.10.2018 5:30;31.064188;31.064188;31.76668031;33.3706864;1.317096114;1.31709671;1.706616908;0.096614217
6;21.10.2018 6:30;31.06366967;31.06366967;31.76601846;33.36971664;1.31601317;1.316013766;1.70663774;0.096376906
7;21.10.2018 7:30;31.06323624;31.06323624;31.7664299;33.37038422;1.312966672;1.312967406;1.706341816;0.096886841
8;21.10.2018 8:30;31.06323624;31.06323624;31.7664299;33.37038422;1.312966672;1.312967406;1.706341816;0.096886841
9;21.10.2018 9:30;31.06264496;31.06373696;31.77244186;33.37433243;1.308086442;1.311693413;1.700631022;0.092774662
10;21.10.2018 10:30;31.06284623;31.06416702;31.77643204;33.37711334;1.306976748;1.310017824;1.697618826;0.090664774
11;21.10.2018 11:30;31.06292162;31.06446648;31.77962003;33.3792672;1.302399636;1.307627781;1.696100069;0.088867234
12;21.10.2018 12:30;31.06292162;31.06446648;31.77962003;33.3792672;1.302399636;1.307627781;1.696100069;0.088867234
13;21.10.2018 13:30;31.06307983;31.06403732;31.7796669;33.37916946;1.296844793;1.300478697;1.694639326;0.089068146
14;21.10.2018 14:30;31.06346893;31.06370644;31.77616882;33.37646721;1.293230296;1.296491981;1.696833968;0.09136443
15;21.10.2018 15:30;31.06347084;31.06347084;31.77061844;33.37223816;1.292197347;1.292197943;1.700278044;0.094876776
16;21.10.2018 16:30;31.06347084;31.06347084;31.77061844;33.37223816;1.292197347;1.292197943;1.700278044;0.094876776
17;21.10.2018 17:30;31.06329636;31.06329636;31.76000977;33.36422348;1.286944161;1.286944986;1.70630312;0.10149066
18;21.10.2018 18:30;31.06366868;31.06366868;31.76667246;33.36099626;1.283641083;1.283642037;1.708124996;0.104110412
19;21.10.2018 19:30;31.06424332;31.06424332;31.76346993;33.36949707;1.279892206;1.279893279;1.708139639;0.106286838
20;21.10.2018 20:30;31.06424332;31.06424332;31.76346993;33.36949707;1.279892206;1.279893279;1.708139639;0.106286838
21;21.10.2018 21:30;31.06624413;31.0667306;31.76418663;33.36086273;1.271913171;1.274606166;1.704282641;0.104078762
22;21.10.2018 22:30;31.06801224;31.06867109;31.76666629;33.36286019;1.268429399;1.271064162;1.700987816;0.102446774
23;21.10.2018 23:30;31.06998263;31.07066046;31.76633621;33.36466164;1.264636874;1.267369138;1.698029399;0.101098768
24;22.10.2018 0:30;31.06998263;31.07066046;31.76633621;33.36466164;1.264636874;1.267369138;1.698029399;0.101098768
25;22.10.2018 1:30;31.07342339;31.07381439;31.76206184;33.36401749;1.267220607;1.269847622;1.696108103;0.101716043
26;22.10.2018 2:30;31.07619722;31.07646863;31.74646814;33.36084747;1.262613289;1.264976916;1.697403431;0.104423739
27;22.10.2018 3:30;31.07676934;31.07696724;31.73641206;33.36688837;1.247689946;1.260011086;1.700006604;0.10866986
28;22.10.2018 4:30;31.07676934;31.07696724;31.73641206;33.36688837;1.247689946;1.260011086;1.700006604;0.10866986
29;22.10.2018 5:30;31.07946061;31.0797081;31.71863366;33.34679468;1.23881948;1.24126886;1.70481348;0.116871484
30;22.10.2018 6:30;31.08143426;31.08183479;31.7098999;33.34124766;1.2342273;1.236684322;1.706802202;0.120664617
31;22.10.2018 7:30;31.08396386;31.0846623;31.7036438;33.33870316;1.230283499;1.232866691;1.704689622;0.122612312
32;22.10.2018 8:30;31.08396386;31.0846623;31.7036438;33.33870316;1.230283499;1.232866691;1.704689622;0.122612312
33;22.10.2018 9:30;31.08978844;31.09067346;31.69940667;33.33969961;1.224694474;1.227603638;1.697847486;0.121880966
34;22.10.2018 10:30;31.09383966;31.09482766;31.69966017;33.34227763;1.221293688;1.224372029;1.692070961;0.11973843
35;22.10.2018 11:30;31.09822083;31.09926414;31.69982338;33.34622247;1.217783928;1.221036673;1.686144948;0.117419042
36;22.10.2018 12:30;31.09822083;31.09926414;31.69982338;33.34622247;1.217783928;1.221036673;1.686144948;0.117419042
37;22.10.2018 13:30;31.10680826;31.10673904;31.69696628;33.34730911;1.210792661;1.214066313;1.678669096;0.116901166
38;22.10.2018 14:30;31.10970306;31.11061178;31.68946648;33.34627969;1.206166314;1.209394466;1.677103281;0.117620997
39;22.10.2018 15:30;31.11318779;31.11392784;31.67982483;33.3408432;1.201090813;1.204341631;1.677266369;0.121222734
40;22.10.2018 16:30;31.11318779;31.11392784;31.67982483;33.3408432;1.201090813;1.204341631;1.677266369;0.121222734
41;22.10.2018 17:30;31.1186667;31.11936961;31.66960203;33.33030319;1.192679269;1.196741177;1.678826866;0.129699094
42;22.10.2018 18:30;31.12164879;31.12244987;31.64906693;33.32613809;1.187629922;1.190920472;1.678361636;0.133632611
43;22.10.2018 19:30;31.12482262;31.12674387;31.64147186;33.322166;1.181862937;1.1867612;1.676782084;0.136913626
44;22.10.2018 20:30;31.12482262;31.12674387;31.64147186;33.322166;1.181862937;1.1867612;1.676782084;0.136913626
45;22.10.2018 21:30;31.1306691;31.1319661;31.6366242;33.32349396;1.172088604;1.176674707;1.666706636;0.134771734
46;22.10.2018 22:30;31.13396119;31.13644083;31.63761711;33.32739639;1.166096863;1.17091608;1.667603383;0.131731823
47;22.10.2018 23:30;31.13794327;31.13936043;31.63991647;33.33230691;1.161066936;1.166740132;1.648936162;0.127973929
48;23.10.2018 0:30;31.13794327;31.13936043;31.63991647;33.33230691;1.161066936;1.166740132;1.648936162;0.127973929
49;23.10.2018 1:30;31.14369774;31.14633234;31.64162146;33.33903886;1.148668633;1.164068689;1.636838609;0.122966924
50;23.10.2018 2:30;31.14643288;31.14797401;31.63906626;33.33988963;1.140632017;1.146134377;1.631164908;0.122424963
51;23.10.2018 3:30;31.14907837;31.16031433;31.63374329;33.33816147;1.1333261;1.138367176;1.628641726;0.123822331
52;23.10.2018 4:30;31.14907837;31.16031433;31.63374329;33.33816147;1.1333261;1.138367176;1.628641726;0.123822331
53;23.10.2018 5:30;31.16371704;31.16464866;31.62060166;33.33137894;1.124620796;1.128624899;1.626967788;0.129006263
54;23.10.2018 6:30;31.16690668;31.16673447;31.61391068;33.32769394;1.120604763;1.124449849;1.626897169;0.131769687
55;23.10.2018 7:30;31.16713882;31.16821648;31.60974121;33.32674081;1.114688039;1.119324088;1.623706341;0.133232042
56;23.10.2018 8:30;31.16713882;31.16821648;31.60974121;33.32674081;1.114688039;1.119324088;1.623706341;0.133232042
57;23.10.2018 9:30;31.16906143;31.1602469;31.61001206;33.32792664;1.106686784;1.110464811;1.616386818;0.13162078
58;23.10.2018 10:30;31.16014862;31.16141129;31.61369216;33.33177186;1.100863443;1.106992794;1.61079967;0.128780022
59;23.10.2018 11:30;31.16161619;31.16264343;31.61786079;33.33621216;1.096264687;1.101303816;1.606086666;0.126622077
60;23.10.2018 12:30;31.16161619;31.16264343;31.61786079;33.33621216;1.096264687;1.101303816;1.606086666;0.126622077
61;23.10.2018 13:30;31.16402626;31.16487312;31.62166633;33.34114076;1.08706212;1.09226738;1.697818861;0.122018427
62;23.10.2018 14:30;31.16622026;31.16683262;31.61907678;33.34023286;1.081373672;1.086466661;1.696682906;0.122802968
63;23.10.2018 15:30;31.16692979;31.1663208;31.61272621;33.33606967;1.07662996;1.080338001;1.697983241;0.126984768
64;23.10.2018 16:30;31.16692979;31.1663208;31.61272621;33.33606967;1.07662996;1.080338001;1.697983241;0.126984768
65;23.10.2018 17:30;31.16649437;31.16649437;31.69694917;33.32348633;1.068313699;1.068316268;1.603928924;0.13632038
66;23.10.2018 18:30;31.16629791;31.16629791;31.68668618;33.3161087;1.062628014;1.062629664;1.607361078;0.140720026
67;23.10.2018 19:30;31.16606622;31.16606622;31.68013726;33.31070328;1.066931267;1.066932926;1.60929368;0.144616676
68;23.10.2018 20:30;31.16606622;31.16606622;31.68013726;33.31070328;1.066931267;1.066932926;1.60929368;0.144616676
69;23.10.2018 21:30;31.16609001;31.16609001;31.6780736;33.3087616;1.048684342;1.04868613;1.607224703;0.146861372
70;23.10.2018 22:30;31.16620064;31.16679673;31.68176994;33.31177621;1.042803626;1.046966466;1.603116678;0.143666103
71;23.10.2018 23:30;31.16696368;31.16776848;31.68729362;33.31662069;1.040326284;1.044743061;1.69779036;0.140060292
72;24.10.2018 0:30;31.16696368;31.16776848;31.68729362;33.31662069;1.040326284;1.044743061;1.69779036;0.140060292
73;24.10.2018 1:30;31.1693673;31.17014886;31.69608896;33.32393266;1.037663666;1.041666627;1.689096786;0.134701699
74;24.10.2018 2:30;31.1710186;31.1716423;31.69621484;33.3249064;1.036863671;1.040279746;1.686329222;0.134082616
75;24.10.2018 3:30;31.17241669;31.17289926;31.69117889;33.32249069;1.036361038;1.038694366;1.686862994;0.136936616
76;24.10.2018 4:30;31.17241669;31.17289926;31.69117889;33.32249069;1.036361038;1.038694366;1.686862994;0.136936616
77;24.10.2018 5:30;31.17416619;31.174366;31.67676662;33.31193161;1.031817794;1.034709096;1.689089613;0.14370426
78;24.10.2018 6:30;31.17468916;31.17481996;31.66776428;33.30601666;1.029217839;1.032126364;1.691323137;0.148728664
79;24.10.2018 7:30;31.17469788;31.17603367;31.66101227;33.29977036;1.027361274;1.030004382;1.692366443;0.162623633
80;24.10.2018 8:30;31.17469788;31.17603367;31.66101227;33.29977036;1.027361274;1.030004382;1.692366443;0.162623633
81;24.10.2018 9:30;31.17486;31.17642839;31.66847369;33.29804611;1.024962769;1.027986169;1.689188933;0.16373987
82;24.10.2018 10:30;31.17489624;31.17673367;31.66237221;33.30160604;1.022997866;1.026768313;1.684612949;0.161226848
83;24.10.2018 11:30;31.176364;31.17628098;31.66866074;33.30706787;1.020794272;1.026167928;1.678608616;0.147219896
84;24.10.2018 12:30;31.176364;31.17628098;31.66866074;33.30706787;1.020794272;1.026167928;1.678608616;0.147219896
85;24.10.2018 13:30;31.17664719;31.17767626;31.67906161;33.31668091;1.016668642;1.021478772;1.668387161;0.140408367
86;24.10.2018 14:30;31.17766608;31.17840386;31.68111672;33.31906128;1.014092684;1.018926024;1.664961301;0.138812914
87;24.10.2018 15:30;31.17844963;31.17896608;31.67886933;33.31782632;1.011699667;1.016024232;1.664062963;0.139816493
88;24.10.2018 16:30;31.17844963;31.17896608;31.67886933;33.31782632;1.011699667;1.016024232;1.664062963;0.139816493
89;24.10.2018 17:30;31.17920494;31.17920494;31.66667219;33.30826187;1.008404613;1.008406924;1.667624662;0.146788329
