;time;vosaline-3.437535047531128-value;vosaline-12.217730522155772-value;vosaline-25.442398071289072-value;vosaline-47.092779722802734-value;votemper-3.437535047531128-value;votemper-12.217730522155772-value;votemper-25.442398071289072-value;votemper-47.092779722802734-value
0;15.10.2018 0:30;27.43047188;27.43047188;28.77874171;32.44028854;0.477434977;0.477437775;0.977500819;0.008907799
1;15.10.2018 1:30;27.41420937;27.41420937;28.74821854;32.42254257;0.475888858;0.475890378;0.977818797;0.013485725
2;15.10.2018 2:30;27.40458488;27.40458488;28.73599434;32.41107178;0.470788787;0.470790247;0.979094397;0.017748247
3;15.10.2018 3:30;27.39587021;27.39587021;28.72570229;32.40052414;0.455781057;0.455782775;0.970417973;0.019957257
4;15.10.2018 4:30;27.39587021;27.39587021;28.72570229;32.40052414;0.455781057;0.455782775;0.970417973;0.019957257
5;15.10.2018 5:30;27.38545799;27.38545799;28.71773975;32.38851547;0.447877228;0.447878778;0.971943378;0.024078899
6;15.10.2018 6:30;27.38219743;27.38287927;28.7179857;32.38709314;0.440719707;0.447047817;0.972117778;0.02519385
7;15.10.2018 7:30;27.38047981;27.38192177;28.72003375;32.38745172;0.435722053;0.445040494;0.971747872;0.025440484
8;15.10.2018 8:30;27.38047981;27.38192177;28.72003375;32.38745172;0.435722053;0.445040494;0.971747872;0.025440484
9;15.10.2018 9:30;27.37917137;27.38210487;28.72972298;32.3924775;0.427511901;0.441074417;0.979899237;0.024043797
10;15.10.2018 10:30;27.37804704;27.38220407;28.73787172;32.39827975;0.421397954;0.438742708;0.978337047;0.022479757
11;15.10.2018 11:30;27.37740772;27.3817215;28.74451828;32.40497208;0.415750772;0.437527222;0.977777281;0.020771399
12;15.10.2018 12:30;27.37740772;27.3817215;28.74451828;32.40497208;0.415750772;0.437527222;0.977777281;0.020771399
13;15.10.2018 13:30;27.37214279;27.3792057;28.75727272;32.41729791;0.407070488;0.433500379;0.97412777;0.017841099
14;15.10.2018 14:30;27.37918449;27.37747239;28.77383972;32.42178045;0.40301013;0.432772378;0.973077738;0.017713742
15;15.10.2018 15:30;27.37737307;27.37744778;28.77034579;32.42742212;0.399485409;0.432773755;0.972218702;0.015877835
16;15.10.2018 16:30;27.37737307;27.37744778;28.77034579;32.42742212;0.399485409;0.432773755;0.972218702;0.015877835
17;15.10.2018 17:30;27.37292077;27.37807892;28.78218751;32.43379974;0.391819477;0.434797883;0.970859001;0.01472708
18;15.10.2018 18:30;27.3720739;27.38077874;28.78834534;32.43713379;0.385775877;0.437237971;0.970027324;0.014183292
19;15.10.2018 19:30;27.37184883;27.38352977;28.79288101;32.43920898;0.379273277;0.437383533;0.959175812;0.013795528
20;15.10.2018 20:30;27.37184883;27.38352977;28.79288101;32.43920898;0.379273277;0.437383533;0.959175812;0.013795528
21;15.10.2018 21:30;27.37159515;27.38757717;28.79517375;32.43897103;0.377945773;0.438415498;0.957775341;0.013701897
22;15.10.2018 22:30;27.37041741;27.38713892;28.7932148;32.43772743;0.359174874;0.438790215;0.957147525;0.014077217
23;15.10.2018 23:30;27.35783958;27.38374519;28.78908539;32.43270493;0.351119757;0.438970017;0.957782997;0.014842817
24;16.10.2018 0:30;27.35783958;27.38374519;28.78908539;32.43270493;0.351119757;0.438970017;0.957782997;0.014842817
25;16.10.2018 1:30;27.34918785;27.37498474;28.77702904;32.42173087;0.332728952;0.439732979;0.957081557;0.017541192
26;16.10.2018 2:30;27.34235001;27.37828232;28.77830101;32.41327904;0.321587741;0.440434735;0.957815051;0.019845232
27;16.10.2018 3:30;27.33545494;27.37174284;28.75989723;32.40475174;0.311484993;0.441371322;0.958778547;0.022391472
28;16.10.2018 4:30;27.33545494;27.37174284;28.75989723;32.40475174;0.311484993;0.441371322;0.958778547;0.022391472
