;time;vosaline-3.437535047531128-value;vosaline-12.217730522155772-value;vosaline-25.442398071289072-value;votemper-3.437535047531128-value;votemper-12.217730522155772-value;votemper-25.442398071289072-value
0;11.10.2018 0:30;14.59434319;14.59709032;18.10282898;2.99743445;3.000380278;3.430759057
1;11.10.2018 1:30;14.57380777;14.57587724;18.07377815;2.987344742;2.991021395;3.432745934
2;11.10.2018 2:30;14.5811348;14.58344937;18.07410722;2.980740787;2.984373557;3.43097353
3;11.10.2018 3:30;14.7042223;14.70777133;18.08799744;2.973078251;2.977748579;3.427717805
4;11.10.2018 4:30;14.7042223;14.70777133;18.08799744;2.973078251;2.977748579;3.427717805
5;11.10.2018 5:30;14.77913987;14.77155075;18.1327077;2.958777414;2.97222949;3.415188551
6;11.10.2018 6:30;14.70797449;14.70922184;18.15859413;2.95084548;2.954342704;3.408295393
7;11.10.2018 7:30;14.73570538;14.73780251;18.17772539;2.94377574;2.947377778;3.402749777
8;11.10.2018 8:30;14.73570538;14.73780251;18.17772539;2.94377574;2.947377778;3.402749777
9;11.10.2018 9:30;14.7532177;14.75517082;18.18108378;2.93380475;2.937545538;3.398119211
10;11.10.2018 10:30;14.74773353;14.74874307;18.17020417;2.929039955;2.932987928;3.398139954
11;11.10.2018 11:30;14.73484325;14.73723888;18.15580559;2.924377011;2.92847991;3.399029255
12;11.10.2018 12:30;14.73484325;14.73723888;18.15580559;2.924377011;2.92847991;3.399029255
13;11.10.2018 13:30;14.72443581;14.72797203;18.143013;2.91400218;2.918958427;3.398932219
14;11.10.2018 14:30;14.73470592;14.73977757;18.15270124;2.907350713;2.912513971;3.397137714
15;11.10.2018 15:30;14.75947285;14.77727731;18.17779024;2.897725447;2.905179725;3.390827417
16;11.10.2018 16:30;14.75947285;14.77727731;18.17779024;2.897725447;2.905179725;3.390827417
17;11.10.2018 17:30;14.82479378;14.83799227;18.24307442;2.877835823;2.89137219;3.37711978
18;11.10.2018 18:30;14.87177444;14.87899877;18.28258514;2.874257859;2.884985209;3.378783712
19;11.10.2018 19:30;14.88874327;14.91239272;18.31390572;2.853355408;2.881019592;3.37174202
20;11.10.2018 20:30;14.88874327;14.91239272;18.31390572;2.853355408;2.881019592;3.37174202
21;11.10.2018 21:30;14.90008545;14.93718202;18.33723505;2.8372712;2.87855749;3.354973555
22;11.10.2018 22:30;14.88782407;14.93050871;18.33090782;2.828757524;2.87819777;3.354318857
23;11.10.2018 23:30;14.87779404;14.91799797;18.31800752;2.820452452;2.877778381;3.355078459
24;12.10.2018 0:30;14.87779404;14.91799797;18.31800752;2.820452452;2.877778381;3.355078459
25;12.10.2018 1:30;14.83571039;14.89724737;18.29803758;2.802878141;2.874530792;3.357190781
26;12.10.2018 2:30;14.82903481;14.90033722;18.29893875;2.793904077;2.87171541;3.354830027
27;12.10.2018 3:30;14.83479595;14.91814899;18.31257729;2.783792734;2.878115902;3.351258755
28;12.10.2018 4:30;14.83479595;14.91814899;18.31257729;2.783792734;2.878115902;3.351258755
29;12.10.2018 5:30;14.87884403;14.97750578;18.37070333;2.774817999;2.871757573;3.340537594
30;12.10.2018 6:30;14.89229779;15.01717097;18.3920002;2.749979007;2.858591318;3.333419323
31;12.10.2018 7:30;14.91079712;15.04843521;18.41784859;2.734097242;2.857091022;3.327071753
32;12.10.2018 8:30;14.91079712;15.04843521;18.41784859;2.734097242;2.857091022;3.327071753
33;12.10.2018 9:30;14.92049217;15.07384014;18.43789919;2.709847973;2.852733238;3.320302725
34;12.10.2018 10:30;14.91252041;15.07953335;18.43207741;2.798737293;2.850447417;3.319275127
35;12.10.2018 11:30;14.89857197;15.0575052;18.42007075;2.788157705;2.84745121;3.319577217
36;12.10.2018 12:30;14.89857197;15.0575052;18.42007075;2.788157705;2.84745121;3.319577217
37;12.10.2018 13:30;14.87771784;15.03308773;18.40022278;2.77980505;2.837997007;3.320048809
38;12.10.2018 14:30;14.87499047;15.03242397;18.39983177;2.759577118;2.831487474;3.318425179
39;12.10.2018 15:30;14.8821497;15.04742487;18.41157532;2.747775024;2.825003147;3.314734085
40;12.10.2018 16:30;14.8821497;15.04742487;18.41157532;2.747775024;2.825003147;3.314734085
41;12.10.2018 17:30;14.91285707;15.10244475;18.45774024;2.725019073;2.815754278;3.303379774
42;12.10.2018 18:30;14.93332387;15.14237741;18.4875947;2.710837983;2.811879158;3.295794725
43;12.10.2018 19:30;14.94884491;15.17831898;18.51417397;2.597327113;2.809470402;3.288847017
44;12.10.2018 20:30;14.94884491;15.17831898;18.51417397;2.597327113;2.809470402;3.288847017
45;12.10.2018 21:30;14.95141797;15.21432972;18.53572755;2.573972927;2.808734043;3.280977249
46;12.10.2018 22:30;14.93771827;15.21737772;18.53178778;2.571474548;2.809473991;3.279432535
47;12.10.2018 23:30;14.91727793;15.20818807;18.51902771;2.549093972;2.810531855;3.279513597
48;13.10.2018 0:30;14.91727793;15.20818807;18.51902771;2.549093972;2.810531855;3.279513597
49;13.10.2018 1:30;14.87797701;15.18805981;18.4930191;2.53012085;2.811431408;3.280777375
50;13.10.2018 2:30;14.87298571;15.18471813;18.48703439;2.521195173;2.810974584;3.280225754
51;13.10.2018 3:30;14.85975277;15.19312191;18.48971077;2.511989355;2.80979538;3.278092871
52;13.10.2018 4:30;14.85975277;15.19312191;18.48971077;2.511989355;2.80979538;3.278092871
53;13.10.2018 5:30;14.87901497;15.23720701;18.52043343;2.493199587;2.807870924;3.270128489
