,time,P_Spd_3m,P_Dir_3m,P_Spd_12m,P_Dir_12m,P_Spd_25m,P_Dir_25m,P_Spd_47m,P_Dir_47m
514,2018-10-31 21:00:00,9.639999999999999,198.53,20.175555555555555,204.4511111111111,16.206153846153843,149.17230769230767,4.965000000000001,122.03500000000001
515,2018-10-31 22:00:00,12.357142857142858,155.44285714285715,15.234920634920636,243.9507936507937,16.229670329670334,181.24725274725276,5.425,115.33839285714288
516,2018-10-31 23:00:00,15.600000000000001,85.14,12.30222222222222,182.4911111111111,14.096923076923076,211.92615384615385,5.66625,193.38
517,2018-11-01 00:00:00,20.62857142857143,134.21428571428572,14.715873015873013,109.16190476190476,12.29010989010989,180.2846153846154,4.852678571428573,280.46250000000003
518,2018-11-01 01:00:00,19.270000000000003,152.29000000000002,22.66,164.44666666666666,13.226153846153844,145.19230769230768,5.784999999999999,210.27
519,2018-11-01 02:00:00,29.685714285714283,167.76428571428573,24.620634920634927,169.6047619047619,14.854945054945055,109.57252747252747,7.346428571428572,93.59732142857143
520,2018-11-01 03:00:00,30.130000000000003,122.3,27.27777777777778,137.88888888888889,16.187692307692306,158.37846153846158,6.580000000000002,170.26624999999999
521,2018-11-01 04:00:00,26.785714285714285,118.76428571428572,36.34603174603175,149.984126984127,18.361538461538462,117.18351648351647,7.383928571428571,130.825
522,2018-11-01 05:00:00,25.839999999999996,100.49000000000001,36.400000000000006,141.50444444444443,19.98,104.76923076923075,10.766250000000001,89.29375
523,2018-11-01 06:00:00,19.764285714285712,83.11428571428571,33.03968253968254,148.35396825396822,20.518681318681317,97.05934065934065,13.629464285714286,44.17589285714285
524,2018-11-01 07:00:00,17.400000000000002,83.66,27.871111111111112,155.45777777777778,19.307692307692307,103.56153846153846,13.469999999999999,35.512499999999996
525,2018-11-01 08:00:00,13.092857142857142,119.90714285714287,17.633333333333333,164.47460317460317,17.942857142857143,119.05384615384614,12.639285714285712,41.27321428571428
526,2018-11-01 09:00:00,12.32,164.07000000000002,10.355555555555558,174.79555555555558,14.940000000000001,138.51076923076923,13.3275,56.557500000000005
527,2018-11-01 10:00:00,16.792857142857144,118.84285714285716,4.323809523809524,247.39999999999998,9.47912087912088,185.62417582417584,13.612500000000002,74.29017857142858
528,2018-11-01 11:00:00,13.92,105.88,11.717777777777778,204.7688888888889,9.344615384615384,207.27384615384614,9.322500000000002,89.795
529,2018-11-01 12:00:00,15.05,68.17142857142858,15.326984126984128,47.56984126984126,9.014285714285716,144.97582417582416,4.473214285714286,117.31517857142855
530,2018-11-01 13:00:00,21.759999999999998,74.44,21.79111111111111,75.77111111111111,10.175384615384617,141.87692307692308,4.39375,173.2425
531,2018-11-01 14:00:00,27.16428571428571,98.7,24.70793650793651,103.04920634920636,12.384615384615385,142.39340659340658,5.545535714285714,131.9964285714286
532,2018-11-01 15:00:00,22.46,121.56,25.591111111111115,121.18,14.24923076923077,156.77846153846156,8.114999999999998,86.52125
533,2018-11-01 16:00:00,20.135714285714286,102.7357142857143,25.690476190476193,131.72698412698412,15.724175824175823,90.80989010989012,10.979464285714286,36.749107142857135
534,2018-11-01 17:00:00,17.68,96.88,23.711111111111116,141.94444444444443,16.827692307692306,87.65692307692308,12.233750000000002,37.74125000000001
535,2018-11-01 18:00:00,10.364285714285714,93.72142857142856,21.94761904761905,163.56190476190477,16.728571428571428,105.52967032967032,12.910714285714286,46.84107142857144
536,2018-11-01 19:00:00,9.94,136.31,18.98888888888889,189.41111111111113,16.155384615384616,129.86923076923074,12.823750000000002,71.32
537,2018-11-01 20:00:00,4.592857142857143,177.5285714285714,17.469841269841268,209.2793650793651,15.397802197802198,147.17252747252746,10.721428571428572,91.83660714285715
538,2018-11-01 21:00:00,6.390000000000001,189.20000000000002,14.18888888888889,235.51111111111115,14.62923076923077,177.62461538461537,10.635,107.66250000000002
539,2018-11-01 22:00:00,6.5,172.25714285714287,10.512698412698413,233.1349206349207,12.421978021978022,212.31318681318683,9.019642857142856,166.95357142857142
540,2018-11-01 23:00:00,7.64,128.45,8.804444444444444,109.44444444444443,9.68,181.82615384615383,8.57625,275.45
541,2018-11-02 00:00:00,8.328571428571427,131.27142857142857,11.41111111111111,153.97619047619048,10.308791208791208,235.88021978021982,10.1625,312.91517857142856
542,2018-11-02 01:00:00,9.260000000000002,129.25,10.277777777777779,190.10888888888886,10.135384615384616,208.19538461538457,9.012500000000001,235.3075
543,2018-11-02 02:00:00,7.735714285714286,146.37857142857143,11.765079365079366,189.384126984127,10.0043956043956,152.83626373626376,7.6875,87.77053571428571
544,2018-11-02 03:00:00,6.47,182.17000000000002,12.24,135.28444444444443,10.681538461538462,192.9092307692308,6.89375,260.33375
545,2018-11-02 04:00:00,11.957142857142857,186.95,11.714285714285715,143.43809523809523,10.127472527472527,143.74175824175825,6.317857142857142,189.07410714285712
546,2018-11-02 05:00:00,12.15,216.67000000000002,15.357777777777777,175.69111111111113,10.124615384615385,111.60615384615386,7.1675,80.92125
547,2018-11-02 06:00:00,7.664285714285715,272.0,14.000000000000002,184.86507936507937,11.05054945054945,119.521978021978,6.888392857142857,66.05
548,2018-11-02 07:00:00,8.2,274.03,13.573333333333332,200.7111111111111,11.361538461538462,141.1646153846154,6.422499999999999,86.10250000000002
549,2018-11-02 08:00:00,9.221428571428572,225.95714285714286,9.517460317460316,220.43492063492062,10.354945054945054,159.46043956043957,7.758035714285714,121.44553571428571
550,2018-11-02 09:00:00,10.29,175.08999999999997,6.226666666666667,255.50666666666666,10.869230769230768,188.9323076923077,8.68,167.53375000000003
551,2018-11-02 10:00:00,8.892857142857142,109.22142857142856,4.473015873015873,148.915873015873,11.381318681318682,215.89999999999998,11.346428571428573,273.8133928571429
552,2018-11-02 11:00:00,9.799999999999999,191.62,5.735555555555555,189.13333333333335,11.173846153846151,240.81076923076927,12.661249999999999,314.34875
553,2018-11-02 12:00:00,8.935714285714287,126.00714285714287,9.09047619047619,226.13650793650794,11.324175824175825,272.36483516483514,11.829464285714286,320.46071428571435
554,2018-11-02 13:00:00,16.91,161.32,11.835555555555555,244.57111111111115,10.5,275.7307692307693,10.1825,276.13624999999996
555,2018-11-02 14:00:00,10.707142857142857,199.25,14.869841269841272,261.72539682539684,10.41758241758242,184.31318681318677,9.03125,157.24821428571428
556,2018-11-02 15:00:00,22.1,242.66000000000003,18.615555555555556,267.02,10.34153846153846,173.13384615384618,7.5600000000000005,110.39749999999998
557,2018-11-02 16:00:00,28.835714285714282,149.9714285714286,22.1015873015873,181.69047619047618,9.384615384615383,231.59230769230768,4.966964285714285,253.45535714285714
558,2018-11-02 17:00:00,25.880000000000003,132.22,26.695555555555558,167.4688888888889,8.372307692307693,205.36,3.4137500000000003,202.15125000000003
559,2018-11-02 18:00:00,15.607142857142854,130.28571428571428,25.712698412698412,186.6095238095238,8.228571428571428,132.14395604395605,4.575892857142857,100.00535714285714
560,2018-11-02 19:00:00,14.370000000000001,166.66,24.16888888888889,203.6533333333333,9.798461538461536,136.46615384615387,5.791250000000001,100.08625
561,2018-11-02 20:00:00,9.435714285714287,185.85000000000002,19.093650793650795,213.5952380952381,10.639560439560439,150.52637362637364,7.405357142857143,116.09732142857143
