,time,P_Spd_3m,P_Dir_3m,P_Spd_12m,P_Dir_12m,P_Spd_25m,P_Dir_25m,P_Spd_47m,P_Dir_47m
681,2019-11-13 23:00:00,6.52,131.45,8.084999999999999,180.365,13.302857142857144,146.91428571428574,4.089090909090909,197.13272727272727
682,2019-11-14 00:00:00,4.321428571428571,116.22857142857143,4.457142857142857,178.64285714285714,11.902040816326531,133.1326530612245,2.988311688311688,183.99480519480522
683,2019-11-14 01:00:00,4.890000000000001,47.95,3.155,189.17999999999998,9.677142857142858,121.17714285714285,4.434545454545455,115.00363636363636
684,2019-11-14 02:00:00,9.071428571428571,85.47857142857143,4.067857142857143,170.5607142857143,8.238775510204082,104.3142857142857,6.881818181818182,43.797402597402595
685,2019-11-14 03:00:00,10.1,86.05999999999999,5.955,129.68,7.517142857142859,88.90571428571427,10.94,47.64909090909091
686,2019-11-14 04:00:00,14.592857142857143,53.364285714285714,7.624999999999999,37.38214285714285,6.424489795918368,76.5469387755102,12.205194805194806,64.2038961038961
687,2019-11-14 05:00:00,15.71,62.410000000000004,11.05,33.68,5.780000000000001,59.971428571428575,9.66,64.0909090909091
688,2019-11-14 06:00:00,15.857142857142858,43.25,10.414285714285715,36.39642857142857,6.83469387755102,56.88367346938775,8.333766233766234,82.18571428571428
689,2019-11-14 07:00:00,16.41,10.780000000000001,7.705,32.67,8.817142857142859,61.1,6.179999999999999,99.20909090909093
690,2019-11-14 08:00:00,16.221428571428575,157.55714285714285,7.485714285714286,36.95357142857143,7.244897959183674,106.22448979591834,6.2272727272727275,151.41818181818184
691,2019-11-14 09:00:00,18.019999999999996,216.20999999999998,3.8300000000000005,78.49000000000001,6.054285714285713,154.35999999999999,7.065454545454545,179.99090909090907
692,2019-11-14 10:00:00,21.1,96.70714285714286,3.625,102.60357142857143,6.044897959183674,133.02653061224487,6.632467532467533,209.48571428571432
693,2019-11-14 11:00:00,19.68,33.519999999999996,4.04,98.42,6.04,142.3,5.9854545454545445,236.1290909090909
694,2019-11-14 12:00:00,20.914285714285715,34.94285714285714,6.892857142857143,97.68928571428572,8.059183673469388,133.85102040816327,4.603896103896104,199.8077922077922
695,2019-11-14 13:00:00,18.04,54.39,6.29,75.61,7.102857142857142,139.18571428571428,5.161818181818181,118.17818181818183
696,2019-11-14 14:00:00,18.07857142857143,37.98571428571428,7.314285714285715,66.66071428571428,4.4734693877551015,147.86326530612246,7.42987012987013,61.859740259740256
