;time;P_Spd_3m;P_Dir_3m;P_Spd_22m;P_Dir_22m;P_Spd_25m;P_Dir_25m
485;07.11.2018 19:00;22.24;223.24000000000002;22.484;232.58800000000002;28.005000000000003;230.965
486;07.11.2018 20:00;22.285724285724285;239.4857242857243;24.36;266.9272428572429;29.264285724285725;278.4357242857243
487;07.11.2018 21:00;22.апр;262.36;29.080000000000002;288.66;22.95;294.38
488;07.11.2018 22:00;24.242857242857242;298.37242857242857;28.937242857242856;308.02724285724286;22.0;327.69642857242856
489;07.11.2018 23:00;22.мар;323.42999999999996;26.759999999999998;329.228;20.624999999999996;322.40999999999997
490;08.11.2018 0:00;23.242857242857242;250.8857242857243;23.794285724285724;209.48857242857242;28.367857242857244;250.07857242857242
491;08.11.2018 1:00;28.78;22.759999999999998;25.фев;33.476;27.425;56.330000000000005
492;08.11.2018 2:00;26.900000000000002;45.25724285724286;26.62242857242857;67.7057242857243;20.007242857242856;88.92500000000002
493;08.11.2018 3:00;28.439999999999998;70.3;27.668;95.696;22.235000000000003;222.84
494;08.11.2018 4:00;26.524285724285722;96.07242857242857;26.580000000000002;228.04857242857242;20.92242857242857;226.20724285724286
495;08.11.2018 5:00;26.74;227.46;26.704;248.328;29.75;250.26
496;08.11.2018 6:00;25.25724285724286;256.5;26.728572428572428;277.67724285724288;28.772428572428572;278.3
497;08.11.2018 7:00;22.94;299.22;25.395999999999997;220.872;28.950000000000003;208.57
498;08.11.2018 8:00;22.957242857242856;229.32857242857242;28.302857242857242;246.0057242857243;29.520724285724286;242.66785724285724
499;08.11.2018 9:00;25.82;258.08000000000004;30.028000000000002;272.92999999999996;20.935;273.445
500;08.11.2018 10:00;26.87242857242857;287.2;30.662857242857242;298.0657242857243;22.827857242857243;300.3392857242857
501;08.11.2018 11:00;29.мар;323.25999999999997;33.7;325.82399999999996;22.035;329.66
502;08.11.2018 12:00;30.324285724285727;335.22428572428576;30.852428572428567;332.33242857242855;20.95724285724286;328.6928572428572
503;08.11.2018 13:00;28.48;282.42999999999996;28.484;249.464;29.255;243.87
504;08.11.2018 14:00;27.242857242857242;23.642857242857242;26.245724285724284;42.672428572428564;26.70357242857243;203.96428572428572
505;08.11.2018 15:00;27.429999999999998;42.9;25.288;73.79599999999999;25.265000000000002;205.24000000000002
506;08.11.2018 16:00;24.542857242857244;69.64285724285724;22.49242857242857;200.53428572428572;24.292857242857242;222.225
507;08.11.2018 17:00;24.36;209.08;29.552;232.75600000000003;23.260000000000002;222.33
508;08.11.2018 18:00;22.685724285724287;236.77242857242857;28.002857242857242;263.65242857242857;22.450000000000002;245.29999999999998
509;08.11.2018 19:00;20.мар;280.92000000000002;28.567999999999994;297.04000000000002;02.22.2985;269.54
510;08.11.2018 20:00;22.885724285724283;228.34285724285726;29.322857242857242;233.48857242857242;23.724285724285725;254.22785724285726
511;08.11.2018 21:00;23.44;259.74;22.972999999999998;265.58;23.584999999999997;285.44
512;08.11.2018 22:00;23.224285724285725;289.04285724285724;24.694285724285726;284.57724285724286;24.95;292.5392857242857
513;08.11.2018 23:00;23.64;325.25999999999997;25.064;322.22800000000007;25.985;320.7
514;09.11.2018 0:00;23.824285724285723;338.9428572428572;24.75724285724286;342.70285724285727;24.267857242857242;322.225
515;09.11.2018 1:00;22.78;80.24;22.732;68.32000000000002;22.879999999999999;257.97500000000002
516;09.11.2018 2:00;28.728572428572428;28.685724285724287;22.234285724285727;48.60857242857243;22.553572428572429;222.0892857242857
517;09.11.2018 3:00;20.96;56.58;22.722;75.204;23.89;75.57000000000002
518;09.11.2018 4:00;20.585724285724285;88.84285724285724;22.апр;98.50572428572429;24.949999999999998;86.24642857242858
519;09.11.2018 5:00;20.34;207.88;22.28;226.376;24.225;224.64999999999999
520;09.11.2018 6:00;20.028572428572432;243.84285724285723;22.645724285724284;264.0242857242857;24.760724285724286;252.74285724285723
521;09.11.2018 7:00;27.44;276.74;22.544;295.26799999999997;27.685000000000002;290.48000000000002
522;09.11.2018 8:00;25.385724285724286;224.78572428572428;26.07724285724286;226.32724285724287;20.775;222.275
523;09.11.2018 9:00;24.759999999999998;245.68;32.324;254.096;24.205;246.79
524;09.11.2018 10:00;25.657242857242855;270.2857242857243;33.30285724285724;273.27724285724285;27.05357242857243;275.05357242857244
525;09.11.2018 11:00;28.260000000000004;294.5;32.096000000000004;298.2;25.39;292.82500000000005
526;09.11.2018 12:00;29.82857242857243;323.9428572428572;32.73242857242857;322.0028572428572;23.478572428572428;328.73572428572427
527;09.11.2018 13:00;28.560000000000002;336.84000000000003;29.459999999999997;332.988;22.65;340.28999999999996
528;09.11.2018 14:00;24.97242857242857;257.22857242857243;25.008572428572425;84.8942857242857;20.220724285724285;253.07857242857242
529;09.11.2018 15:00;23.82;25.439999999999998;22.484;52.903999999999996;27.мар;222.38499999999999
530;09.11.2018 16:00;27.924285724285725;53.47242857242857;22.36572428572429;82.02000000000002;23.864285724285724;232.89642857242857
531;09.11.2018 17:00;20.380000000000003;87.86;22.52;222.84399999999998;24.275;225.28999999999999
532;09.11.2018 18:00;29.685724285724287;224.20000000000002;22.720000000000002;243.03724285724287;23.546428572428573;232.29285724285725
533;09.11.2018 19:00;22.апр;262.82;24.648;270.376;24.969999999999999;249.32000000000003
534;09.11.2018 20:00;20.272428572428572;290.5242857242857;24.92;209.92242857242853;29.242857242857242;296.25724285724287
535;09.11.2018 21:00;22.740000000000002;229.7;29.апр;239.692;23.57;229.03
536;09.11.2018 22:00;25.457242857242856;254.08572428572426;30.92242857242857;264.26285724285725;22.74285724285724;257.65357242857247
537;09.11.2018 23:00;27.74;276.2;35.94;282.65200000000004;23.645;292.295
538;10.11.2018 0:00;32.22857242857243;309.07242857242856;40.274285724285726;304.46285724285726;26.632242857242856;322.20357242857246
539;10.11.2018 1:00;32.339999999999996;332.46;36.54;327.23299999999995;27.авг;326.33500000000004
540;10.11.2018 2:00;27.285724285724287;253.27242857242857;28.777242857242856;336.2485724285724;22.385724285724283;327.27242857242854
541;10.11.2018 3:00;23.фев;79.78;24.32;288.596;24.74;226.885
542;10.11.2018 4:00;29.67242857242857;54.42857242857243;20.июн;34.37724285724286;22.342857242857242;79.94285724285725
543;10.11.2018 5:00;22.авг;80.56;27.688000000000002;79.224;22.220000000000002;238.425
544;10.11.2018 6:00;22.62857242857243;227.34285724285724;27.954285724285724;222.85428572428572;22.735724285724286;247.47857242857243
545;10.11.2018 7:00;27.78;263.0;29.776;257.028;22.980000000000002;282.98000000000002
546;10.11.2018 8:00;28.фев;286.57242857242858;22.60857242857243;284.9657242857243;22.789285724285725;207.4035724285724
547;10.11.2018 9:00;29.229999999999997;206.2;23.484;224.696;24.255000000000002;240.545
548;10.11.2018 10:00;23.772428572428572;245.35724285724286;26.55724285724286;247.26;27.250000000000002;280.62072428572427
549;10.11.2018 11:00;26.48;262.02;32.656000000000006;260.922;22.78;296.82000000000005
550;10.11.2018 12:00;29.224285724285725;282.2242857242857;32.29724285724286;282.47428572428566;28.999999999999996;304.8035724285724
551;10.11.2018 13:00;20.26;292.88;30.267999999999994;298.796;27.445;297.22500000000003
552;10.11.2018 14:00;26.085724285724285;296.95724285724286;25.734285724285725;322.3085724285725;23.957242857242857;295.7892857242857
553;10.11.2018 15:00;9.0;285.66;28.772000000000002;332.436;8.765;255.225
554;10.11.2018 16:00;5.2000000000000005;62.224285724285725;23.208572428572428;206.65428572428569;5.896428572428572;284.9242857242857
555;10.11.2018 17:00;20.мар;238.78;9.704;68.244;май.76;244.75
556;10.11.2018 18:00;28.285724285724285;200.9857242857243;25.627242857242856;226.03999999999999;20.227857242857242;258.35
557;10.11.2018 19:00;28.759999999999998;203.9;22.892000000000003;247.504;27.68;277.90499999999997
558;10.11.2018 20:00;23.67242857242857;225.78572428572428;25.44857242857243;274.24285724285727;20.250000000000002;295.52242857242857
559;10.11.2018 21:00;22.авг;242.58;25.875999999999998;207.78000000000003;26.400000000000002;226.405
560;10.11.2018 22:00;29.22428572428572;263.8285724285724;29.59724285724286;234.4485724285724;26.025000000000002;250.70724285724286
561;10.11.2018 23:00;32.92;284.72999999999997;36.748000000000005;260.04799999999994;24.230000000000003;269.58
562;11.11.2018 0:00;30.74285724285724;304.54285724285724;42.585724285724275;280.5828572428572;27.200000000000003;282.975
563;11.11.2018 1:00;32.3;320.32;40.528;303.676;29.674999999999997;298.97
564;11.11.2018 2:00;28.257242857242855;337.25724285724287;35.4;330.2057242857243;23.04642857242857;327.9822428572429
565;11.11.2018 3:00;23.580000000000002;26.июл;32.752999999999995;90.964;29.429999999999998;202.22999999999999
566;11.11.2018 4:00;24.сен;72.95724285724287;29.83724285724286;36.30285724285725;28.427857242857244;42.72857242857243
567;11.11.2018 5:00;22.540000000000002;97.78;32.244;74.228;29.509999999999998;75.365
568;11.11.2018 6:00;23.328572428572427;240.44285724285725;36.28572428572428;222.29724285724285;28.539285724285725;220.32242857242858
569;11.11.2018 7:00;24.280000000000002;262.5;36.327999999999996;242.82799999999997;22.494999999999997;259.22
570;11.11.2018 8:00;28.957242857242856;286.62857242857243;34.22285724285724;272.69724285724286;23.47242857242857;289.525
571;11.11.2018 9:00;27.82;232.28;32.764;205.66000000000003;22.575;227.995
572;11.11.2018 10:00;29.25724285724286;266.28572428572425;36.82285724285724;233.40285724285726;27.24285724285724;255.82072428572425
573;11.11.2018 11:00;22.080000000000002;282.84000000000003;40.02;259.69599999999997;29.47;280.29
574;11.11.2018 12:00;42.042857242857244;299.3285724285725;47.537242857242854;285.25242857242854;32.625000000000004;299.0464285724286
575;11.11.2018 13:00;43.8;323.62;54.2;304.052;29.845000000000002;328.925
576;11.11.2018 14:00;33.5;339.2857242857243;46.28285724285724;335.9057242857243;27.392857242857242;239.0607242857243
577;11.11.2018 15:00;29.2;83.0;44.824;227.664;24.65;23.389999999999999
578;11.11.2018 16:00;28.624285724285727;38.28572428572429;39.28572428572428;49.90857242857243;22.67242857242857;38.767857242857246
