,time,P_Spd_3m,P_Dir_3m,P_Spd_12m,P_Dir_12m,P_Spd_25m,P_Dir_25m,P_Spd_47m,P_Dir_47m
461,2018-10-31 05:00:00,19.96,229.99,23.93333333333333,216.78222222222223,27.52923076923078,204.17384615384614,16.805000000000003,174.285
462,2018-10-31 06:00:00,23.685714285714287,223.11428571428573,30.65238095238096,230.42857142857142,25.901098901098898,223.75824175824178,17.77857142857143,170.17142857142858
463,2018-10-31 07:00:00,27.939999999999998,227.63,28.573333333333338,245.2244444444445,25.158461538461538,237.1092307692308,16.810000000000002,177.57000000000002
464,2018-10-31 08:00:00,23.40714285714286,246.54285714285714,27.068253968253966,256.03333333333336,21.24065934065934,247.56373626373625,19.860714285714288,189.72499999999997
465,2018-10-31 09:00:00,25.67,252.6,25.40222222222222,265.94444444444446,14.62769230769231,250.6384615384615,20.505000000000003,202.01000000000002
466,2018-10-31 10:00:00,21.285714285714285,258.51428571428573,21.736507936507934,282.8333333333333,10.146153846153844,223.50329670329668,21.810714285714283,209.25
467,2018-10-31 11:00:00,18.119999999999997,271.48,17.01111111111111,289.3822222222222,10.838461538461537,185.14615384615382,19.415,205.58
468,2018-10-31 12:00:00,18.635714285714286,244.73571428571427,13.09047619047619,246.30634920634918,15.813186813186814,169.84065934065933,18.435714285714287,207.49285714285713
469,2018-10-31 13:00:00,18.22,289.61,10.88888888888889,182.71999999999997,22.26923076923077,176.67076923076922,16.060000000000002,203.79
470,2018-10-31 14:00:00,20.764285714285712,130.1642857142857,12.644444444444446,113.46825396825396,23.825274725274724,178.23516483516485,16.164285714285715,198.87857142857143
471,2018-10-31 15:00:00,24.84,169.56,16.102222222222224,118.84444444444443,24.543076923076924,186.16923076923075,12.649999999999999,201.245
472,2018-10-31 16:00:00,29.221428571428568,197.22857142857143,20.409523809523808,144.6904761904762,19.689010989010985,191.5593406593407,11.010714285714286,194.85357142857143
473,2018-10-31 17:00:00,17.659999999999997,186.51,21.248888888888885,167.28666666666666,15.08923076923077,206.78769230769228,9.685,201.445
474,2018-10-31 18:00:00,17.564285714285713,189.12857142857143,23.763492063492063,197.0920634920635,12.435164835164834,236.0021978021978,8.303571428571429,208.90357142857144
475,2018-10-31 19:00:00,25.9,198.14,27.526666666666667,220.03777777777776,11.873846153846152,258.9769230769231,6.63,216.015
476,2018-10-31 20:00:00,23.87857142857143,205.15714285714287,30.92063492063492,238.7904761904762,12.836263736263735,280.5043956043956,7.128571428571429,224.31071428571428
477,2018-10-31 21:00:00,21.230000000000004,217.59999999999997,33.91111111111111,254.53555555555553,11.54307692307692,296.70769230769235,11.19,229.805
478,2018-10-31 22:00:00,23.357142857142858,215.97857142857143,32.86349206349207,264.7015873015873,12.063736263736264,306.489010989011,10.914285714285715,248.375
479,2018-10-31 23:00:00,20.68,213.25,29.466666666666672,274.6022222222222,9.12923076923077,306.84461538461534,11.440000000000001,252.485
480,2018-11-01 00:00:00,16.942857142857143,230.56428571428572,27.987301587301587,268.8825396825397,6.526373626373625,153.75714285714287,8.521428571428572,229.20357142857142
481,2018-11-01 01:00:00,18.089999999999996,189.82,25.871111111111116,268.81777777777785,9.959999999999999,147.54153846153847,9.06,224.89499999999998
482,2018-11-01 02:00:00,17.1,197.64999999999998,21.196825396825393,271.0492063492063,14.139560439560439,160.14175824175828,8.52142857142857,208.79285714285714
483,2018-11-01 03:00:00,19.36,192.5,14.297777777777778,278.94666666666666,17.563076923076924,170.87692307692305,9.810000000000002,195.455
484,2018-11-01 04:00:00,13.792857142857144,136.1642857142857,8.353968253968254,251.96349206349208,19.62087912087912,182.00659340659337,9.489285714285714,191.77142857142857
485,2018-11-01 05:00:00,25.020000000000003,176.39999999999998,7.091111111111112,203.0688888888889,20.184615384615384,201.28153846153847,11.250000000000002,185.16000000000003
486,2018-11-01 06:00:00,17.59285714285714,136.12142857142857,9.541269841269843,215.97777777777776,18.221978021978018,223.02527472527476,10.489285714285714,192.99642857142857
487,2018-11-01 07:00:00,21.96,163.85,14.986666666666666,224.5088888888889,15.13076923076923,248.04923076923072,10.19,212.425
488,2018-11-01 08:00:00,21.521428571428572,176.87142857142857,16.94285714285714,230.22222222222223,13.882417582417581,264.2263736263736,10.042857142857143,243.24285714285716
489,2018-11-01 09:00:00,19.580000000000002,189.84000000000003,18.24,239.7088888888889,15.15230769230769,286.95384615384614,8.819999999999999,278.03499999999997
490,2018-11-01 10:00:00,25.85,236.73571428571427,23.744444444444447,255.9206349206349,14.386813186813187,295.1571428571429,7.625,313.90714285714284
