,time,P_Spd_3m,P_Dir_3m,P_Spd_12m,P_Dir_12m,P_Spd_25m,P_Dir_25m
1405,2020-12-13 19:00:00,23.939999999999998,171.94,15.314999999999998,149.425,13.700000000000003,63.845714285714294
1406,2020-12-13 20:00:00,26.2,239.1,15.75357142857143,240.21428571428572,12.206122448979594,44.72244897959184
1407,2020-12-13 21:00:00,33.36,246.7,15.46,261.815,14.58285714285714,76.94571428571427
1408,2020-12-13 22:00:00,18.900000000000002,208.04285714285714,24.239285714285714,214.3642857142857,22.310204081632655,49.88775510204082
1409,2020-12-13 23:00:00,19.52,274.62,28.200000000000003,177.24,26.222857142857148,29.734285714285722
1410,2020-12-14 00:00:00,15.4,154.85714285714286,23.57142857142857,55.53928571428572,27.33877551020408,33.23673469387755
1411,2020-12-14 01:00:00,15.219999999999999,196.85999999999999,32.35,33.209999999999994,31.428571428571434,41.87714285714286
1412,2020-12-14 02:00:00,23.185714285714283,150.27142857142857,25.410714285714285,55.625,29.285714285714285,53.15102040816327
1413,2020-12-14 03:00:00,13.76,190.57999999999998,31.715000000000003,57.155,29.437142857142856,63.74285714285714
1414,2020-12-14 04:00:00,18.314285714285713,176.17142857142858,28.164285714285715,64.41785714285714,24.90204081632653,70.23061224489796
1415,2020-12-14 05:00:00,21.3,190.68,18.515,91.54499999999999,19.514285714285712,83.91142857142857
1416,2020-12-14 06:00:00,24.614285714285717,149.58571428571426,15.807142857142857,96.18571428571428,14.66326530612245,86.55714285714286
1417,2020-12-14 07:00:00,29.82,141.57999999999998,10.455,80.14500000000001,10.382857142857143,65.95714285714286
1418,2020-12-14 08:00:00,26.914285714285715,155.68571428571428,6.735714285714286,121.92500000000001,9.128571428571428,45.00612244897959
1419,2020-12-14 09:00:00,20.419999999999998,139.76,7.465,156.455,10.425714285714287,141.22285714285712
1420,2020-12-14 10:00:00,29.099999999999998,143.22857142857143,13.467857142857143,251.86785714285713,16.21428571428571,205.48367346938775
1421,2020-12-14 11:00:00,21.2,150.26,17.93,109.62500000000001,20.542857142857144,138.35999999999999
1422,2020-12-14 12:00:00,29.87142857142857,124.71428571428571,17.82857142857143,38.90357142857143,26.06938775510204,22.632653061224488
1423,2020-12-14 13:00:00,46.04,133.3,18.845,46.14,28.60571428571429,43.47428571428571
1424,2020-12-14 14:00:00,44.042857142857144,121.91428571428571,21.560714285714287,60.06785714285714,32.14693877551021,61.557142857142864
1425,2020-12-14 15:00:00,47.64,125.28000000000002,23.354999999999997,72.3,33.99142857142857,77.09142857142857
1426,2020-12-14 16:00:00,40.92857142857143,124.65714285714286,23.65714285714286,83.86428571428571,30.83673469387755,86.81428571428572
1427,2020-12-14 17:00:00,30.3,148.3,20.485,105.98,27.357142857142854,95.37142857142858
1428,2020-12-14 18:00:00,23.74285714285714,148.5142857142857,20.46785714285714,120.62857142857143,21.869387755102046,102.61224489795917
1429,2020-12-14 19:00:00,29.02,164.8,14.89,134.245,14.508571428571429,109.24571428571427
1430,2020-12-14 20:00:00,17.45714285714286,179.4857142857143,10.675,158.86785714285713,8.708163265306123,103.52244897959183
1431,2020-12-14 21:00:00,19.28,172.48,7.57,222.13,5.517142857142857,133.20857142857145
1432,2020-12-14 22:00:00,20.228571428571428,166.52857142857144,8.835714285714285,275.22857142857146,11.13877551020408,239.61632653061224
1433,2020-12-14 23:00:00,32.339999999999996,141.12,13.725000000000001,314.085,18.37714285714286,247.75714285714284
1434,2020-12-15 00:00:00,31.37142857142857,132.41428571428574,17.457142857142856,328.8607142857143,23.251020408163267,133.92448979591836
1435,2020-12-15 01:00:00,33.760000000000005,138.34,22.115000000000002,128.44000000000003,27.617142857142856,29.228571428571424
1436,2020-12-15 02:00:00,32.628571428571426,134.12857142857143,25.667857142857144,29.160714285714285,29.504081632653058,40.15714285714286
1437,2020-12-15 03:00:00,42.16,129.16,25.570000000000004,27.849999999999998,28.505714285714284,48.00285714285714
1438,2020-12-15 04:00:00,45.01428571428572,118.31428571428572,23.760714285714286,46.70357142857143,25.56734693877551,56.74285714285714
1439,2020-12-15 05:00:00,39.260000000000005,150.06,20.53,68.25999999999999,19.68285714285714,69.70857142857143
1440,2020-12-15 06:00:00,35.142857142857146,123.37142857142858,16.810714285714283,78.19999999999999,16.426530612244896,84.42653061224492
1441,2020-12-15 07:00:00,43.22,134.26,9.75,109.83500000000001,11.74,86.53999999999999
1442,2020-12-15 08:00:00,35.67142857142857,142.94285714285712,4.257142857142857,175.40714285714284,7.148979591836735,60.77755102040816
1443,2020-12-15 09:00:00,41.62,147.2,8.200000000000001,273.175,8.77142857142857,192.9
1444,2020-12-15 10:00:00,39.81428571428571,128.7,11.882142857142858,332.06071428571425,12.620408163265306,340.27959183673465
1445,2020-12-15 11:00:00,39.8,138.52,17.395000000000003,306.76,18.465714285714284,344.9057142857142
1446,2020-12-15 12:00:00,48.17142857142857,122.51428571428572,24.482142857142858,190.25,23.03673469387755,197.1530612244898
1447,2020-12-15 13:00:00,43.48,109.28,23.89,31.03,25.694285714285712,14.58285714285714
1448,2020-12-15 14:00:00,44.142857142857146,104.84285714285714,23.557142857142857,31.707142857142856,24.089795918367347,36.8734693877551
1449,2020-12-15 15:00:00,40.779999999999994,117.23999999999998,23.630000000000003,66.455,25.082857142857144,67.42
1450,2020-12-15 16:00:00,37.41428571428571,132.0142857142857,23.83214285714286,87.75,26.51020408163265,86.32244897959184
1451,2020-12-15 17:00:00,16.96,132.54000000000002,19.689999999999998,90.53,24.942857142857143,90.72285714285715
1452,2020-12-15 18:00:00,28.771428571428572,152.02857142857144,17.064285714285713,128.32500000000002,17.381632653061224,104.22244897959185
1457,2020-12-15 23:00:00,35.4,189.9,26.214999999999996,226.575,20.608571428571427,330.1914285714286
1458,2020-12-16 00:00:00,13.114285714285714,227.01428571428573,29.289285714285718,278.8571428571429,22.93469387755102,287.0979591836735
1459,2020-12-16 01:00:00,15.2,91.0,31.450000000000003,67.38,25.302857142857142,26.225714285714286
1460,2020-12-16 02:00:00,24.085714285714285,214.87142857142857,28.957142857142856,27.064285714285717,26.457142857142856,37.30816326530612
1461,2020-12-16 03:00:00,19.98,271.1,34.295,46.725,29.87142857142857,56.70571428571429
1462,2020-12-16 04:00:00,19.599999999999998,206.65714285714284,31.200000000000003,60.13928571428572,29.52857142857143,71.27551020408163
1463,2020-12-16 05:00:00,13.580000000000002,54.94,32.78999999999999,75.71000000000001,31.60571428571428,78.13428571428572
1464,2020-12-16 06:00:00,15.87142857142857,158.1142857142857,27.839285714285715,93.1107142857143,27.718367346938773,83.80816326530612
1465,2020-12-16 07:00:00,9.8,122.38000000000002,23.18,106.975,22.071428571428573,87.92857142857143
1466,2020-12-16 08:00:00,17.842857142857145,231.25714285714284,8.567857142857143,124.00714285714287,9.324489795918367,86.10408163265306
1467,2020-12-16 09:00:00,18.4,250.18,8.995000000000001,284.405,9.56857142857143,267.54285714285714
1468,2020-12-16 10:00:00,15.757142857142856,243.71428571428572,16.799999999999997,317.58928571428567,15.463265306122448,221.2163265306122
1469,2020-12-16 11:00:00,25.3,252.32,26.830000000000005,331.375,21.031428571428574,193.95714285714286
1470,2020-12-16 12:00:00,20.25714285714286,286.62857142857143,30.807142857142857,339.4321428571428,26.677551020408163,149.80816326530612
1471,2020-12-16 13:00:00,27.04,305.96,33.53,341.41999999999996,28.202857142857145,85.40857142857143
1472,2020-12-16 14:00:00,26.014285714285712,173.55714285714288,32.43928571428572,255.37857142857143,30.3530612244898,32.17551020408163
1473,2020-12-16 15:00:00,25.639999999999997,271.4,30.79,35.449999999999996,33.431428571428576,35.81428571428572
1474,2020-12-16 16:00:00,32.74285714285714,71.64285714285714,32.385714285714286,57.70357142857143,30.622448979591837,41.78367346938776
1475,2020-12-16 17:00:00,54.660000000000004,91.3,35.89,106.11500000000001,25.21428571428572,63.394285714285715
1476,2020-12-16 18:00:00,29.87142857142857,188.84285714285716,18.021428571428572,117.06428571428569,16.132653061224488,61.471428571428575
1477,2020-12-16 19:00:00,23.3,27.5,30.475,55.230000000000004,17.200000000000003,67.37142857142858
1478,2020-12-16 20:00:00,30.157142857142862,245.37142857142857,22.65357142857143,68.97142857142856,13.40408163265306,47.41020408163265
1479,2020-12-16 21:00:00,23.759999999999998,133.04000000000002,22.23,83.90499999999999,16.68285714285714,47.631428571428565
1480,2020-12-16 22:00:00,29.599999999999998,87.48571428571428,24.385714285714286,82.30357142857143,17.842857142857145,52.012244897959185
1481,2020-12-16 23:00:00,35.88,330.78000000000003,26.674999999999997,209.72500000000002,22.02285714285714,115.22571428571428
1482,2020-12-17 00:00:00,32.41428571428571,187.04285714285714,27.282142857142855,209.2107142857143,24.824489795918364,118.86326530612246
1483,2020-12-17 01:00:00,45.559999999999995,128.64000000000001,40.67,191.77,30.305714285714284,88.15142857142857
1484,2020-12-17 02:00:00,45.0,275.68571428571425,42.81071428571429,207.91785714285714,33.96734693877551,87.37959183673469
1485,2020-12-17 03:00:00,38.839999999999996,74.6,40.2,146.445,33.854285714285716,34.028571428571425
1486,2020-12-17 04:00:00,43.371428571428574,311.09999999999997,35.06428571428572,216.44285714285712,32.45918367346939,38.09591836734694
1487,2020-12-17 05:00:00,36.92,108.06000000000002,40.165,75.47,35.91428571428572,52.442857142857136
1488,2020-12-17 06:00:00,30.17142857142857,155.24285714285716,29.303571428571427,56.48571428571429,27.942857142857143,60.88775510204082
1489,2020-12-17 07:00:00,25.839999999999996,172.07999999999998,26.34,90.34500000000001,17.665714285714284,69.63428571428571
1490,2020-12-17 08:00:00,35.75714285714286,154.35714285714286,26.217857142857145,110.92857142857143,14.910204081632653,77.68775510204081
1491,2020-12-17 09:00:00,28.78,233.35999999999999,27.875,102.64,10.651428571428573,75.50571428571428
1492,2020-12-17 10:00:00,27.0,204.31428571428572,21.242857142857144,139.7785714285714,9.775510204081632,151.98163265306124
1493,2020-12-17 11:00:00,23.5,226.4,19.275,204.28,13.362857142857143,236.72285714285712
1494,2020-12-17 12:00:00,25.914285714285715,264.0142857142857,22.442857142857143,210.375,17.579591836734696,329.56938775510207
1495,2020-12-17 13:00:00,30.880000000000003,264.54,29.705,129.76999999999998,21.934285714285714,224.8542857142857
1496,2020-12-17 14:00:00,39.84285714285714,263.3857142857143,26.289285714285715,227.95714285714286,24.673469387755098,106.28775510204082
1497,2020-12-17 15:00:00,41.8,287.94,29.115,197.815,25.48571428571429,91.7685714285714
1498,2020-12-17 16:00:00,28.885714285714283,208.25714285714284,30.582142857142856,89.01071428571429,26.636734693877546,28.644897959183673
1499,2020-12-17 17:00:00,24.46,150.54000000000002,22.045,56.345,21.011428571428574,56.71714285714285
1500,2020-12-17 18:00:00,30.142857142857142,135.20000000000002,27.496428571428574,83.6357142857143,22.046938775510203,77.44897959183673
1501,2020-12-17 19:00:00,26.04,123.74000000000001,22.23,83.985,17.934285714285714,75.5
1502,2020-12-17 20:00:00,16.257142857142856,123.82857142857142,22.58571428571429,94.79642857142856,16.753061224489795,83.56530612244897
1503,2020-12-17 21:00:00,22.119999999999997,239.11999999999998,11.785,138.34,6.891428571428571,129.52
1504,2020-12-17 22:00:00,23.914285714285715,212.4857142857143,12.946428571428573,241.8571428571429,5.463265306122449,264.04081632653066
1505,2020-12-17 23:00:00,30.96,278.38,15.584999999999999,255.505,10.262857142857142,308.85714285714283
1506,2020-12-18 00:00:00,25.042857142857144,245.47142857142856,18.875,260.37142857142857,15.03469387755102,315.8673469387755
1507,2020-12-18 01:00:00,12.16,218.11999999999998,19.550000000000004,241.06,15.677142857142854,344.1628571428572
1508,2020-12-18 02:00:00,27.099999999999998,145.17142857142858,18.539285714285715,215.13214285714287,16.74489795918367,201.67142857142858
1509,2020-12-18 03:00:00,37.239999999999995,163.72,13.98,175.83,16.551428571428573,72.8457142857143
1510,2020-12-18 04:00:00,29.8,135.0142857142857,16.725,85.30714285714285,17.910204081632653,29.320408163265306
1511,2020-12-18 05:00:00,28.98,129.14000000000001,24.25,130.38,16.705714285714286,68.82285714285713
1512,2020-12-18 06:00:00,22.271428571428572,149.08571428571426,21.45,80.78571428571429,18.293877551020408,63.28775510204082
1513,2020-12-18 07:00:00,26.6,108.8,20.494999999999997,84.315,14.805714285714286,88.11142857142856
1514,2020-12-18 08:00:00,32.65714285714286,151.3857142857143,16.664285714285715,126.76428571428572,11.46530612244898,102.64285714285714
1515,2020-12-18 09:00:00,25.96,166.82,11.955,143.88,5.514285714285714,126.5657142857143
1516,2020-12-18 10:00:00,22.914285714285715,206.28571428571428,10.35,247.41071428571428,7.740816326530611,261.6448979591837
1517,2020-12-18 11:00:00,21.06,236.44,19.025000000000002,258.27,15.848571428571429,303.81714285714287
1518,2020-12-18 12:00:00,31.014285714285712,256.35714285714283,23.5,290.44642857142856,21.404081632653064,299.365306122449
1519,2020-12-18 13:00:00,22.619999999999997,261.34000000000003,26.89,300.175,23.73428571428571,309.49428571428564
1520,2020-12-18 14:00:00,24.457142857142856,241.82857142857142,22.94642857142857,304.7678571428571,22.714285714285715,310.565306122449
1521,2020-12-18 15:00:00,20.02,259.1,17.759999999999998,317.365,18.671428571428574,320.8228571428572
1522,2020-12-18 16:00:00,21.857142857142858,237.95714285714283,17.932142857142857,292.1214285714286,15.579591836734693,283.065306122449
1523,2020-12-18 17:00:00,19.66,212.48000000000002,12.05,159.825,12.082857142857142,65.44
1524,2020-12-18 18:00:00,17.12857142857143,158.17142857142858,8.917857142857144,98.85,8.36530612244898,48.63673469387756
1525,2020-12-18 19:00:00,14.26,176.68,5.465,93.205,5.411428571428572,90.99428571428572
1526,2020-12-18 20:00:00,26.857142857142858,271.14285714285717,4.803571428571429,170.22500000000002,5.759183673469387,160.3857142857143
1527,2020-12-18 21:00:00,24.18,203.44,6.58,209.77,8.051428571428572,191.54571428571427
1528,2020-12-18 22:00:00,31.485714285714288,205.21428571428572,12.232142857142858,224.75357142857143,10.991836734693877,218.3040816326531
1529,2020-12-18 23:00:00,32.68,210.54000000000002,12.594999999999999,244.86,12.674285714285716,236.53428571428572
1530,2020-12-19 00:00:00,28.614285714285717,189.67142857142858,13.914285714285715,262.3142857142857,12.534693877551021,259.79183673469385
1531,2020-12-19 01:00:00,34.1,192.92000000000002,11.264999999999999,282.105,10.24,281.9342857142857
1532,2020-12-19 02:00:00,35.457142857142856,196.0,9.982142857142858,318.8142857142857,9.048979591836735,322.4326530612244
1533,2020-12-19 03:00:00,37.96,206.74,9.29,132.38,9.385714285714286,75.1942857142857
1534,2020-12-19 04:00:00,36.285714285714285,219.42857142857142,11.325,45.964285714285715,11.43265306122449,52.251020408163264
1535,2020-12-19 05:00:00,40.3,233.48000000000002,13.094999999999999,78.815,13.49714285714286,81.62857142857142
1536,2020-12-19 06:00:00,35.65714285714286,211.0,13.657142857142857,96.97857142857143,15.577551020408164,101.95510204081633
1537,2020-12-19 07:00:00,35.78,197.4,16.16,109.675,17.63142857142857,113.05142857142857
1538,2020-12-19 08:00:00,39.94285714285714,206.67142857142858,16.189285714285713,130.29642857142858,17.96326530612245,131.16530612244895
1539,2020-12-19 09:00:00,31.54,219.04000000000002,16.775,156.155,15.640000000000002,150.22571428571428
1540,2020-12-19 10:00:00,37.68571428571429,257.57142857142856,19.317857142857143,182.93571428571428,11.400000000000002,173.39387755102038
1541,2020-12-19 11:00:00,38.980000000000004,265.98,16.1,209.84,8.954285714285714,201.05142857142854
1542,2020-12-19 12:00:00,41.82857142857143,272.5285714285714,12.821428571428573,236.025,8.779591836734694,242.3142857142857
1543,2020-12-19 13:00:00,44.86,275.0,11.66,270.585,11.948571428571428,269.7428571428572
1544,2020-12-19 14:00:00,45.699999999999996,281.9714285714286,13.875000000000002,293.87857142857143,11.226530612244899,287.22244897959183
